prompt,prompt_text,runs,successes,success_rate_pct,duration_all_mean_s,duration_all_sd_s,duration_success_mean_s,duration_success_sd_s,coverage_mean_pct,coverage_sd_pct,coverage_success_mean_pct,coverage_success_sd_pct,collisions_total,collisions_mean,collisions_sd
1,"Using three robots, find the red, green, and blue boxes, deliver each box to its matching colored zone, and complete all three deliveries. Each robot should deliver one box.",15,15,100.0,137.21586666666667,80.64435266267702,137.21586666666667,80.64435266267702,33.46666666666667,6.333684200807264,33.46666666666667,6.333684200807264,0,0.0,0.0
2,There are 3 robots 3 boxes and 3 delivery zones in the environment. Choose a box and deliver it to its matching zone. Each robot should deliver one box.,15,15,100.0,142.22833333333332,83.73996190403294,142.22833333333332,83.73996190403294,34.13333333333333,5.702241274758159,34.13333333333333,5.702241274758159,0,0.0,0.0
3,"Choose a box, approach to it, pick it up and drop it to its matching delivery zone. The robot and the delivery zone should be same color. Each robot should deliver one box.",15,15,100.0,135.96513333333334,73.48069858120718,135.96513333333334,73.48069858120718,33.6,4.615914499497003,33.6,4.615914499497003,1,0.06666666666666667,0.24944382578492943
4,"Claim a box that is not claimed by another robot, approach to it and pick it up. Then search the delivery zone with the same color, approach it and drop the box there. Each robot should deliver only one box.",15,15,100.0,130.65746666666666,88.77625742345504,130.65746666666666,88.77625742345504,32.8,5.878775382679628,32.8,5.878775382679628,2,0.13333333333333333,0.49888765156985887
5,"Choose a box, pick it up and deliver it to its delivery zone, they have to be same color. To pick the box up, the robot has to search it and approach to it, then search the delivery zone and approach to it to drop the box.",15,15,100.0,129.59373333333335,52.86014298311683,129.59373333333335,52.86014298311683,33.4,5.486954224947267,33.4,5.486954224947267,0,0.0,0.0
