stamp_sec,stamp_nsec,robot,x,y,elapsed_s
0,0,robot_0,1.357198,1.757662,0.0
0,0,robot_1,0.445602,2.642996,0.0
0,0,robot_2,3.377806,2.783087,0.0
0,200000000,robot_0,1.359661,1.756543,0.2
0,200000000,robot_1,0.445619,2.643031,0.2
0,200000000,robot_2,3.377554,2.784003,0.2
0,400000000,robot_0,1.357146,1.757618,0.4
0,400000000,robot_1,0.444358,2.643051,0.4
0,400000000,robot_2,3.373285,2.783857,0.4
0,600000000,robot_0,1.35714,1.757577,0.6
0,600000000,robot_1,0.444335,2.643035,0.6
0,600000000,robot_2,3.367603,2.78487,0.6
0,800000000,robot_0,1.359696,1.756489,0.8
0,800000000,robot_1,0.444338,2.643036,0.8
0,800000000,robot_2,3.363807,2.785922,0.8
1,0,robot_0,1.357072,1.757403,1.0
1,0,robot_1,0.445554,2.643029,1.0
1,0,robot_2,3.364707,2.78494,1.0
1,200000000,robot_0,1.357093,1.757386,1.2
1,200000000,robot_1,0.445606,2.643053,1.2
1,200000000,robot_2,3.369421,2.779712,1.2
1,400000000,robot_0,1.357074,1.757402,1.4
1,400000000,robot_1,0.445599,2.643036,1.4
1,400000000,robot_2,3.372802,2.773359,1.4
1,600000000,robot_0,1.357072,1.75745,1.6
1,600000000,robot_1,0.445609,2.643028,1.6
1,600000000,robot_2,3.371324,2.767463,1.6
1,800000000,robot_0,1.357101,1.757304,1.8
1,800000000,robot_1,0.445522,2.642991,1.8
2,0,robot_0,1.357115,1.757252,2.0
2,0,robot_1,0.444344,2.643021,2.0
2,0,robot_2,3.37971,2.7569,2.0
2,200000000,robot_0,1.357121,1.757245,2.2
2,200000000,robot_1,0.444437,2.643044,2.2
2,200000000,robot_2,3.387311,2.750415,2.2
2,400000000,robot_0,1.357032,1.757325,2.4
2,400000000,robot_1,0.444448,2.643055,2.4
2,400000000,robot_2,3.395574,2.745523,2.4
2,600000000,robot_0,1.357294,1.75858,2.6
2,600000000,robot_1,0.444396,2.643032,2.6
2,600000000,robot_2,3.402318,2.739295,2.6
2,800000000,robot_0,1.357337,1.758585,2.8
