robot,completed_colors,total_colors,progress_pct,complete,completion_s,red_reached_s,green_reached_s,blue_reached_s
robot_0,3,3,100.000,true,189.376,9.175,167.376,
robot_1,3,3,100.000,true,114.216,31.715,91.715,114.216
robot_2,3,3,100.000,true,130.941,17.526,31.741,130.940
