robot,completed_colors,total_colors,progress_pct,complete,completion_s,red_reached_s,green_reached_s,blue_reached_s
robot_0,3,3,100.000,true,105.272,60.564,80.164,105.264
robot_1,3,3,100.000,true,549.264,18.775,106.505,
robot_2,3,3,100.000,true,74.537,31.429,47.430,74.529
