stamp_sec,stamp_nsec,robot,x,y,elapsed_s
0,0,robot_0,0.104359,1.19007,0.0
0,0,robot_1,2.138694,2.835945,0.0
0,0,robot_2,2.746232,1.04195,0.0
0,200000000,robot_0,0.103871,1.188416,0.2
0,200000000,robot_1,2.138681,2.835876,0.2
0,200000000,robot_2,2.738841,1.118951,0.2
0,400000000,robot_0,0.103871,1.188416,0.4
0,400000000,robot_1,2.138717,2.835904,0.4
0,400000000,robot_2,2.729549,1.16346,0.4
0,600000000,robot_0,0.103512,1.190076,0.6
0,600000000,robot_1,2.138719,2.8359,0.6
0,600000000,robot_2,2.712187,1.204881,0.6
0,800000000,robot_0,0.103513,1.190076,0.8
0,800000000,robot_1,2.139285,2.835949,0.8
0,800000000,robot_2,2.692715,1.266469,0.8
1,0,robot_0,0.103887,1.189663,1.0
1,0,robot_1,2.137627,2.838308,1.0
1,0,robot_2,2.675877,1.325758,1.0
1,200000000,robot_0,0.103932,1.189811,1.2
1,200000000,robot_1,2.137676,2.838431,1.2
1,200000000,robot_2,2.655482,1.373514,1.2
1,400000000,robot_0,0.103926,1.18982,1.4
1,400000000,robot_1,2.137412,2.837348,1.4
1,400000000,robot_2,2.631467,1.412787,1.4
1,600000000,robot_0,0.103537,1.190255,1.6
1,600000000,robot_1,2.137237,2.837448,1.6
1,600000000,robot_2,2.603624,1.454986,1.6
1,800000000,robot_0,0.10351,1.190154,1.8
1,800000000,robot_1,2.137441,2.838574,1.8
1,800000000,robot_2,2.580383,1.480486,1.8
2,0,robot_0,0.104353,1.191079,2.0
2,0,robot_1,2.137272,2.837348,2.0
2,0,robot_2,2.549202,1.512517,2.0
2,200000000,robot_0,0.10559,1.185208,2.2
2,200000000,robot_1,2.137286,2.838458,2.2
2,200000000,robot_2,2.505329,1.563985,2.2
2,400000000,robot_0,0.113497,1.186874,2.4
2,400000000,robot_1,2.137248,2.838402,2.4
2,400000000,robot_2,2.463591,1.612526,2.4
2,600000000,robot_0,0.123763,1.186857,2.6
2,600000000,robot_1,2.137222,2.837475,2.6
2,600000000,robot_2,2.44062,1.630885,2.6
2,800000000,robot_0,0.135689,1.192467,2.8
2,800000000,robot_1,2.13721,2.837443,2.8
2,800000000,robot_2,2.416866,1.633542,2.8
3,0,robot_0,0.140285,1.196114,3.0
3,0,robot_1,2.137292,2.838306,3.0
3,0,robot_2,2.36933,1.648671,3.0
3,200000000,robot_0,0.150096,1.192299,3.2
3,200000000,robot_1,2.137298,2.838522,3.2
3,200000000,robot_2,2.33783,1.659051,3.2
3,400000000,robot_0,0.182947,1.162155,3.4
3,400000000,robot_1,2.1379,2.836416,3.4
3,400000000,robot_2,2.295167,1.664318,3.4
3,600000000,robot_0,0.230964,1.12198,3.6
3,600000000,robot_1,2.143169,2.825258,3.6
3,600000000,robot_2,2.248904,1.674076,3.6
3,800000000,robot_0,0.268863,1.090481,3.8
3,800000000,robot_1,2.143457,2.821415,3.8
3,800000000,robot_2,2.231049,1.671718,3.8
4,0,robot_0,0.3119,1.054387,4.0
4,0,robot_1,2.138118,2.82026,4.0
4,0,robot_2,2.220505,1.664184,4.0
4,200000000,robot_0,0.351176,1.022353,4.2
4,200000000,robot_1,2.136288,2.831559,4.2
4,200000000,robot_2,2.218227,1.649659,4.2
4,400000000,robot_0,0.392066,0.992002,4.4
4,400000000,robot_1,2.137858,2.844455,4.4
4,400000000,robot_2,2.218936,1.638397,4.4
4,600000000,robot_0,0.450539,0.945716,4.6
4,600000000,robot_1,2.133951,2.855616,4.6
4,600000000,robot_2,2.218887,1.618221,4.6
4,800000000,robot_0,0.496744,0.914562,4.8
4,800000000,robot_1,2.132545,2.863082,4.8
4,800000000,robot_2,2.187159,1.578722,4.8
5,0,robot_0,0.53979,0.879742,5.0
5,0,robot_1,2.126299,2.871171,5.0
5,0,robot_2,2.141525,1.527476,5.0
5,200000000,robot_0,0.59403,0.840927,5.2
5,200000000,robot_1,2.119317,2.87699,5.2
5,200000000,robot_2,2.093728,1.473348,5.2
5,400000000,robot_0,0.641019,0.80998,5.4
5,400000000,robot_1,2.113103,2.880589,5.4
