stamp_sec,stamp_nsec,robot,x,y,elapsed_s
0,0,robot_0,1.545154,2.360715,0.0
0,0,robot_1,1.053486,0.568724,0.0
0,0,robot_2,3.24509,1.984091,0.0
0,200000000,robot_0,1.545171,2.360715,0.2
0,200000000,robot_1,1.053489,0.568729,0.2
0,200000000,robot_2,3.24486,1.983905,0.2
0,400000000,robot_0,1.545208,2.360669,0.4
0,400000000,robot_1,1.053489,0.568729,0.4
0,400000000,robot_2,3.244905,1.983849,0.4
0,600000000,robot_0,1.545229,2.360673,0.6
0,600000000,robot_1,1.054422,0.56972,0.6
0,600000000,robot_2,3.24523,1.985846,0.6
0,800000000,robot_0,1.545229,2.360673,0.8
0,800000000,robot_1,1.054422,0.56972,0.8
0,800000000,robot_2,3.246637,1.98353,0.8
1,0,robot_0,1.545353,2.360571,1.0
1,0,robot_1,1.054553,0.569741,1.0
1,0,robot_2,3.246108,1.971081,1.0
1,200000000,robot_0,1.545371,2.360563,1.2
1,200000000,robot_1,1.054553,0.569741,1.2
1,200000000,robot_2,3.242305,1.906856,1.2
1,400000000,robot_0,1.545148,2.360797,1.4
1,400000000,robot_1,1.053552,0.56874,1.4
1,400000000,robot_2,3.240919,1.843542,1.4
1,600000000,robot_0,1.54515,2.360749,1.6
1,600000000,robot_1,1.053482,0.568708,1.6
1,600000000,robot_2,3.238577,1.757178,1.6
1,800000000,robot_0,1.545102,2.360787,1.8
1,800000000,robot_1,1.053482,0.568708,1.8
1,800000000,robot_2,3.238639,1.683248,1.8
2,0,robot_0,1.546056,2.360349,2.0
2,0,robot_1,1.053483,0.568672,2.0
2,0,robot_2,3.233753,1.60829,2.0
2,200000000,robot_0,1.546056,2.360349,2.2
2,200000000,robot_1,1.053483,0.568672,2.2
2,200000000,robot_2,3.232488,1.535475,2.2
2,400000000,robot_0,1.546062,2.360286,2.4
2,400000000,robot_1,1.053451,0.56866,2.4
2,400000000,robot_2,3.228968,1.463337,2.4
2,600000000,robot_0,1.546107,2.360261,2.6
2,600000000,robot_1,1.053461,0.568647,2.6
2,600000000,robot_2,3.22857,1.400887,2.6
2,800000000,robot_0,1.546102,2.360264,2.8
2,800000000,robot_1,1.05347,0.568639,2.8
2,800000000,robot_2,3.225729,1.326843,2.8
3,0,robot_0,1.546105,2.360274,3.0
3,0,robot_1,1.053454,0.568609,3.0
3,0,robot_2,3.222058,1.242323,3.0
3,200000000,robot_0,1.545508,2.355562,3.2
3,200000000,robot_1,1.053442,0.56861,3.2
3,200000000,robot_2,3.21998,1.181874,3.2
3,400000000,robot_0,1.541049,2.310328,3.4
3,400000000,robot_1,1.054464,0.579698,3.4
3,400000000,robot_2,3.218122,1.106501,3.4
3,600000000,robot_0,1.536721,2.229703,3.6
3,600000000,robot_1,1.054103,0.643849,3.6
3,600000000,robot_2,3.215989,1.019894,3.6
3,800000000,robot_0,1.530408,2.15919,3.8
3,800000000,robot_1,1.059574,0.717299,3.8
3,800000000,robot_2,3.213098,0.947717,3.8
4,0,robot_0,1.527387,2.084295,4.0
4,0,robot_1,1.058503,0.786426,4.0
4,0,robot_2,3.211181,0.872603,4.0
4,200000000,robot_0,1.520817,2.009883,4.2
4,200000000,robot_1,1.060218,0.858502,4.2
4,200000000,robot_2,3.209686,0.79766,4.2
4,400000000,robot_0,1.517603,1.9502,4.4
4,400000000,robot_1,1.065871,0.919603,4.4
4,400000000,robot_2,3.207991,0.739015,4.4
4,600000000,robot_0,1.51453,1.873712,4.6
4,600000000,robot_1,1.064631,0.991761,4.6
4,600000000,robot_2,3.206624,0.663407,4.6
4,800000000,robot_0,1.506905,1.785138,4.8
4,800000000,robot_1,1.068225,1.076143,4.8
4,800000000,robot_2,3.203165,0.581893,4.8
5,0,robot_0,1.503913,1.712507,5.0
5,0,robot_1,1.069426,1.149765,5.0
5,0,robot_2,3.201223,0.506747,5.0
5,200000000,robot_0,1.499836,1.668145,5.2
5,200000000,robot_1,1.067198,1.177156,5.2
5,200000000,robot_2,3.19884,0.433976,5.2
5,400000000,robot_0,1.497991,1.665226,5.4
5,400000000,robot_1,1.070207,1.149857,5.4
5,400000000,robot_2,3.196704,0.359929,5.4
5,600000000,robot_0,1.491416,1.675607,5.6
5,600000000,robot_1,1.074916,1.122772,5.6
5,600000000,robot_2,3.19185,0.288578,5.6
5,800000000,robot_0,1.48676,1.692281,5.8
5,800000000,robot_1,1.084337,1.094496,5.8
5,800000000,robot_2,3.191043,0.229586,5.8
6,0,robot_0,1.496151,1.698531,6.0
6,0,robot_1,1.074243,1.086839,6.0
6,0,robot_2,3.196933,0.207613,6.0
6,200000000,robot_0,1.512678,1.69806,6.2
6,200000000,robot_1,1.065,1.085,6.2
6,200000000,robot_2,3.209575,0.201887,6.2
6,400000000,robot_0,1.520665,1.701119,6.4
6,400000000,robot_1,1.054204,1.076333,6.4
6,400000000,robot_2,3.220988,0.201858,6.4
6,600000000,robot_0,1.53679,1.704272,6.6
6,600000000,robot_1,1.046992,1.069525,6.6
6,600000000,robot_2,3.228842,0.205647,6.6
6,800000000,robot_0,1.542533,1.706973,6.8
6,800000000,robot_1,1.042011,1.061268,6.8
6,800000000,robot_2,3.2386,0.213214,6.8
7,0,robot_0,1.552459,1.714104,7.0
7,0,robot_1,1.036469,1.048351,7.0
7,0,robot_2,3.247043,0.222428,7.0
7,200000000,robot_0,1.561209,1.723411,7.2
7,200000000,robot_1,1.035732,1.040182,7.2
7,200000000,robot_2,3.254054,0.232166,7.2
7,400000000,robot_0,1.563427,1.732617,7.4
7,400000000,robot_1,1.035229,1.02726,7.4
7,400000000,robot_2,3.258064,0.243537,7.4
7,600000000,robot_0,1.57099,1.742939,7.6
7,600000000,robot_1,1.039002,1.013103,7.6
7,600000000,robot_2,3.259645,0.253788,7.6
7,800000000,robot_0,1.571051,1.758274,7.8
