task,condition,video,elapsed_s,robot_0_points,robot_1_points,robot_2_points,mean_points,progression_pct
patrolling,baseline,2026-09-13 12-25-28_base.mp4,18.6,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,18.8,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,19.0,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,19.2,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,19.4,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,19.6,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,19.8,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,20.0,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,20.2,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,20.4,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,20.6,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,20.8,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,21.0,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,21.2,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,21.4,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,21.6,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,21.8,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,22.0,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,22.2,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,22.4,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,22.6,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,22.8,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,23.0,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,23.2,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,23.4,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,23.6,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,23.8,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,24.0,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,24.2,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,24.4,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,24.6,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,24.8,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,25.0,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,25.2,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,25.4,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,25.6,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,25.8,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,26.0,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,26.2,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,26.4,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,26.6,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,26.8,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,27.0,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,27.2,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,27.4,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,27.6,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,27.8,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,28.0,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,28.2,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,28.4,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,28.6,1,0,0,0.3333333333333333,11.11111111111111
patrolling,baseline,2026-09-13 12-25-28_base.mp4,28.8,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,29.0,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,29.2,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,29.4,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,29.6,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,29.8,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,30.0,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,30.2,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,30.4,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,30.6,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,30.8,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,31.0,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,31.2,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,31.4,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,31.6,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,31.8,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,32.0,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,32.2,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,32.4,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,32.6,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,32.8,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,33.0,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,33.2,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,33.4,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,33.6,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,33.8,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,34.0,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,34.2,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,34.4,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,34.6,2,0,0,0.6666666666666666,22.22222222222222
patrolling,baseline,2026-09-13 12-25-28_base.mp4,34.8,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,35.0,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,35.2,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,35.4,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,35.6,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,35.8,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,36.0,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,36.2,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,36.4,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,36.6,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,36.8,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,37.0,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,37.2,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,37.4,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,37.6,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,37.8,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,38.0,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,38.2,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,38.4,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,38.6,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,38.8,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,39.0,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,39.2,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,39.4,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,39.6,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,39.8,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,40.0,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,40.2,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,40.4,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,40.6,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,40.8,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,41.0,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,41.2,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,41.4,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,41.6,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,41.8,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,42.0,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,42.2,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,42.4,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,42.6,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,42.8,3,0,0,1.0,33.33333333333333
patrolling,baseline,2026-09-13 12-25-28_base.mp4,43.0,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,43.2,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,43.4,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,43.6,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,43.8,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,44.0,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,44.2,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,44.4,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,44.6,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,44.8,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,45.0,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,45.2,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,45.4,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,45.6,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,45.8,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,46.0,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,46.2,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,46.4,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,46.6,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,46.8,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,47.0,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,47.2,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,47.4,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,47.6,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,47.8,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,48.0,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,48.2,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,48.4,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,48.6,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,48.8,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,49.0,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,49.2,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,49.4,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,49.6,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,49.8,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,50.0,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,50.2,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,50.4,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,50.6,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,50.8,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,51.0,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,51.2,3,1,0,1.3333333333333333,44.44444444444444
patrolling,baseline,2026-09-13 12-25-28_base.mp4,51.4,3,1,0,1.3333333333333333,44.44444444444444
