task,condition,video,elapsed_s,robot_0_points,robot_1_points,robot_2_points,mean_points,progression_pct
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,19.4,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,19.6,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,19.8,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,20.0,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,20.2,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,20.4,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,20.6,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,20.8,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,21.0,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,21.2,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,21.4,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,21.6,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,21.8,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,22.0,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,22.2,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,22.4,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,22.6,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,22.8,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,23.0,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,23.2,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,23.4,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,23.6,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,23.8,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,24.0,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,24.2,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,24.4,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,24.6,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,24.8,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,25.0,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,25.2,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,25.4,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,25.6,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,25.8,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,26.0,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,26.2,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,26.4,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,26.6,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,26.8,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,27.0,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,27.2,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,27.4,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,27.6,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,27.8,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,28.0,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,28.2,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,28.4,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,28.6,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,28.8,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,29.0,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,29.2,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,29.4,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,29.6,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,29.8,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,30.0,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,30.2,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,30.4,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,30.6,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,30.8,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,31.0,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,31.2,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,31.4,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,31.6,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,31.8,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,32.0,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,32.2,0,2,0,0.6666666666666666,22.22222222222222
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,32.4,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,32.6,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,32.8,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,33.0,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,33.2,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,33.4,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,33.6,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,33.8,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,34.0,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,34.2,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,34.4,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,34.6,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,34.8,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,35.0,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,35.2,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,35.4,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,35.6,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,35.8,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,36.0,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,36.2,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,36.4,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,36.6,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,36.8,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,37.0,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,37.2,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,37.4,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,37.6,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,37.8,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,38.0,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,38.2,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,38.4,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,38.6,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,38.8,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,39.0,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,39.2,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,39.4,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,39.6,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,39.8,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,40.0,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,40.2,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,40.4,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,40.6,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,40.8,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,41.0,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,41.2,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,41.4,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,41.6,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,41.8,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,42.0,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,42.2,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,42.4,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,42.6,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,42.8,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,43.0,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,43.2,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,43.4,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,43.6,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,43.8,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,44.0,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,44.2,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,44.4,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,44.6,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,44.8,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,45.0,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,45.2,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,45.4,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,45.6,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,45.8,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,46.0,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,46.2,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,46.4,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,46.6,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,46.8,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,47.0,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,47.2,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,47.4,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,47.6,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,47.8,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,48.0,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,48.2,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,48.4,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,48.6,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,48.8,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,49.0,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,49.2,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,49.4,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,49.6,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,49.8,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,50.0,1,2,0,1.0,33.33333333333333
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,50.2,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,50.4,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,50.6,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,50.8,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,51.0,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,51.2,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,51.4,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,51.6,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,51.8,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,52.0,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,52.2,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,52.4,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,52.6,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,52.8,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,53.0,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,53.2,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,53.4,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,53.6,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,53.8,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,54.0,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,54.2,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,54.4,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,54.6,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,54.8,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,55.0,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,55.2,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,55.4,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,55.6,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,55.8,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,56.0,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,56.2,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,56.4,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,56.6,2,2,0,1.3333333333333333,44.44444444444444
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,56.8,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,57.0,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,57.2,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,57.4,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,57.6,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,57.8,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,58.0,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,58.2,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,58.4,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,58.6,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,58.8,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,59.0,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,59.2,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,59.4,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,59.6,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,59.8,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,60.0,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,60.2,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,60.4,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,60.6,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,60.8,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,61.0,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,61.2,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,61.4,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,61.6,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,61.8,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,62.0,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,62.2,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,62.4,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,62.6,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,62.8,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,63.0,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,63.2,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,63.4,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,63.6,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,63.8,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,64.0,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,64.2,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,64.4,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,64.6,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,64.8,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,65.0,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,65.2,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,65.4,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,65.6,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,65.8,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,66.0,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,66.2,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,66.4,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,66.6,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,66.8,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,67.0,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,67.2,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,67.4,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,67.6,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,67.8,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,68.0,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,68.2,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,68.4,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,68.6,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,68.8,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,69.0,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,69.2,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,69.4,2,2,1,1.6666666666666667,55.55555555555556
patrolling,llm,2026-09-13 12-45-21_llm_best.mp4,69.6,2,2,1,1.6666666666666667,55.55555555555556
