stamp_sec,stamp_nsec,robot,x,y,elapsed_s
0,0,robot_0,1.713167,2.834833,0.0
0,0,robot_2,0.177232,1.752226,0.0
0,200000000,robot_0,1.713138,2.834837,0.2
0,200000000,robot_2,0.178707,1.750497,0.2
0,400000000,robot_0,1.71313,2.834845,0.4
0,400000000,robot_1,3.797077,1.094513,0.4
0,400000000,robot_2,0.178931,1.750743,0.4
0,600000000,robot_0,1.713116,2.834836,0.6
0,600000000,robot_1,3.798599,1.091212,0.6
0,600000000,robot_2,0.179218,1.753029,0.6
0,800000000,robot_0,1.71304,2.834861,0.8
0,800000000,robot_1,3.798628,1.091191,0.8
0,800000000,robot_2,0.179618,1.753162,0.8
1,0,robot_0,1.713819,2.835122,1.0
1,0,robot_1,3.799285,1.090591,1.0
1,0,robot_2,0.179632,1.753207,1.0
1,200000000,robot_0,1.713821,2.8351,1.2
1,200000000,robot_1,3.799264,1.09058,1.2
1,200000000,robot_2,0.179503,1.75313,1.2
1,400000000,robot_0,1.713821,2.8351,1.4
1,400000000,robot_1,3.799264,1.090548,1.4
1,400000000,robot_2,0.178712,1.751464,1.4
1,600000000,robot_0,1.71379,2.835098,1.6
1,600000000,robot_1,3.799132,1.090542,1.6
1,800000000,robot_0,1.713253,2.834936,1.8
1,800000000,robot_1,3.799145,1.090539,1.8
1,800000000,robot_2,0.245356,1.752791,1.8
2,0,robot_0,1.713233,2.834976,2.0
2,0,robot_1,3.799154,1.090515,2.0
2,0,robot_2,0.30835,1.755167,2.0
2,200000000,robot_0,1.713244,2.834972,2.2
2,200000000,robot_1,3.799128,1.090569,2.2
2,200000000,robot_2,0.379338,1.754305,2.2
2,400000000,robot_0,1.713763,2.835119,2.4
2,400000000,robot_1,3.798361,1.090377,2.4
2,400000000,robot_2,0.447853,1.756411,2.4
2,600000000,robot_0,1.713751,2.835121,2.6
2,600000000,robot_1,3.798932,1.090301,2.6
2,600000000,robot_2,0.51764,1.755343,2.6
2,800000000,robot_0,1.713751,2.835121,2.8
2,800000000,robot_1,3.798911,1.090342,2.8
2,800000000,robot_2,0.591087,1.757838,2.8
3,0,robot_0,1.713755,2.835129,3.0
3,0,robot_1,3.799002,1.090467,3.0
3,0,robot_2,0.664269,1.758236,3.0
3,200000000,robot_0,1.713831,2.835235,3.2
3,200000000,robot_1,3.799189,1.090686,3.2
3,200000000,robot_2,0.735,1.759167,3.2
3,400000000,robot_0,1.713831,2.835235,3.4
3,400000000,robot_1,3.799255,1.090678,3.4
3,400000000,robot_2,0.805949,1.760769,3.4
3,600000000,robot_0,1.713938,2.835256,3.6
