stamp_sec,stamp_nsec,robot,x,y,elapsed_s
0,0,robot_0,3.320382,2.088894,0.0
0,0,robot_1,1.831489,1.565055,0.0
0,0,robot_2,0.058582,1.664379,0.0
0,200000000,robot_0,3.320362,2.088574,0.2
0,200000000,robot_1,1.831608,1.564957,0.2
0,200000000,robot_2,0.058681,1.664289,0.2
0,400000000,robot_0,3.319349,2.087774,0.4
0,400000000,robot_1,1.831608,1.564902,0.4
0,400000000,robot_2,0.061426,1.665632,0.4
0,600000000,robot_0,3.32035,2.088616,0.6
0,600000000,robot_1,1.832631,1.562677,0.6
0,600000000,robot_2,0.05958,1.663181,0.6
0,800000000,robot_0,3.320351,2.08862,0.8
0,800000000,robot_1,1.83262,1.56267,0.8
0,800000000,robot_2,0.058807,1.664511,0.8
1,0,robot_0,3.320362,2.088681,1.0
1,0,robot_1,1.831644,1.564928,1.0
1,0,robot_2,0.057468,1.662657,1.0
1,200000000,robot_0,3.320377,2.088649,1.2
1,200000000,robot_1,1.832633,1.562744,1.2
1,200000000,robot_2,0.057468,1.662657,1.2
1,400000000,robot_0,3.320704,2.087765,1.4
1,400000000,robot_1,1.832017,1.564571,1.4
1,400000000,robot_2,0.059432,1.663958,1.4
1,600000000,robot_0,3.320393,2.087755,1.6
1,600000000,robot_1,1.832036,1.564585,1.6
1,600000000,robot_2,0.062687,1.667416,1.6
1,800000000,robot_0,3.320532,2.087713,1.8
1,800000000,robot_1,1.832597,1.562705,1.8
1,800000000,robot_2,0.092524,1.671039,1.8
2,0,robot_0,3.320556,2.088564,2.0
2,0,robot_1,1.832027,1.564546,2.0
2,0,robot_2,0.150926,1.675756,2.0
2,200000000,robot_0,3.320716,2.087643,2.2
2,200000000,robot_1,1.832064,1.564489,2.2
2,200000000,robot_2,0.208328,1.679578,2.2
2,400000000,robot_0,3.320488,2.088573,2.4
2,400000000,robot_1,1.832918,1.564844,2.4
2,400000000,robot_2,0.238946,1.687744,2.4
2,600000000,robot_0,3.320677,2.087656,2.6
2,600000000,robot_1,1.832754,1.564798,2.6
2,600000000,robot_2,0.280915,1.705208,2.6
2,800000000,robot_0,3.319534,2.087769,2.8
2,800000000,robot_1,1.833059,1.564885,2.8
2,800000000,robot_2,0.343174,1.720291,2.8
3,0,robot_0,3.319608,2.087567,3.0
3,0,robot_1,1.83258,1.564741,3.0
3,0,robot_2,0.401835,1.738692,3.0
3,200000000,robot_0,3.32007,2.087523,3.2
3,200000000,robot_1,1.832457,1.549357,3.2
3,200000000,robot_2,0.428243,1.754257,3.2
3,400000000,robot_0,3.320588,2.088631,3.4
3,400000000,robot_1,1.832395,1.505342,3.4
3,400000000,robot_2,0.463481,1.77681,3.4
3,600000000,robot_0,3.320612,2.08868,3.6
3,600000000,robot_1,1.831245,1.456067,3.6
3,600000000,robot_2,0.501104,1.79717,3.6
3,800000000,robot_0,3.320629,2.088666,3.8
3,800000000,robot_1,1.838224,1.42589,3.8
3,800000000,robot_2,0.524108,1.81765,3.8
4,0,robot_0,3.320385,2.087631,4.0
4,0,robot_1,1.847047,1.379535,4.0
4,0,robot_2,0.56442,1.850966,4.0
4,200000000,robot_0,3.320165,2.087618,4.2
4,200000000,robot_1,1.854756,1.315433,4.2
4,200000000,robot_2,0.615591,1.888878,4.2
4,400000000,robot_0,3.322327,2.109665,4.4
4,400000000,robot_1,1.863667,1.262968,4.4
4,400000000,robot_2,0.65253,1.920811,4.4
4,600000000,robot_0,3.322379,2.167572,4.6
4,600000000,robot_1,1.870859,1.242167,4.6
4,600000000,robot_2,0.66439,1.937503,4.6
4,800000000,robot_0,3.319568,2.233211,4.8
4,800000000,robot_1,1.885491,1.230762,4.8
4,800000000,robot_2,0.658215,1.948328,4.8
5,0,robot_0,3.318411,2.298807,5.0
5,0,robot_1,1.906,1.196334,5.0
5,0,robot_2,0.653817,1.953047,5.0
5,200000000,robot_0,3.316708,2.34694,5.2
5,200000000,robot_1,1.923192,1.172043,5.2
5,200000000,robot_2,0.647206,1.959255,5.2
5,400000000,robot_0,3.307968,2.394243,5.4
5,400000000,robot_1,1.946333,1.145176,5.4
5,400000000,robot_2,0.638189,1.960614,5.4
5,600000000,robot_0,3.29631,2.455652,5.6
5,600000000,robot_1,1.973241,1.114256,5.6
5,600000000,robot_2,0.628493,1.961566,5.6
5,800000000,robot_0,3.286689,2.486641,5.8
5,800000000,robot_1,2.002936,1.077582,5.8
5,800000000,robot_2,0.613088,1.961948,5.8
6,0,robot_0,3.2759,2.492527,6.0
6,0,robot_1,2.042401,1.0298,6.0
6,0,robot_2,0.599833,1.960656,6.0
6,200000000,robot_0,3.266718,2.494063,6.2
6,200000000,robot_1,2.084987,0.980997,6.2
6,200000000,robot_2,0.592892,1.955787,6.2
6,400000000,robot_0,3.26118,2.489236,6.4
6,400000000,robot_1,2.129053,0.929401,6.4
6,400000000,robot_2,0.580386,1.955213,6.4
6,600000000,robot_0,3.251624,2.481482,6.6
6,600000000,robot_1,2.174599,0.874238,6.6
6,600000000,robot_2,0.573587,1.9489,6.6
6,800000000,robot_0,3.245938,2.473788,6.8
6,800000000,robot_1,2.21802,0.822104,6.8
6,800000000,robot_2,0.570672,1.942964,6.8
7,0,robot_0,3.237028,2.46274,7.0
7,0,robot_1,2.247868,0.791962,7.0
7,0,robot_2,0.569176,1.932851,7.0
7,200000000,robot_0,3.232057,2.450768,7.2
7,200000000,robot_1,2.277937,0.77194,7.2
7,200000000,robot_2,0.566685,1.924335,7.2
7,400000000,robot_0,3.231023,2.440569,7.4
7,400000000,robot_1,2.317505,0.737479,7.4
7,400000000,robot_2,0.559131,1.90948,7.4
7,600000000,robot_0,3.231532,2.429325,7.6
7,600000000,robot_1,2.34318,0.720021,7.6
7,600000000,robot_2,0.561201,1.896912,7.6
7,800000000,robot_0,3.234726,2.419466,7.8
7,800000000,robot_1,2.377207,0.705726,7.8
7,800000000,robot_2,0.560782,1.890268,7.8
8,0,robot_0,3.238098,2.410066,8.0
8,0,robot_1,2.423217,0.673589,8.0
8,0,robot_2,0.564507,1.880272,8.0
8,200000000,robot_0,3.241902,2.399125,8.2
8,200000000,robot_1,2.479767,0.640976,8.2
8,200000000,robot_2,0.566256,1.869937,8.2
8,400000000,robot_0,3.254945,2.391845,8.4
8,400000000,robot_1,2.508566,0.628345,8.4
8,400000000,robot_2,0.567034,1.86336,8.4
