task,seed,prompt,generation,supervisor,success,duration_s,coverage_pct,collisions,yaml,run
patrolling,1002,1,1,S_20260805_105012,True,188.412,40.0,1,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_1/generation_1/S_20260805_105012.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260805_105012/robots_3/run_20260806_180414
patrolling,1002,1,2,S_20260805_105028,True,136.066,34.118,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_1/generation_2/S_20260805_105028.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260805_105028/robots_3/run_20260806_180727
patrolling,1002,1,3,S_20260805_105039,True,156.184,31.765,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_1/generation_3/S_20260805_105039.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260805_105039/robots_3/run_20260806_180948
patrolling,1002,2,1,S_20260806_150544,True,152.292,36.471,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_2/generation_1/S_20260806_150544.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_150544/robots_3/run_20260806_181229
patrolling,1002,2,2,S_20260806_150931,False,600.124,74.118,2,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_2/generation_2/S_20260806_150931.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_150931/robots_3/run_20260806_181506
patrolling,1002,2,3,S_20260806_150749,False,600.144,54.118,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_2/generation_3/S_20260806_150749.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_150749/robots_3/run_20260806_182511
patrolling,1002,3,1,S_20260806_151210,True,168.406,37.647,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_3/generation_1/S_20260806_151210.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_151210/robots_3/run_20260806_183516
patrolling,1002,3,2,S_20260806_151219,True,222.411,45.882,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_3/generation_2/S_20260806_151219.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_151219/robots_3/run_20260806_183809
patrolling,1002,3,3,S_20260806_151234,True,220.599,37.647,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_3/generation_3/S_20260806_151234.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_151234/robots_3/run_20260806_184156
patrolling,1002,4,1,S_20260806_151654,True,229.378,38.824,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_4/generation_1/S_20260806_151654.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_151654/robots_3/run_20260806_184541
patrolling,1002,4,2,S_20260806_151904,True,229.619,42.353,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_4/generation_2/S_20260806_151904.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_151904/robots_3/run_20260806_184935
patrolling,1002,4,3,S_20260806_151722,True,400.903,47.059,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_4/generation_3/S_20260806_151722.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_151722/robots_3/run_20260806_185330
patrolling,1002,5,1,S_20260806_152057,True,154.709,37.647,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_5/generation_1/S_20260806_152057.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_152057/robots_3/run_20260806_190015
patrolling,1002,5,2,S_20260806_152119,True,516.084,64.706,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_5/generation_2/S_20260806_152119.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_152119/robots_3/run_20260806_190255
patrolling,1002,5,3,S_20260806_152143,True,163.145,32.941,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_5/generation_3/S_20260806_152143.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_152143/robots_3/run_20260806_191136
