task,seed,prompt,generation,supervisor,success,duration_s,coverage_pct,collisions,yaml,run
patrolling,1003,1,1,S_20260805_105012,True,221.956,37.647,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_1/generation_1/S_20260805_105012.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260805_105012/robots_3/run_20260806_191756
patrolling,1003,1,2,S_20260805_105028,True,202.893,38.824,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_1/generation_2/S_20260805_105028.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260805_105028/robots_3/run_20260806_192142
patrolling,1003,1,3,S_20260805_105039,True,105.033,30.588,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_1/generation_3/S_20260805_105039.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260805_105039/robots_3/run_20260806_192510
patrolling,1003,2,1,S_20260806_150544,True,141.453,42.353,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_2/generation_1/S_20260806_150544.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_150544/robots_3/run_20260806_192700
patrolling,1003,2,2,S_20260806_150931,False,600.126,62.353,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_2/generation_2/S_20260806_150931.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_150931/robots_3/run_20260806_192926
patrolling,1003,2,3,S_20260806_150749,False,600.128,69.412,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_2/generation_3/S_20260806_150749.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_150749/robots_3/run_20260806_193930
patrolling,1003,3,1,S_20260806_151210,True,228.829,37.647,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_3/generation_1/S_20260806_151210.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_151210/robots_3/run_20260806_194935
patrolling,1003,3,2,S_20260806_151219,True,122.682,34.118,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_3/generation_2/S_20260806_151219.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_151219/robots_3/run_20260806_195329
patrolling,1003,3,3,S_20260806_151234,True,263.547,42.353,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_3/generation_3/S_20260806_151234.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_151234/robots_3/run_20260806_195536
patrolling,1003,4,1,S_20260806_151654,True,402.878,44.706,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_4/generation_1/S_20260806_151654.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_151654/robots_3/run_20260806_200005
patrolling,1003,4,2,S_20260806_151904,True,580.734,40.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_4/generation_2/S_20260806_151904.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_151904/robots_3/run_20260806_200652
patrolling,1003,4,3,S_20260806_151722,True,99.34,36.471,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_4/generation_3/S_20260806_151722.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_151722/robots_3/run_20260806_201638
patrolling,1003,5,1,S_20260806_152057,True,224.918,37.647,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_5/generation_1/S_20260806_152057.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_152057/robots_3/run_20260806_201822
patrolling,1003,5,2,S_20260806_152119,True,104.902,32.941,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_5/generation_2/S_20260806_152119.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_152119/robots_3/run_20260806_202211
patrolling,1003,5,3,S_20260806_152143,True,178.478,40.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/patrolling/prompt_5/generation_3/S_20260806_152143.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_patrolling/S_20260806_152143/robots_3/run_20260806_202401
