task,seed,prompt,generation,supervisor,success,duration_s,coverage_pct,collisions,yaml,run
exploration,1001,1,1,S_20260804_190408,False,300.086,71.25,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_1/generation_1/S_20260804_190408.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260804_190408/robots_3/run_20260807_112503
exploration,1001,1,2,S_20260804_190456,False,300.161,60.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_1/generation_2/S_20260804_190456.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260804_190456/robots_3/run_20260807_113006
exploration,1001,1,3,S_20260804_190511,False,300.147,63.75,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_1/generation_3/S_20260804_190511.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260804_190511/robots_3/run_20260807_113510
exploration,1001,2,1,S_20260807_101308,False,300.146,66.25,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_2/generation_1/S_20260807_101308.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260807_101308/robots_3/run_20260807_114014
exploration,1001,2,2,S_20260807_101313,False,300.131,56.25,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_2/generation_2/S_20260807_101313.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260807_101313/robots_3/run_20260807_114517
exploration,1001,2,3,S_20260807_101316,False,300.108,67.5,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_2/generation_3/S_20260807_101316.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260807_101316/robots_3/run_20260807_115021
exploration,1001,3,1,S_20260807_101430,False,300.128,76.25,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_3/generation_1/S_20260807_101430.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260807_101430/robots_3/run_20260807_115525
exploration,1001,3,2,S_20260807_101434,False,300.147,70.0,3,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_3/generation_2/S_20260807_101434.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260807_101434/robots_3/run_20260807_120028
exploration,1001,3,3,S_20260807_101437,False,300.13,65.0,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_3/generation_3/S_20260807_101437.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260807_101437/robots_3/run_20260807_120532
exploration,1001,4,1,S_20260807_102025,False,300.15,68.75,0,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_4/generation_1/S_20260807_102025.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260807_102025/robots_3/run_20260807_121036
exploration,1001,4,2,S_20260807_102029,False,300.116,57.5,2,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_4/generation_2/S_20260807_102029.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260807_102029/robots_3/run_20260807_121539
exploration,1001,4,3,S_20260807_102032,False,300.144,76.25,1,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_4/generation_3/S_20260807_102032.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260807_102032/robots_3/run_20260807_122043
exploration,1001,5,1,S_20260807_102205,False,300.152,65.0,1,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_5/generation_1/S_20260807_102205.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260807_102205/robots_3/run_20260807_122547
exploration,1001,5,2,S_20260807_102209,False,300.138,62.5,3,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_5/generation_2/S_20260807_102209.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260807_102209/robots_3/run_20260807_123051
exploration,1001,5,3,S_20260807_102213,False,300.155,72.5,1,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/exploration/prompt_5/generation_3/S_20260807_102213.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_exploration/S_20260807_102213/robots_3/run_20260807_123554
