task,seed,prompt,generation,supervisor,success,duration_s,progress_pct,collisions,selected_events,yaml,run
delivery,1003,1,1,S_20260830_144119,False,600.146,33.333,0,3043,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_1/generation_1/S_20260830_144119.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_144119/robots_3/run_20260830_203829
delivery,1003,1,2,S_20260830_144242,True,122.903,100.0,0,741,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_1/generation_2/S_20260830_144242.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_144242/robots_3/run_20260830_204838
delivery,1003,1,3,S_20260830_144409,True,64.919,100.0,0,527,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_1/generation_3/S_20260830_144409.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_144409/robots_3/run_20260830_205050
delivery,1003,2,1,S_20260830_144541,True,155.672,100.0,0,827,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_2/generation_1/S_20260830_144541.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_144541/robots_3/run_20260830_205203
delivery,1003,2,2,S_20260830_144723,True,130.723,100.0,0,800,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_2/generation_2/S_20260830_144723.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_144723/robots_3/run_20260830_205448
delivery,1003,2,3,S_20260830_144849,True,78.973,100.0,0,563,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_2/generation_3/S_20260830_144849.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_144849/robots_3/run_20260830_205708
delivery,1003,3,1,S_20260830_145012,True,98.392,100.0,0,643,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_3/generation_1/S_20260830_145012.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_145012/robots_3/run_20260830_205835
delivery,1003,3,2,S_20260830_145143,True,117.289,100.0,0,747,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_3/generation_2/S_20260830_145143.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_145143/robots_3/run_20260830_210022
delivery,1003,3,3,S_20260830_145729,True,99.198,100.0,0,668,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_3/generation_3/S_20260830_145729.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_145729/robots_3/run_20260830_210228
delivery,1003,4,1,S_20260830_145853,True,98.353,100.0,0,655,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_4/generation_1/S_20260830_145853.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_145853/robots_3/run_20260830_210416
delivery,1003,4,2,S_20260830_150013,True,154.48,100.0,0,1053,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_4/generation_2/S_20260830_150013.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_150013/robots_3/run_20260830_210602
delivery,1003,4,3,S_20260830_150128,True,169.152,100.0,0,898,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_4/generation_3/S_20260830_150128.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_150128/robots_3/run_20260830_210845
delivery,1003,5,1,S_20260830_150328,True,97.017,100.0,0,689,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_5/generation_1/S_20260830_150328.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_150328/robots_3/run_20260830_211143
delivery,1003,5,2,S_20260830_150451,True,104.272,100.0,0,742,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_5/generation_2/S_20260830_150451.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_150451/robots_3/run_20260830_211329
delivery,1003,5,3,S_20260830_150614,True,119.411,100.0,0,703,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_5/generation_3/S_20260830_150614.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_150614/robots_3/run_20260830_211522
