prompt,runs,successes,success_rate_pct,duration_all_mean_s,duration_all_median_s,duration_success_mean_s,duration_success_median_s,duration_min_s,duration_max_s,progress_mean_pct,collisions_total,selected_events_total
1,3,2,66.66666666666667,262.656,122.903,93.911,93.911,64.919,600.146,77.77766666666666,0,4311
2,3,3,100.0,121.78933333333333,130.723,121.78933333333333,130.723,78.973,155.672,100.0,0,2190
3,3,3,100.0,104.95966666666666,99.198,104.95966666666666,99.198,98.392,117.289,100.0,0,2058
4,3,3,100.0,140.66166666666666,154.48,140.66166666666666,154.48,98.353,169.152,100.0,0,2606
5,3,3,100.0,106.9,104.272,106.9,104.272,97.017,119.411,100.0,0,2134
