prompt,collision_control,prompt_text,runs,successes,success_rate_pct,task_success_mean_pct,task_success_sd_pct,duration_all_mean_s,duration_all_sd_s,duration_success_mean_s,duration_success_sd_s,coverage_mean_pct,coverage_sd_pct,coverage_success_mean_pct,coverage_success_sd_pct,collisions_total,collisions_mean,collisions_sd
1,with_fixed_spec,"Search for and visit the red, green, and blue locations in that order, while avoiding obstacles. If you reach a location out of sequence, continue your search for the correct location.",50,40,80.0,95.55555555555556,9.938079899999064,204.34088,68.50104463338934,180.329125,54.613802424473015,73.45836,8.258067540920212,73.593775,7.660121531305818,13,0.26,0.7158212067269312
2,with_fixed_spec,"As a member of a team of robots, go to the red, green, and blue regions precisely in that order. Avoid collisions with obstacles (i.e., walls or other robots).  If you reach a location out of sequence, continue your search for the correct location.",50,39,78.0,94.66666666666667,11.598211867288791,214.09184,61.22013915938447,189.75576923076923,45.96722497576275,74.0833,7.628087357260665,73.66448717948718,7.162480561111295,11,0.22,0.6720119046564577
3,with_fixed_spec,"Visit the red, green, and blue locations.",50,34,68.0,93.11111111111111,11.307159318407601,227.82076,64.23366221773752,193.63126470588236,49.13966885336292,73.45832,8.648376570062153,70.46570588235294,6.239247388292785,17,0.34,0.7378346698278687
4,with_fixed_spec,"As a member of a team, go to the red, green, and blue regions precisely in that order.",50,39,78.0,94.22222222222221,13.003323411846928,235.2643,51.80168095583385,216.87161538461538,43.61866099451742,73.83332,9.40191452511668,72.91664102564103,9.232932591008762,27,0.54,1.2362847568420472
5,with_fixed_spec,Visit the colored locations in any order.,50,13,26.0,83.77777777777777,14.437605218471809,284.65578,31.012219529914333,239.68223076923078,31.076796716803276,83.91672,11.165155074677648,75.80130769230769,14.515450067929558,18,0.36,0.7939773296511683
6,with_fixed_spec,"As a team, visit the blue, green, and red regions as fast as possible.",50,18,36.0,87.11111111111111,12.244424279071922,273.25376,43.80447878405129,224.9078888888889,40.96346614008483,80.49994,11.370955645696627,75.46283333333334,12.701923941102606,22,0.44,0.8754427451295715
