robot,completed_colors,total_colors,progress_pct,complete,completion_s,red_reached_s,green_reached_s,blue_reached_s
robot_0,3,3,100.000,true,251.534,,117.343,73.133
robot_1,3,3,100.000,true,73.679,73.682,62.759,27.166
robot_2,3,3,100.000,true,202.934,202.952,155.745,106.235
