stamp_sec,stamp_nsec,robot,x,y,elapsed_s
0,0,robot_0,0.459774,1.401089,0.0
0,0,robot_1,2.345233,0.275663,0.0
0,0,robot_2,3.874744,1.74493,0.0
0,200000000,robot_0,0.459426,1.402326,0.2
0,200000000,robot_1,2.344109,0.274772,0.2
0,200000000,robot_2,3.874688,1.744855,0.2
0,400000000,robot_0,0.459043,1.402753,0.4
0,400000000,robot_1,2.345134,0.275575,0.4
0,400000000,robot_2,3.874713,1.744885,0.4
0,600000000,robot_0,0.461002,1.400977,0.6
0,600000000,robot_1,2.345134,0.275575,0.6
0,600000000,robot_2,3.874742,1.744854,0.6
0,800000000,robot_0,0.461041,1.400999,0.8
0,800000000,robot_1,2.345135,0.275574,0.8
0,800000000,robot_2,3.874782,1.744859,0.8
1,0,robot_0,0.459128,1.402146,1.0
1,0,robot_1,2.344055,0.27465,1.0
1,0,robot_2,3.874735,1.744771,1.0
1,200000000,robot_0,0.46107,1.400943,1.2
1,200000000,robot_1,2.344053,0.274627,1.2
1,200000000,robot_2,3.873709,1.753085,1.2
1,400000000,robot_0,0.459607,1.401813,1.4
1,400000000,robot_1,2.344054,0.274625,1.4
1,400000000,robot_2,3.877552,1.804289,1.4
1,600000000,robot_0,0.459496,1.401135,1.6
1,600000000,robot_1,2.344012,0.274626,1.6
1,600000000,robot_2,3.877398,1.873916,1.6
1,800000000,robot_0,0.45949,1.40105,1.8
1,800000000,robot_1,2.343994,0.274572,1.8
1,800000000,robot_2,3.878438,1.944772,1.8
2,0,robot_1,2.343976,0.274525,2.0
2,0,robot_2,3.87837,2.006208,2.0
2,200000000,robot_0,0.536193,1.40544,2.2
2,200000000,robot_1,2.343977,0.274525,2.2
2,200000000,robot_2,3.881133,2.087853,2.2
2,400000000,robot_0,0.606489,1.408829,2.4
2,400000000,robot_1,2.34397,0.274522,2.4
2,400000000,robot_2,3.883345,2.158321,2.4
2,600000000,robot_1,2.343972,0.274521,2.6
2,600000000,robot_2,3.886987,2.216339,2.6
2,800000000,robot_0,0.738494,1.415185,2.8
2,800000000,robot_1,2.343626,0.293626,2.8
2,800000000,robot_2,3.88212,2.231797,2.8
3,0,robot_0,0.816951,1.422051,3.0
3,0,robot_1,2.34875,0.36125,3.0
3,0,robot_2,3.868673,2.244243,3.0
3,200000000,robot_0,0.890773,1.424971,3.2
3,200000000,robot_1,2.343994,0.433933,3.2
3,200000000,robot_2,3.857828,2.245394,3.2
3,400000000,robot_0,0.960868,1.429944,3.4
3,400000000,robot_1,2.343656,0.505114,3.4
3,400000000,robot_2,3.846903,2.244043,3.4
3,600000000,robot_0,1.029666,1.433271,3.6
3,600000000,robot_1,2.344572,0.578903,3.6
3,600000000,robot_2,3.839889,2.235836,3.6
3,800000000,robot_0,1.089792,1.437338,3.8
3,800000000,robot_1,2.343906,0.637909,3.8
3,800000000,robot_2,3.836141,2.22884,3.8
4,0,robot_0,1.173281,1.439692,4.0
4,0,robot_1,2.343503,0.724548,4.0
4,0,robot_2,3.827564,2.217999,4.0
4,200000000,robot_0,1.245993,1.445319,4.2
4,200000000,robot_1,2.343623,0.797384,4.2
4,200000000,robot_2,3.832113,2.204569,4.2
4,400000000,robot_0,1.31524,1.451489,4.4
4,400000000,robot_1,2.343543,0.870224,4.4
4,400000000,robot_2,3.829198,2.192912,4.4
4,600000000,robot_0,1.387392,1.454683,4.6
4,600000000,robot_1,2.343389,0.943622,4.6
4,600000000,robot_2,3.829895,2.172913,4.6
4,800000000,robot_0,1.45755,1.457003,4.8
4,800000000,robot_1,2.339937,1.016218,4.8
4,800000000,robot_2,3.83193,2.156881,4.8
5,0,robot_0,1.527746,1.461611,5.0
5,0,robot_1,2.340839,1.088136,5.0
5,0,robot_2,3.839731,2.144435,5.0
5,200000000,robot_0,1.599101,1.462804,5.2
5,200000000,robot_1,2.342831,1.160072,5.2
5,400000000,robot_0,1.633493,1.466371,5.4
5,400000000,robot_1,2.338158,1.224192,5.4
5,400000000,robot_2,3.852043,2.131845,5.4
5,600000000,robot_0,1.652194,1.478392,5.6
5,600000000,robot_1,2.339136,1.307501,5.6
5,600000000,robot_2,3.867966,2.125558,5.6
5,800000000,robot_0,1.654756,1.48856,5.8
5,800000000,robot_1,2.339019,1.367584,5.8
5,800000000,robot_2,3.877195,2.122617,5.8
6,0,robot_0,1.655201,1.497373,6.0
6,0,robot_1,2.33716,1.440881,6.0
6,200000000,robot_0,1.651879,1.511945,6.2
6,200000000,robot_1,2.335995,1.527521,6.2
6,200000000,robot_2,3.90166,2.129864,6.2
6,400000000,robot_0,1.645666,1.520877,6.4
6,400000000,robot_1,2.334963,1.599304,6.4
6,400000000,robot_2,3.908323,2.130229,6.4
6,600000000,robot_0,1.639734,1.525936,6.6
6,600000000,robot_1,2.332411,1.673596,6.6
6,600000000,robot_2,3.908011,2.130414,6.6
6,800000000,robot_0,1.633558,1.534451,6.8
6,800000000,robot_1,2.331741,1.745385,6.8
6,800000000,robot_2,3.905704,2.131158,6.8
7,0,robot_0,1.625771,1.535059,7.0
7,0,robot_1,2.33219,1.817107,7.0
7,0,robot_2,3.89569,2.126167,7.0
7,200000000,robot_0,1.617705,1.535332,7.2
7,200000000,robot_1,2.330042,1.879536,7.2
7,200000000,robot_2,3.881352,2.11593,7.2
7,400000000,robot_0,1.608766,1.536457,7.4
7,400000000,robot_1,2.328255,1.963986,7.4
7,400000000,robot_2,3.875468,2.114123,7.4
7,600000000,robot_0,1.603132,1.53906,7.6
7,600000000,robot_1,2.329315,2.024605,7.6
7,600000000,robot_2,3.884262,2.11697,7.6
7,800000000,robot_0,1.588053,1.534236,7.8
7,800000000,robot_1,2.326473,2.110096,7.8
8,0,robot_0,1.579036,1.535071,8.0
8,0,robot_1,2.323726,2.172667,8.0
8,0,robot_2,3.907516,2.12254,8.0
8,200000000,robot_0,1.57032,1.529521,8.2
8,200000000,robot_1,2.323509,2.255971,8.2
8,200000000,robot_2,3.915697,2.130672,8.2
8,400000000,robot_0,1.566387,1.524113,8.4
8,400000000,robot_1,2.323382,2.31674,8.4
8,400000000,robot_2,3.920528,2.134385,8.4
8,600000000,robot_0,1.56252,1.514159,8.6
8,600000000,robot_1,2.322169,2.401341,8.6
8,600000000,robot_2,3.925582,2.141743,8.6
8,800000000,robot_0,1.560122,1.508921,8.8
8,800000000,robot_1,2.319398,2.462318,8.8
8,800000000,robot_2,3.919792,2.143814,8.8
9,0,robot_0,1.544534,1.506014,9.0
9,0,robot_1,2.319802,2.548213,9.0
9,0,robot_2,3.918336,2.143962,9.0
9,200000000,robot_0,1.495913,1.511298,9.2
9,200000000,robot_1,2.318597,2.620803,9.2
9,200000000,robot_2,3.916952,2.154924,9.2
9,400000000,robot_0,1.43245,1.515532,9.4
9,400000000,robot_1,2.316355,2.694076,9.4
9,400000000,robot_2,3.916008,2.168077,9.4
9,600000000,robot_0,1.364443,1.520293,9.6
9,600000000,robot_1,2.314642,2.755709,9.6
9,600000000,robot_2,3.91306,2.177446,9.6
9,800000000,robot_0,1.291592,1.525427,9.8
9,800000000,robot_1,2.308025,2.775659,9.8
9,800000000,robot_2,3.90877,2.179925,9.8
10,0,robot_0,1.224762,1.527285,10.0
10,0,robot_1,2.298694,2.782062,10.0
10,0,robot_2,3.910933,2.17427,10.0
10,200000000,robot_0,1.163312,1.531446,10.2
10,200000000,robot_1,2.293452,2.780747,10.2
10,200000000,robot_2,3.903142,2.179859,10.2
10,400000000,robot_0,1.080208,1.534893,10.4
10,400000000,robot_1,2.285618,2.775815,10.4
10,400000000,robot_2,3.889211,2.187304,10.4
10,600000000,robot_0,1.023933,1.537326,10.6
10,600000000,robot_1,2.276474,2.771032,10.6
10,600000000,robot_2,3.881087,2.191195,10.6
10,800000000,robot_0,0.942222,1.540015,10.8
10,800000000,robot_1,2.269761,2.762493,10.8
10,800000000,robot_2,3.867277,2.198507,10.8
11,0,robot_0,0.88194,1.54464,11.0
11,0,robot_1,2.266165,2.753037,11.0
11,0,robot_2,3.866073,2.198101,11.0
11,200000000,robot_0,0.800999,1.545211,11.2
