robot,detected_in_arena_samples,full_recording_in_arena_detection_pct,observed_span_detection_pct,first_in_arena_detection_s,last_in_arena_detection_s,longest_internal_inter_detection_interval_s,coverage_pct
robot_0,305,90.77380952380952,90.77380952380952,0.0,67.0,0.8000000000000043,25.0
robot_1,333,99.10714285714286,99.10714285714286,0.0,67.0,0.4000000000000057,91.66666666666667
robot_2,335,99.70238095238095,99.70238095238095,0.0,67.0,0.3999999999999986,91.66666666666667
