event,selected_count,pooled_percentage,mean_run_percentage,std_run_percentage,min_run_percentage,max_run_percentage,runs_present,total_runs
EV_move_forward,20084,63.16319149605309,63.159561857048594,2.2101796437506445,59.754562617998744,66.95679204227541,10,10
EV_rotate_counterclockwise,5793,18.218699877346918,18.21787235710314,1.3044239784909144,16.101958346285357,19.97526283240569,10,10
EV_rotate_clockwise,5564,17.498506148378777,17.50201328457325,1.0650616933658803,15.66530355457691,19.162995594713657,10,10
EV_full_rotate,356,1.119602478221216,1.1205525012750157,0.36440225570309875,0.525664811379097,1.8243661100803958,10,10
