time_s,coverage_pct
1.061,0.000
1.563,0.000
2.063,0.000
2.568,0.000
3.066,0.000
3.578,18.750
4.066,18.750
4.611,18.750
5.069,18.750
5.566,18.750
6.101,18.750
6.575,18.750
7.078,18.750
7.577,18.750
8.107,18.750
8.573,18.750
9.075,18.750
9.574,18.750
10.076,18.750
10.563,18.750
11.070,18.750
11.628,18.750
12.106,18.750
12.632,18.750
13.150,18.750
13.661,18.750
14.103,18.750
14.574,18.750
15.074,18.750
15.566,18.750
16.076,18.750
16.567,18.750
17.074,18.750
17.566,18.750
18.062,18.750
18.561,18.750
19.061,18.750
19.561,18.750
20.061,18.750
20.562,18.750
21.117,18.750
21.577,18.750
22.068,18.750
22.625,20.833
23.083,20.833
23.575,20.833
24.074,20.833
24.563,20.833
25.062,20.833
25.561,20.833
26.062,20.833
26.595,20.833
27.109,22.917
27.571,22.917
28.109,22.917
28.566,22.917
29.089,22.917
29.575,22.917
30.079,22.917
30.584,22.917
31.103,22.917
31.562,22.917
32.061,25.000
32.574,27.083
33.062,27.083
33.596,27.083
34.094,27.083
34.609,27.083
35.079,27.083
35.563,27.083
36.089,27.083
36.599,27.083
37.074,27.083
37.566,27.083
38.098,27.083
38.572,27.083
39.085,27.083
39.604,27.083
40.083,27.083
40.614,27.083
41.076,27.083
41.587,27.083
42.084,27.083
42.564,27.083
43.067,27.083
43.618,27.083
44.098,27.083
44.568,27.083
45.096,27.083
45.611,27.083
46.149,27.083
46.573,27.083
47.087,27.083
47.577,27.083
48.093,27.083
48.562,27.083
49.081,27.083
49.578,27.083
50.112,27.083
50.564,27.083
51.065,27.083
51.612,27.083
52.121,27.083
52.581,27.083
53.099,27.083
53.593,27.083
54.096,27.083
54.613,27.083
55.068,29.167
55.575,29.167
56.112,29.167
56.621,29.167
57.097,29.167
57.572,29.167
58.113,29.167
58.627,29.167
59.126,29.167
59.609,29.167
60.101,29.167
60.631,29.167
61.062,31.250
61.607,31.250
62.064,31.250
62.599,31.250
63.089,31.250
63.587,31.250
64.107,31.250
64.576,31.250
65.077,31.250
65.617,31.250
66.117,31.250
66.565,31.250
67.077,31.250
67.592,31.250
68.066,31.250
68.587,31.250
69.072,31.250
69.577,31.250
70.091,31.250
70.565,31.250
71.079,31.250
71.578,31.250
72.100,31.250
72.625,31.250
73.071,31.250
73.576,31.250
74.083,31.250
74.587,31.250
75.131,31.250
75.593,31.250
76.104,31.250
76.620,31.250
77.078,31.250
77.611,33.333
78.105,35.417
78.669,35.417
79.080,35.417
79.613,35.417
80.068,35.417
80.637,35.417
81.125,37.500
81.577,37.500
82.110,37.500
82.612,37.500
83.064,37.500
83.597,37.500
84.067,37.500
84.610,37.500
85.078,37.500
85.616,37.500
86.064,37.500
86.570,37.500
87.107,37.500
87.562,37.500
88.085,37.500
88.562,37.500
89.076,37.500
89.575,37.500
90.129,37.500
90.565,37.500
91.140,37.500
91.568,37.500
92.070,37.500
92.597,37.500
93.066,37.500
93.608,37.500
94.118,37.500
94.586,37.500
95.078,37.500
95.590,37.500
96.086,37.500
96.581,37.500
97.063,37.500
97.566,37.500
98.128,41.667
