task,prompt,prompt_text,generation,collision_control,seed,supervisor,success,task_success_pct,duration_s,coverage_pct,collisions,yaml,run
exploration,7,Move only forward,2,with_fixed_spec,1001,S_20260916_035134,False,0.0,55.711,64.583,6,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/YAML/exploration/with_fixed_spec/prompt_7/generation_2/S_20260916_035134.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/exploration/with_fixed_spec/seed_1001/S_20260916_035134/run_20260916_035136_446308078
exploration,7,Move only forward,2,with_fixed_spec,1002,S_20260916_035134,False,0.0,56.169,85.417,3,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/YAML/exploration/with_fixed_spec/prompt_7/generation_2/S_20260916_035134.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/exploration/with_fixed_spec/seed_1002/S_20260916_035134/run_20260916_035135_997775640
exploration,7,Move only forward,2,with_fixed_spec,1003,S_20260916_035134,False,0.0,57.506,81.25,2,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/YAML/exploration/with_fixed_spec/prompt_7/generation_2/S_20260916_035134.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/exploration/with_fixed_spec/seed_1003/S_20260916_035134/run_20260916_035136_069369354
exploration,7,Move only forward,2,with_fixed_spec,1004,S_20260916_035134,False,0.0,56.01,58.333,29,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/YAML/exploration/with_fixed_spec/prompt_7/generation_2/S_20260916_035134.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/exploration/with_fixed_spec/seed_1004/S_20260916_035134/run_20260916_035136_551841500
exploration,7,Move only forward,2,with_fixed_spec,1005,S_20260916_035134,False,0.0,55.995,58.333,28,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/YAML/exploration/with_fixed_spec/prompt_7/generation_2/S_20260916_035134.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/exploration/with_fixed_spec/seed_1005/S_20260916_035134/run_20260916_035136_339989598
exploration,7,Move only forward,2,with_fixed_spec,1006,S_20260916_035134,False,0.0,57.668,43.75,25,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/YAML/exploration/with_fixed_spec/prompt_7/generation_2/S_20260916_035134.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/exploration/with_fixed_spec/seed_1006/S_20260916_035134/run_20260916_035136_391074945
exploration,7,Move only forward,2,with_fixed_spec,1007,S_20260916_035134,False,0.0,58.698,58.333,27,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/YAML/exploration/with_fixed_spec/prompt_7/generation_2/S_20260916_035134.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/exploration/with_fixed_spec/seed_1007/S_20260916_035134/run_20260916_035242_974343110
exploration,7,Move only forward,2,with_fixed_spec,1008,S_20260916_035134,False,0.0,55.752,83.333,6,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/YAML/exploration/with_fixed_spec/prompt_7/generation_2/S_20260916_035134.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/exploration/with_fixed_spec/seed_1008/S_20260916_035134/run_20260916_035243_133722273
exploration,7,Move only forward,2,with_fixed_spec,1009,S_20260916_035134,False,0.0,57.305,72.917,4,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/YAML/exploration/with_fixed_spec/prompt_7/generation_2/S_20260916_035134.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/exploration/with_fixed_spec/seed_1009/S_20260916_035134/run_20260916_035244_092139824
exploration,7,Move only forward,2,with_fixed_spec,1010,S_20260916_035134,False,0.0,56.621,77.083,3,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/YAML/exploration/with_fixed_spec/prompt_7/generation_2/S_20260916_035134.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/exploration/with_fixed_spec/seed_1010/S_20260916_035134/run_20260916_035244_308437561
exploration,7,Move only forward,3,with_fixed_spec,1001,S_20260916_035134,False,0.0,56.307,79.167,2,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/YAML/exploration/with_fixed_spec/prompt_7/generation_3/S_20260916_035134.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/exploration/with_fixed_spec/seed_1001/S_20260916_035134/run_20260916_035459_954893354
exploration,7,Move only forward,3,with_fixed_spec,1002,S_20260916_035134,False,0.0,57.52,66.667,28,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/YAML/exploration/with_fixed_spec/prompt_7/generation_3/S_20260916_035134.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/exploration/with_fixed_spec/seed_1002/S_20260916_035134/run_20260916_035500_196576810
exploration,7,Move only forward,3,with_fixed_spec,1003,S_20260916_035134,False,0.0,57.052,83.333,4,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/YAML/exploration/with_fixed_spec/prompt_7/generation_3/S_20260916_035134.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/exploration/with_fixed_spec/seed_1003/S_20260916_035134/run_20260916_035501_028797925
exploration,7,Move only forward,3,with_fixed_spec,1004,S_20260916_035134,False,0.0,56.577,56.25,37,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/YAML/exploration/with_fixed_spec/prompt_7/generation_3/S_20260916_035134.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/exploration/with_fixed_spec/seed_1004/S_20260916_035134/run_20260916_035501_152145814
exploration,7,Move only forward,3,with_fixed_spec,1005,S_20260916_035134,False,0.0,58.772,77.083,4,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/YAML/exploration/with_fixed_spec/prompt_7/generation_3/S_20260916_035134.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/exploration/with_fixed_spec/seed_1005/S_20260916_035134/run_20260916_035604_954934873
exploration,7,Move only forward,3,with_fixed_spec,1006,S_20260916_035134,False,0.0,59.243,77.083,38,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/YAML/exploration/with_fixed_spec/prompt_7/generation_3/S_20260916_035134.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/exploration/with_fixed_spec/seed_1006/S_20260916_035134/run_20260916_035605_242271828
exploration,7,Move only forward,3,with_fixed_spec,1007,S_20260916_035134,False,0.0,57.194,75.0,4,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/YAML/exploration/with_fixed_spec/prompt_7/generation_3/S_20260916_035134.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/exploration/with_fixed_spec/seed_1007/S_20260916_035134/run_20260916_035607_964387411
exploration,7,Move only forward,3,with_fixed_spec,1008,S_20260916_035134,False,0.0,58.437,93.75,5,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/YAML/exploration/with_fixed_spec/prompt_7/generation_3/S_20260916_035134.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/exploration/with_fixed_spec/seed_1008/S_20260916_035134/run_20260916_035608_299453285
exploration,7,Move only forward,3,with_fixed_spec,1009,S_20260916_035134,False,0.0,56.6,79.167,7,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/YAML/exploration/with_fixed_spec/prompt_7/generation_3/S_20260916_035134.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/exploration/with_fixed_spec/seed_1009/S_20260916_035134/run_20260916_035609_259561446
exploration,7,Move only forward,3,with_fixed_spec,1010,S_20260916_035134,False,0.0,56.87,66.667,25,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/YAML/exploration/with_fixed_spec/prompt_7/generation_3/S_20260916_035134.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/exploration/with_fixed_spec/seed_1010/S_20260916_035134/run_20260916_035609_607020164
exploration,7,Move only forward,4,with_fixed_spec,1001,S_20260916_035134,False,0.0,56.492,83.333,2,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/YAML/exploration/with_fixed_spec/prompt_7/generation_4/S_20260916_035134.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/exploration_api4_20260916_034511/results_strict_plain_20260916_035134/exploration/with_fixed_spec/seed_1001/S_20260916_035134/run_20260916_035825_701108182
