robot,completed_colors,total_colors,progress_pct,complete,completion_s,red_reached_s,green_reached_s,blue_reached_s
robot_0,3,3,100.000,true,124.646,33.445,65.634,124.647
robot_1,3,3,100.000,true,171.590,140.372,146.992,171.610
robot_2,3,3,100.000,true,293.383,276.893,276.915,
