robot,completed_colors,total_colors,progress_pct,complete,completion_s,red_reached_s,green_reached_s,blue_reached_s
robot_0,3,3,100.000,true,85.132,42.645,56.398,85.132
robot_1,3,3,100.000,true,266.960,35.337,156.960,
robot_2,3,3,100.000,true,63.927,20.427,35.927,63.928
