robot,completed_colors,total_colors,progress_pct,complete,completion_s,red_reached_s,green_reached_s,blue_reached_s
robot_0,3,3,100.000,true,76.827,34.649,50.762,76.819
robot_1,3,3,100.000,true,457.389,8.904,331.003,
robot_2,3,3,100.000,true,131.252,5.140,67.260,131.252
