robot,completed_colors,total_colors,progress_pct,complete,completion_s,red_reached_s,green_reached_s,blue_reached_s
robot_0,3,3,100.000,true,54.346,36.120,46.542,54.326
robot_1,3,3,100.000,true,146.251,74.290,136.050,146.251
robot_2,3,3,100.000,true,233.488,121.305,128.191,
