robot,completed_colors,total_colors,progress_pct,complete,completion_s,red_reached_s,green_reached_s,blue_reached_s
robot_0,3,3,100.000,true,194.478,37.991,90.477,194.487
robot_1,3,3,100.000,true,287.501,45.593,271.248,287.483
robot_2,2,3,66.667,false,,15.023,179.428,
