time_s,robot_0_detected,robot_1_detected,robot_2_detected
140.4,0,1,1
140.6,0,1,1
140.8,0,1,1
141.0,0,1,1
141.2,0,1,1
141.4,0,1,1
141.6,0,1,1
141.8,0,1,1
142.0,0,1,1
142.2,0,1,1
142.4,0,1,1
142.6,0,1,1
142.8,0,1,1
143.0,0,1,1
143.2,0,1,1
143.4,0,1,1
143.6,0,1,1
143.8,0,1,1
144.0,0,1,1
144.2,0,1,1
144.4,0,1,1
144.6,0,1,1
144.8,0,1,1
145.0,0,1,1
145.2,0,1,1
145.4,0,1,1
145.6,0,1,1
145.8,0,1,1
146.0,0,1,1
146.2,0,1,1
146.4,0,1,1
146.6,0,1,1
146.8,0,1,1
147.0,0,1,1
147.2,0,1,1
147.4,0,1,1
147.6,0,1,1
147.8,0,1,1
148.0,0,1,1
148.2,0,1,1
148.4,0,1,1
148.6,0,0,1
148.8,0,1,1
149.0,0,1,1
149.2,0,1,1
149.4,0,1,1
149.6,0,1,1
149.8,0,1,1
150.0,0,1,1
150.2,0,1,1
150.4,0,1,1
150.6,0,1,1
150.8,0,1,1
151.0,0,1,1
151.2,0,1,1
151.4,0,1,1
151.6,0,1,1
151.8,0,1,1
152.0,0,0,1
152.2,0,1,1
152.4,0,1,1
152.6,0,1,1
152.8,0,1,1
153.0,0,1,1
153.2,0,1,1
153.4,0,1,1
153.6,0,0,1
153.8,0,1,1
154.0,0,1,1
154.2,0,1,1
154.4,0,1,1
154.6,0,1,1
154.8,0,1,1
155.0,0,1,1
155.2,0,1,1
155.4,0,1,1
155.6,0,1,1
155.8,0,1,1
156.0,0,1,1
156.2,0,1,1
156.4,0,1,1
156.6,0,1,1
156.8,0,1,1
157.0,0,1,1
157.2,0,1,1
157.4,0,1,1
157.6,0,1,1
157.8,0,1,1
158.0,0,1,1
158.2,0,1,1
158.4,0,1,1
158.6,0,1,1
158.8,0,1,1
159.0,0,1,1
159.2,0,1,1
159.4,0,1,1
159.6,0,1,1
159.8,0,1,1
160.0,0,1,1
160.2,0,1,1
160.4,0,1,1
160.6,0,1,1
160.8,0,1,1
161.0,0,1,1
161.2,0,1,1
161.4,0,1,1
161.6,0,1,1
161.8,0,1,1
162.0,0,1,1
162.2,0,1,1
162.4,0,1,1
162.6,0,1,1
162.8,0,1,1
163.0,0,1,1
163.2,0,1,1
163.4,0,1,1
163.6,0,1,1
163.8,0,1,1
164.0,0,1,1
164.2,0,1,1
164.4,0,1,1
164.6,0,1,1
164.8,0,1,1
165.0,0,1,1
165.2,0,1,1
165.4,0,1,1
165.6,0,1,1
165.8,0,1,1
166.0,0,1,1
166.2,0,1,1
166.4,0,1,1
166.6,0,1,1
166.8,0,1,1
167.0,0,1,1
167.2,0,1,1
167.4,0,1,1
167.6,0,1,1
167.8,0,1,1
168.0,0,1,1
168.2,0,1,1
168.4,0,1,1
168.6,0,1,1
168.8,0,1,1
169.0,0,1,1
169.2,0,1,1
169.4,0,1,1
169.6,0,1,1
169.8,0,1,1
170.0,0,1,1
170.2,0,1,1
170.4,0,1,1
170.6,0,1,1
170.8,0,1,1
171.0,0,1,1
171.2,0,1,1
171.4,0,1,1
171.6,0,1,1
171.8,0,1,1
172.0,0,1,1
172.2,0,1,1
172.4,0,1,1
172.6,0,1,1
172.8,0,1,1
173.0,0,1,1
173.2,0,1,1
173.4,0,1,1
173.6,0,1,1
173.8,0,1,1
174.0,0,1,1
174.2,0,1,1
174.4,0,1,1
174.6,0,1,1
174.8,0,1,1
175.0,0,1,1
175.2,0,1,1
175.4,0,1,1
175.6,0,1,1
175.8,0,1,1
176.0,0,1,1
176.2,0,1,1
176.4,0,1,1
176.6,0,1,1
176.8,0,1,1
177.0,0,1,1
177.2,0,1,1
177.4,0,1,1
177.6,0,1,1
177.8,0,1,1
178.0,0,1,1
178.2,0,1,1
178.4,0,1,1
178.6,0,1,1
178.8,0,1,1
179.0,0,1,1
179.2,0,1,1
179.4,0,1,1
179.6,0,1,1
179.8,0,1,1
180.0,0,1,1
180.2,0,1,1
180.4,0,1,1
180.6,0,1,1
180.8,0,1,1
181.0,0,1,1
181.2,0,1,1
181.4,0,1,1
181.6,0,1,1
181.8,0,1,1
182.0,0,1,1
182.2,0,1,1
182.4,0,1,1
182.6,0,1,1
182.8,0,1,1
183.0,0,0,1
183.2,0,0,1
183.4,0,1,1
183.6,0,1,1
183.8,0,1,1
184.0,0,1,1
184.2,0,1,1
184.4,0,1,1
184.6,0,1,1
184.8,0,1,1
185.0,0,1,1
185.2,0,1,1
185.4,0,1,1
185.6,0,1,1
185.8,0,1,1
186.0,0,1,1
186.2,0,1,1
186.4,0,1,1
186.6,0,1,1
186.8,0,1,1
187.0,0,1,1
187.2,0,1,1
187.4,0,1,1
187.6,0,1,1
187.8,0,1,1
188.0,0,1,1
188.2,0,1,1
188.4,0,1,1
188.6,0,1,1
188.8,0,1,1
189.0,0,1,1
189.2,0,1,1
189.4,0,1,1
189.6,0,1,1
189.8,0,1,1
190.0,0,1,1
190.2,0,1,1
190.4,0,1,1
190.6,0,1,1
190.8,0,0,1
191.0,0,1,1
191.2,0,1,1
191.4,0,0,1
191.6,0,1,1
191.8,0,0,1
192.0,0,1,1
192.2,0,0,1
192.4,0,0,1
192.6,0,1,1
192.8,0,0,1
193.0,0,1,1
193.2,0,0,1
193.4,0,0,1
193.6,0,1,1
193.8,0,1,1
194.0,0,1,1
194.2,0,1,1
194.4,0,1,1
194.6,0,1,1
194.8,0,1,1
195.0,0,1,1
195.2,0,1,1
195.4,0,1,1
195.6,0,1,1
195.8,0,1,1
196.0,0,1,1
196.2,0,1,1
196.4,0,1,1
196.6,0,1,1
196.8,0,1,1
197.0,0,1,1
197.2,0,1,1
197.4,0,1,1
197.6,0,1,1
197.8,0,1,1
198.0,0,1,1
198.2,0,1,1
198.4,0,1,1
198.6,0,1,1
198.8,0,1,1
199.0,0,1,1
199.2,0,1,1
199.4,0,1,1
199.6,0,0,1
199.8,0,1,1
200.0,0,1,1
200.2,0,0,1
200.4,0,1,1
200.6,0,1,1
200.8,0,0,1
201.0,0,0,1
201.2,0,1,1
201.4,0,1,1
201.6,0,1,1
201.8,0,1,1
202.0,0,1,1
202.2,0,0,1
202.4,0,1,1
202.6,0,1,1
202.8,0,1,1
203.0,0,1,1
203.2,0,1,1
203.4,0,1,1
203.6,0,1,1
203.8,0,1,1
204.0,0,1,1
204.2,0,1,1
204.4,0,1,1
204.6,0,1,1
204.8,0,1,1
205.0,0,1,1
205.2,0,1,1
205.4,0,1,1
205.6,0,1,1
205.8,0,1,1
206.0,0,1,1
206.2,0,1,1
206.4,0,1,1
206.6,0,1,1
206.8,0,1,1
207.0,0,1,1
207.2,0,1,1
207.4,0,1,1
207.6,0,1,1
207.8,0,1,1
208.0,0,1,1
208.2,0,1,1
208.4,0,1,1
208.6,0,0,1
208.8,0,0,1
209.0,0,0,1
209.2,0,1,1
209.4,0,1,1
209.6,0,1,1
209.8,0,0,1
210.0,0,0,1
210.2,0,0,1
210.4,0,1,1
210.6,0,1,1
210.8,0,0,1
211.0,0,0,1
211.2,0,0,1
211.4,0,0,1
211.6,0,0,1
211.8,0,1,1
212.0,0,1,1
212.2,0,1,1
212.4,0,1,1
212.6,0,1,1
212.8,0,1,1
213.0,0,1,1
213.2,0,1,1
213.4,0,1,1
213.6,0,1,1
213.8,0,1,1
214.0,0,1,1
214.2,0,1,1
214.4,0,1,1
214.6,0,1,1
214.8,0,1,1
215.0,0,1,1
215.2,0,1,1
215.4,0,1,1
215.6,0,1,1
215.8,0,1,1
216.0,0,1,1
216.2,0,1,1
216.4,0,1,1
216.6,0,1,1
216.8,0,1,1
217.0,0,1,1
217.2,0,1,1
217.4,0,1,1
217.6,0,1,1
217.8,0,1,1
218.0,0,0,1
218.2,0,0,1
218.4,0,0,1
218.6,0,1,1
218.8,0,0,1
219.0,0,1,1
219.2,0,1,1
219.4,0,1,1
219.6,0,0,1
219.8,0,1,1
220.0,0,1,1
220.2,0,1,1
220.4,0,1,1
220.6,0,1,1
220.8,0,1,1
221.0,0,1,1
221.2,0,1,1
221.4,0,1,1
221.6,0,1,1
221.8,0,1,1
222.0,0,1,1
222.2,0,1,1
222.4,0,1,1
222.6,0,1,1
222.8,0,1,1
223.0,0,1,1
223.2,0,1,1
223.4,0,1,1
223.6,0,1,1
223.8,0,1,1
224.0,0,1,1
224.2,0,1,1
224.4,0,1,1
224.6,0,1,1
224.8,0,1,1
225.0,0,1,1
225.2,0,1,1
225.4,0,1,1
225.6,0,1,1
225.8,0,1,1
226.0,0,1,1
226.2,0,1,1
226.4,0,1,1
226.6,0,1,1
226.8,0,1,1
227.0,0,1,1
227.2,0,1,1
227.4,0,0,1
227.6,0,0,1
227.8,0,0,1
228.0,0,0,1
228.2,0,1,1
228.4,0,1,1
228.6,0,1,1
228.8,0,1,1
229.0,0,1,1
229.2,0,0,1
229.4,0,1,1
229.6,0,0,1
229.8,0,1,1
230.0,0,1,1
230.2,0,1,1
230.4,0,1,1
230.6,0,1,1
230.8,0,1,1
231.0,0,1,1
231.2,0,1,1
231.4,0,1,1
231.6,0,1,1
231.8,0,1,1
232.0,0,1,1
232.2,0,1,1
232.4,0,1,1
232.6,0,1,1
232.8,0,1,1
233.0,0,1,1
233.2,0,1,1
233.4,0,1,1
233.6,0,1,1
233.8,0,1,1
234.0,0,1,1
234.2,0,1,1
234.4,0,1,1
234.6,0,1,1
234.8,0,1,1
235.0,0,1,1
235.2,0,1,1
235.4,0,1,1
235.6,0,1,1
235.8,0,1,1
236.0,0,1,1
236.2,0,1,1
236.4,0,1,1
236.6,0,1,1
236.8,0,1,1
237.0,0,1,1
237.2,0,0,1
237.4,0,1,1
237.6,0,1,1
237.8,0,1,1
238.0,0,0,1
238.2,0,1,1
238.4,0,1,1
238.6,0,1,1
238.8,0,1,1
239.0,0,1,1
239.2,0,1,1
239.4,0,1,1
239.6,0,1,1
239.8,0,1,1
240.0,0,1,1
240.2,0,1,1
240.4,0,1,1
240.6,0,1,1
240.8,0,1,1
241.0,0,1,1
241.2,0,1,1
241.4,0,1,1
241.6,0,1,1
241.8,0,1,1
242.0,0,1,1
242.2,0,1,1
242.4,0,1,1
242.6,0,1,1
242.8,0,1,1
243.0,0,0,1
243.2,0,1,1
243.4,0,1,1
243.6,0,1,1
243.8,0,1,1
244.0,0,1,1
244.2,0,1,1
244.4,0,1,1
244.6,0,1,1
244.8,0,1,1
245.0,0,1,1
245.2,0,1,1
245.4,0,1,1
245.6,0,1,1
245.8,0,0,1
246.0,0,0,1
246.2,0,0,1
246.4,0,1,1
246.6,0,1,1
246.8,0,1,1
247.0,0,1,1
247.2,0,1,1
247.4,0,1,1
247.6,0,1,1
247.8,0,1,1
248.0,0,1,1
248.2,0,1,1
248.4,0,1,1
248.6,0,1,1
248.8,0,1,1
249.0,0,1,1
249.2,0,1,1
249.4,0,1,1
249.6,0,1,1
249.8,0,1,1
250.0,0,1,1
250.2,0,1,1
250.4,0,1,1
250.6,0,1,1
250.8,0,1,1
251.0,0,1,1
251.2,0,1,1
251.4,0,1,1
251.6,0,1,1
251.8,0,1,1
252.0,0,0,1
252.2,0,1,1
252.4,0,1,1
252.6,0,1,1
252.8,0,1,1
253.0,0,1,1
253.2,0,1,1
253.4,0,1,1
253.6,0,1,1
253.8,0,1,1
254.0,0,1,1
254.2,0,1,1
254.4,0,1,1
254.6,0,1,1
254.8,0,0,1
255.0,0,1,1
255.2,0,1,1
255.4,0,1,1
255.6,0,1,1
255.8,0,0,1
256.0,0,1,1
256.2,0,0,1
256.4,0,1,1
256.6,0,1,1
256.8,0,0,1
257.0,0,1,1
257.2,0,1,1
257.4,0,1,1
257.6,0,1,1
257.8,0,1,1
258.0,0,1,1
258.2,0,1,1
258.4,0,1,1
258.6,0,1,1
258.8,0,1,1
259.0,0,1,1
259.2,0,1,1
259.4,0,1,1
259.6,0,1,1
259.8,0,1,1
260.0,0,1,1
260.2,0,1,1
260.4,0,1,1
260.6,0,1,1
260.8,0,1,1
261.0,0,1,1
261.2,0,1,1
261.4,0,1,1
261.6,0,1,1
261.8,0,1,1
262.0,0,1,1
262.2,0,1,1
262.4,0,1,1
262.6,0,1,1
262.8,0,1,1
263.0,0,1,1
263.2,0,1,1
263.4,0,1,1
263.6,0,1,1
263.8,0,1,1
264.0,0,1,1
264.2,0,1,1
264.4,0,1,1
264.6,0,1,1
264.8,0,1,1
265.0,0,1,1
265.2,0,1,1
265.4,0,1,1
265.6,0,1,1
265.8,0,1,1
266.0,0,1,1
266.2,0,1,1
266.4,0,1,1
266.6,0,1,1
266.8,0,1,1
267.0,0,1,1
267.2,0,1,1
267.4,0,1,1
267.6,0,1,1
267.8,0,1,1
268.0,0,1,1
268.2,0,1,1
268.4,0,1,1
268.6,0,1,1
268.8,0,1,1
269.0,0,1,1
269.2,0,1,1
269.4,0,1,1
269.6,0,1,1
269.8,0,1,1
270.0,0,1,1
270.2,0,1,1
270.4,0,1,1
270.6,0,1,1
270.8,0,1,1
271.0,0,1,1
271.2,0,1,1
271.4,0,1,1
271.6,0,1,1
271.8,0,1,1
272.0,0,1,1
272.2,0,1,1
272.4,0,1,1
272.6,0,1,1
272.8,0,1,1
273.0,0,1,1
273.2,0,1,1
273.4,0,1,1
273.6,0,1,1
273.8,0,1,1
274.0,0,1,1
274.2,0,1,1
274.4,0,1,1
274.6,0,0,1
274.8,0,0,1
275.0,0,1,1
275.2,0,1,1
275.4,0,1,1
275.6,0,1,1
275.8,0,1,1
276.0,0,1,1
276.2,0,1,1
276.4,0,0,1
276.6,0,1,1
276.8,0,1,1
277.0,0,1,1
277.2,0,1,1
277.4,0,1,1
277.6,0,1,1
277.8,0,1,1
278.0,0,1,1
278.2,0,1,1
278.4,0,1,1
278.6,0,1,1
