stamp_sec,stamp_nsec,robot,x,y,elapsed_s
0,0,robot_1,1.585317,0.858668,0.0
0,0,robot_2,1.935298,2.814827,0.0
0,200000000,robot_1,1.58234,0.860244,0.2
0,200000000,robot_2,1.935228,2.814598,0.2
0,400000000,robot_1,1.584015,0.858967,0.4
0,400000000,robot_2,1.933101,2.814454,0.4
0,600000000,robot_1,1.584028,0.858907,0.6
0,600000000,robot_2,1.934427,2.814206,0.6
0,800000000,robot_0,3.450201,1.162649,0.8
0,800000000,robot_1,1.584028,0.858907,0.8
0,800000000,robot_2,1.932212,2.817875,0.8
1,0,robot_0,3.449383,1.163544,1.0
1,0,robot_1,1.584152,0.858645,1.0
1,0,robot_2,1.931885,2.822643,1.0
1,200000000,robot_1,1.584152,0.858645,1.2
1,200000000,robot_2,1.93238,2.823665,1.2
1,400000000,robot_1,1.585015,0.85856,1.4
1,400000000,robot_2,1.9317,2.828272,1.4
1,600000000,robot_0,3.450367,1.16282,1.6
1,600000000,robot_1,1.583213,0.859553,1.6
1,600000000,robot_2,1.927431,2.831976,1.6
1,800000000,robot_0,3.449766,1.164113,1.8
1,800000000,robot_1,1.583255,0.859525,1.8
1,800000000,robot_2,1.926728,2.838914,1.8
2,0,robot_0,3.450297,1.162849,2.0
2,0,robot_1,1.5851,0.858563,2.0
2,0,robot_2,1.923697,2.840239,2.0
2,200000000,robot_0,3.44961,1.163708,2.2
2,200000000,robot_1,1.584193,0.858626,2.2
2,200000000,robot_2,1.914826,2.848813,2.2
2,400000000,robot_0,3.450017,1.162756,2.4
2,400000000,robot_1,1.583224,0.859615,2.4
2,400000000,robot_2,1.907418,2.852892,2.4
2,600000000,robot_1,1.584216,0.858552,2.6
2,600000000,robot_2,1.901277,2.853729,2.6
2,800000000,robot_0,3.448923,1.165392,2.8
2,800000000,robot_1,1.584213,0.858575,2.8
2,800000000,robot_2,1.891933,2.855471,2.8
3,0,robot_0,3.449772,1.164255,3.0
3,0,robot_1,1.584238,0.858643,3.0
3,0,robot_2,1.891575,2.851011,3.0
3,200000000,robot_0,3.449779,1.164279,3.2
3,200000000,robot_1,1.585069,0.858543,3.2
3,200000000,robot_2,1.892856,2.851524,3.2
3,400000000,robot_0,3.449269,1.164857,3.4
3,400000000,robot_1,1.584532,0.859815,3.4
3,400000000,robot_2,1.890441,2.85226,3.4
3,600000000,robot_0,3.449963,1.165228,3.6
3,600000000,robot_1,1.583206,0.858447,3.6
3,600000000,robot_2,1.880481,2.847197,3.6
3,800000000,robot_0,3.450297,1.162722,3.8
3,800000000,robot_1,1.584893,0.858882,3.8
3,800000000,robot_2,1.867371,2.840973,3.8
4,0,robot_0,3.448429,1.164366,4.0
4,0,robot_1,1.584878,0.858755,4.0
4,0,robot_2,1.863698,2.836375,4.0
4,200000000,robot_0,3.450235,1.162682,4.2
4,200000000,robot_1,1.584817,0.8589,4.2
4,200000000,robot_2,1.862774,2.836063,4.2
4,400000000,robot_0,3.450341,1.162875,4.4
4,400000000,robot_1,1.58479,0.85899,4.4
4,400000000,robot_2,1.862233,2.836813,4.4
4,600000000,robot_0,3.448531,1.164289,4.6
4,600000000,robot_1,1.584768,0.85935,4.6
4,600000000,robot_2,1.860917,2.835225,4.6
4,800000000,robot_0,3.448465,1.164347,4.8
4,800000000,robot_1,1.580362,0.859023,4.8
4,800000000,robot_2,1.859075,2.833482,4.8
5,0,robot_0,3.448479,1.164256,5.0
5,0,robot_1,1.572943,0.89025,5.0
5,0,robot_2,1.858721,2.828726,5.0
5,200000000,robot_0,3.448209,1.164112,5.2
5,200000000,robot_1,1.567305,0.92151,5.2
5,200000000,robot_2,1.856947,2.828271,5.2
5,400000000,robot_0,3.448617,1.165311,5.4
5,400000000,robot_1,1.562662,0.934243,5.4
5,400000000,robot_2,1.858567,2.826692,5.4
5,600000000,robot_0,3.446566,1.163129,5.6
5,600000000,robot_1,1.553065,0.933641,5.6
5,600000000,robot_2,1.859724,2.821772,5.6
5,800000000,robot_0,3.439725,1.152709,5.8
5,800000000,robot_1,1.545438,0.927382,5.8
5,800000000,robot_2,1.859803,2.811273,5.8
6,0,robot_1,1.535998,0.925371,6.0
6,0,robot_2,1.863541,2.80001,6.0
6,200000000,robot_0,3.341474,1.108115,6.2
6,200000000,robot_1,1.509797,0.931427,6.2
6,200000000,robot_2,1.867322,2.789659,6.2
6,400000000,robot_1,1.472014,0.953276,6.4
6,400000000,robot_2,1.871956,2.788551,6.4
6,600000000,robot_0,3.251029,1.064845,6.6
6,600000000,robot_1,1.423095,0.987988,6.6
6,600000000,robot_2,1.872404,2.788361,6.6
6,800000000,robot_1,1.388164,1.013095,6.8
6,800000000,robot_2,1.878802,2.782647,6.8
7,0,robot_0,3.155425,0.99824,7.0
7,0,robot_1,1.355764,1.021953,7.0
7,0,robot_2,1.883255,2.778396,7.0
7,200000000,robot_1,1.308407,1.047043,7.2
7,200000000,robot_2,1.882474,2.783368,7.2
7,400000000,robot_0,3.07974,0.936618,7.4
7,400000000,robot_1,1.248058,1.072342,7.4
7,400000000,robot_2,1.890196,2.782222,7.4
7,600000000,robot_0,3.041714,0.902127,7.6
7,600000000,robot_1,1.2087,1.086995,7.6
7,600000000,robot_2,1.898992,2.783335,7.6
7,800000000,robot_0,3.016291,0.867184,7.8
7,800000000,robot_1,1.177808,1.09108,7.8
7,800000000,robot_2,1.914147,2.78182,7.8
8,0,robot_0,3.011276,0.855304,8.0
8,0,robot_1,1.129051,1.102516,8.0
8,0,robot_2,1.919568,2.782247,8.0
8,200000000,robot_0,3.010957,0.854627,8.2
8,200000000,robot_1,1.104971,1.099893,8.2
8,200000000,robot_2,1.918647,2.785823,8.2
8,400000000,robot_0,3.009764,0.853558,8.4
8,400000000,robot_1,1.097392,1.092998,8.4
8,400000000,robot_2,1.920748,2.786776,8.4
8,600000000,robot_0,3.013184,0.847449,8.6
8,600000000,robot_1,1.096865,1.082965,8.6
8,600000000,robot_2,1.940144,2.775094,8.6
8,800000000,robot_0,3.01585,0.840408,8.8
8,800000000,robot_1,1.09335,1.073974,8.8
8,800000000,robot_2,1.986646,2.741385,8.8
9,0,robot_0,3.022753,0.832566,9.0
9,0,robot_1,1.06175,1.050458,9.0
9,0,robot_2,2.04005,2.706197,9.0
9,200000000,robot_0,3.034555,0.823205,9.2
9,200000000,robot_1,1.033902,1.03296,9.2
9,200000000,robot_2,2.086379,2.67513,9.2
9,400000000,robot_0,3.040386,0.820725,9.4
9,400000000,robot_1,1.011085,1.010056,9.4
9,400000000,robot_2,2.131206,2.651584,9.4
9,600000000,robot_0,3.049007,0.820505,9.6
9,600000000,robot_1,0.973758,0.979917,9.6
9,800000000,robot_0,3.059547,0.820355,9.8
9,800000000,robot_1,0.958265,0.962501,9.8
9,800000000,robot_2,2.233322,2.593226,9.8
10,0,robot_0,3.073218,0.825485,10.0
10,0,robot_1,0.957685,0.95091,10.0
10,0,robot_2,2.279736,2.574389,10.0
10,200000000,robot_0,3.085421,0.830378,10.2
10,200000000,robot_1,0.939692,0.915569,10.2
10,200000000,robot_2,2.333079,2.552525,10.2
10,400000000,robot_0,3.098853,0.838469,10.4
10,400000000,robot_1,0.922017,0.885537,10.4
10,400000000,robot_2,2.39876,2.526176,10.4
10,600000000,robot_0,3.111895,0.851433,10.6
10,600000000,robot_1,0.916563,0.855212,10.6
10,600000000,robot_2,2.458901,2.501835,10.6
10,800000000,robot_0,3.117822,0.8585,10.8
10,800000000,robot_1,0.89804,0.811306,10.8
10,800000000,robot_2,2.507271,2.482969,10.8
11,0,robot_0,3.122169,0.869527,11.0
11,0,robot_1,0.8965,0.786766,11.0
11,0,robot_2,2.550181,2.467753,11.0
11,200000000,robot_0,3.125978,0.886375,11.2
11,200000000,robot_1,0.89847,0.778833,11.2
11,200000000,robot_2,2.596588,2.456512,11.2
11,400000000,robot_0,3.126245,0.903096,11.4
11,400000000,robot_1,0.909334,0.771622,11.4
11,400000000,robot_2,2.658833,2.440025,11.4
11,600000000,robot_0,3.123173,0.917282,11.6
11,600000000,robot_1,0.915758,0.735785,11.6
11,600000000,robot_2,2.698314,2.431018,11.6
11,800000000,robot_0,3.116016,0.931768,11.8
11,800000000,robot_1,0.926243,0.702078,11.8
11,800000000,robot_2,2.733287,2.430654,11.8
12,0,robot_0,3.108316,0.938143,12.0
12,0,robot_1,0.933158,0.685885,12.0
12,0,robot_2,2.784454,2.423656,12.0
12,200000000,robot_0,3.103804,0.943647,12.2
12,200000000,robot_1,0.95161,0.67556,12.2
12,200000000,robot_2,2.804359,2.419326,12.2
12,400000000,robot_0,3.108296,0.961612,12.4
12,400000000,robot_1,0.973815,0.632232,12.4
12,400000000,robot_2,2.807116,2.423376,12.4
12,600000000,robot_0,3.122606,1.00024,12.6
12,600000000,robot_1,1.005276,0.579033,12.6
12,600000000,robot_2,2.80576,2.428352,12.6
12,800000000,robot_0,3.145209,1.060211,12.8
12,800000000,robot_1,1.0277,0.541392,12.8
12,800000000,robot_2,2.807208,2.438424,12.8
13,0,robot_0,3.158536,1.106431,13.0
13,0,robot_1,1.044023,0.531665,13.0
13,0,robot_2,2.809548,2.446775,13.0
