robot,detected_in_arena_samples,full_recording_in_arena_detection_pct,observed_span_detection_pct,first_in_arena_detection_s,last_in_arena_detection_s,longest_internal_inter_detection_interval_s,coverage_pct
robot_0,320,99.07120743034056,99.07120743034056,0.0,64.4,0.4000000000000057,75.0
robot_1,316,97.83281733746131,97.83281733746131,0.0,64.4,0.6000000000000014,41.666666666666664
robot_2,323,100.0,100.0,0.0,64.4,0.20000000000000284,66.66666666666667
