task,seed,prompt,generation,supervisor,success,duration_s,progress_pct,collisions,selected_events,yaml,run
delivery,1005,1,1,S_20260830_144119,True,163.895,100.0,0,1279,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_1/generation_1/S_20260830_144119.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_144119/robots_3/run_20260830_220051
delivery,1005,1,2,S_20260830_144242,True,121.074,100.0,0,689,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_1/generation_2/S_20260830_144242.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_144242/robots_3/run_20260830_220344
delivery,1005,1,3,S_20260830_144409,True,120.81,100.0,0,778,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_1/generation_3/S_20260830_144409.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_144409/robots_3/run_20260830_220554
delivery,1005,2,1,S_20260830_144541,True,222.115,100.0,0,1358,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_2/generation_1/S_20260830_144541.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_144541/robots_3/run_20260830_220804
delivery,1005,2,2,S_20260830_144723,True,132.75,100.0,0,823,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_2/generation_2/S_20260830_144723.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_144723/robots_3/run_20260830_221155
delivery,1005,2,3,S_20260830_144849,True,132.042,100.0,0,807,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_2/generation_3/S_20260830_144849.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_144849/robots_3/run_20260830_221416
delivery,1005,3,1,S_20260830_145012,False,600.125,66.667,1,2454,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_3/generation_1/S_20260830_145012.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_145012/robots_3/run_20260830_221637
delivery,1005,3,2,S_20260830_145143,True,215.683,100.0,0,1277,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_3/generation_2/S_20260830_145143.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_145143/robots_3/run_20260830_222646
delivery,1005,3,3,S_20260830_145729,False,600.175,66.667,0,1099,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_3/generation_3/S_20260830_145729.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_145729/robots_3/run_20260830_223031
delivery,1005,4,1,S_20260830_145853,True,197.053,100.0,0,1317,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_4/generation_1/S_20260830_145853.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_145853/robots_3/run_20260830_224040
delivery,1005,4,2,S_20260830_150013,True,262.979,100.0,0,1425,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_4/generation_2/S_20260830_150013.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_150013/robots_3/run_20260830_224406
delivery,1005,4,3,S_20260830_150128,False,600.166,66.667,0,2456,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_4/generation_3/S_20260830_150128.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_150128/robots_3/run_20260830_224838
delivery,1005,5,1,S_20260830_150328,False,600.187,66.667,0,2571,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_5/generation_1/S_20260830_150328.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_150328/robots_3/run_20260830_225847
delivery,1005,5,2,S_20260830_150451,True,110.727,100.0,0,699,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_5/generation_2/S_20260830_150451.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_150451/robots_3/run_20260830_230856
delivery,1005,5,3,S_20260830_150614,True,377.51,100.0,0,1778,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_5/generation_3/S_20260830_150614.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_150614/robots_3/run_20260830_231056
