task,seed,prompt,generation,supervisor,success,duration_s,progress_pct,collisions,selected_events,yaml,run
delivery,1007,1,1,S_20260830_144119,True,108.397,100.0,0,666,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_1/generation_1/S_20260830_144119.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_144119/robots_3/run_20260830_234823
delivery,1007,1,2,S_20260830_144242,True,99.734,100.0,0,723,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_1/generation_2/S_20260830_144242.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_144242/robots_3/run_20260830_235020
delivery,1007,1,3,S_20260830_144409,True,85.105,100.0,0,628,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_1/generation_3/S_20260830_144409.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_144409/robots_3/run_20260830_235209
delivery,1007,2,1,S_20260830_144541,True,104.676,100.0,0,758,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_2/generation_1/S_20260830_144541.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_144541/robots_3/run_20260830_235343
delivery,1007,2,2,S_20260830_144723,True,90.729,100.0,0,661,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_2/generation_2/S_20260830_144723.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_144723/robots_3/run_20260830_235537
delivery,1007,2,3,S_20260830_144849,True,88.243,100.0,0,675,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_2/generation_3/S_20260830_144849.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_144849/robots_3/run_20260830_235717
delivery,1007,3,1,S_20260830_145012,True,94.312,100.0,0,638,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_3/generation_1/S_20260830_145012.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_145012/robots_3/run_20260830_235854
delivery,1007,3,2,S_20260830_145143,True,115.255,100.0,0,897,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_3/generation_2/S_20260830_145143.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_145143/robots_3/run_20260831_000037
delivery,1007,3,3,S_20260830_145729,False,600.136,66.667,0,2705,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_3/generation_3/S_20260830_145729.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_145729/robots_3/run_20260831_000242
delivery,1007,4,1,S_20260830_145853,True,133.009,100.0,0,870,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_4/generation_1/S_20260830_145853.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_145853/robots_3/run_20260831_001251
delivery,1007,4,2,S_20260830_150013,True,75.33,100.0,0,544,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_4/generation_2/S_20260830_150013.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_150013/robots_3/run_20260831_001513
delivery,1007,4,3,S_20260830_150128,True,109.398,100.0,0,808,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_4/generation_3/S_20260830_150128.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_150128/robots_3/run_20260831_001637
delivery,1007,5,1,S_20260830_150328,True,83.514,100.0,0,701,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_5/generation_1/S_20260830_150328.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_150328/robots_3/run_20260831_001836
delivery,1007,5,2,S_20260830_150451,False,600.143,66.667,0,2899,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_5/generation_2/S_20260830_150451.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_150451/robots_3/run_20260831_002008
delivery,1007,5,3,S_20260830_150614,False,600.153,66.667,0,2473,/home/ecem/sct_ws/src/llm_sct/automata/resulting_automata/YAML/delivery/prompt_5/generation_3/S_20260830_150614.yaml,/home/ecem/sct_ws/src/llm_sct/results/llm/results_delivery/S_20260830_150614/robots_3/run_20260831_003017
