prompt,runs,successes,success_rate_pct,duration_all_mean_s,duration_all_median_s,duration_success_mean_s,duration_success_median_s,duration_min_s,duration_max_s,progress_mean_pct,collisions_total,selected_events_total
1,3,3,100.0,97.74533333333333,99.734,97.74533333333333,99.734,85.105,108.397,100.0,0,2017
2,3,3,100.0,94.54933333333334,90.729,94.54933333333334,90.729,88.243,104.676,100.0,0,2094
3,3,2,66.66666666666667,269.901,115.255,104.7835,104.7835,94.312,600.136,88.889,0,4240
4,3,3,100.0,105.91233333333332,109.398,105.91233333333332,109.398,75.33,133.009,100.0,0,2222
5,3,1,33.333333333333336,427.93666666666667,600.143,83.514,83.514,83.514,600.153,77.778,0,6073
