time_s,coverage_pct
0.864,0.000
1.367,0.000
1.873,0.000
2.367,0.000
2.866,0.000
3.367,0.000
3.866,20.833
4.367,20.833
4.873,20.833
5.366,20.833
5.871,20.833
6.394,20.833
6.870,20.833
7.372,20.833
7.867,20.833
8.371,20.833
8.876,20.833
9.366,20.833
9.864,20.833
10.368,20.833
10.864,20.833
11.364,20.833
11.872,20.833
12.374,20.833
12.868,20.833
13.378,20.833
13.872,20.833
14.371,20.833
14.869,20.833
15.365,20.833
15.865,20.833
16.371,20.833
16.872,20.833
17.379,20.833
17.868,20.833
18.364,20.833
18.865,20.833
19.365,20.833
19.864,20.833
20.390,20.833
20.865,20.833
21.377,20.833
21.864,20.833
22.367,20.833
22.864,20.833
23.379,20.833
23.869,20.833
24.369,20.833
24.880,20.833
25.372,20.833
25.889,20.833
26.365,20.833
26.869,20.833
27.364,20.833
27.867,20.833
28.371,20.833
28.865,20.833
29.365,20.833
29.870,20.833
30.367,20.833
30.886,20.833
31.365,20.833
31.867,20.833
32.367,20.833
32.876,20.833
33.387,20.833
33.864,20.833
34.364,20.833
34.870,20.833
35.365,20.833
35.884,20.833
36.374,20.833
36.865,20.833
37.371,20.833
37.884,20.833
38.374,20.833
38.879,20.833
39.366,20.833
39.866,20.833
40.378,20.833
40.869,20.833
41.368,20.833
41.882,20.833
42.373,20.833
42.874,20.833
43.365,20.833
43.869,20.833
44.384,20.833
44.868,20.833
45.382,20.833
45.870,20.833
46.383,20.833
46.865,20.833
47.370,20.833
47.864,20.833
48.365,20.833
48.889,20.833
49.379,20.833
49.864,22.917
50.370,22.917
50.869,22.917
51.372,22.917
51.870,22.917
52.372,22.917
52.880,22.917
53.364,22.917
53.875,22.917
54.368,22.917
54.869,22.917
55.382,22.917
55.895,22.917
56.378,22.917
56.886,22.917
57.374,22.917
57.870,22.917
58.380,22.917
58.876,22.917
59.380,22.917
59.876,22.917
60.381,22.917
60.880,22.917
61.370,22.917
61.884,22.917
62.372,22.917
62.870,22.917
63.370,22.917
63.876,22.917
64.367,22.917
64.865,22.917
65.364,22.917
65.884,22.917
66.364,22.917
66.890,22.917
67.366,22.917
67.865,22.917
68.373,22.917
68.867,22.917
69.364,22.917
69.890,22.917
70.365,22.917
70.878,22.917
71.370,22.917
71.873,22.917
72.364,22.917
72.864,22.917
73.365,22.917
73.868,22.917
74.380,22.917
74.868,22.917
75.371,22.917
75.865,22.917
76.364,22.917
76.865,22.917
77.375,22.917
77.865,22.917
78.370,22.917
78.865,22.917
79.368,22.917
79.877,22.917
80.364,22.917
80.882,22.917
81.373,22.917
81.882,22.917
82.374,22.917
82.868,22.917
83.381,22.917
83.877,22.917
84.371,22.917
84.865,22.917
85.375,22.917
85.881,22.917
86.364,22.917
86.865,22.917
87.364,22.917
87.872,22.917
88.369,22.917
88.864,22.917
89.398,22.917
89.867,22.917
90.374,22.917
90.873,22.917
91.365,22.917
91.873,22.917
92.375,22.917
92.868,22.917
93.369,22.917
93.868,22.917
94.379,22.917
94.864,22.917
95.374,22.917
95.866,22.917
96.364,22.917
96.864,22.917
97.400,22.917
97.877,22.917
98.365,22.917
98.865,22.917
99.364,22.917
99.869,22.917
100.367,22.917
100.865,22.917
101.370,22.917
101.868,22.917
102.383,22.917
102.866,22.917
103.364,22.917
103.866,22.917
104.392,22.917
104.871,22.917
105.366,22.917
105.877,22.917
106.366,22.917
106.876,22.917
107.366,22.917
107.865,22.917
108.373,22.917
108.867,22.917
109.369,22.917
109.868,22.917
110.373,22.917
110.889,22.917
111.369,22.917
111.865,22.917
112.364,22.917
112.864,22.917
113.371,22.917
113.886,22.917
114.370,22.917
114.868,22.917
115.389,22.917
115.877,22.917
116.370,22.917
116.864,22.917
117.384,22.917
117.882,22.917
118.372,22.917
118.865,22.917
119.368,22.917
119.868,22.917
120.382,22.917
120.869,22.917
121.365,22.917
121.875,22.917
122.364,22.917
122.869,22.917
123.365,22.917
123.888,22.917
124.365,22.917
124.864,22.917
125.374,22.917
125.867,22.917
126.366,22.917
126.871,22.917
127.370,22.917
127.879,22.917
128.378,22.917
128.876,22.917
129.380,22.917
129.866,22.917
130.369,22.917
130.868,22.917
131.367,22.917
131.873,22.917
132.364,22.917
132.868,22.917
133.370,22.917
133.865,22.917
