robot,detected_in_arena_samples,full_recording_in_arena_detection_pct,observed_span_detection_pct,first_in_arena_detection_s,last_in_arena_detection_s,longest_internal_inter_detection_interval_s,coverage_pct
robot_0,454,99.12663755458516,99.12663755458516,0.0,91.4,0.4000000000000057,75.0
robot_1,458,100.0,100.0,0.0,91.4,0.20000000000000284,75.0
robot_2,441,96.2882096069869,96.2882096069869,0.0,91.4,0.6000000000000085,66.66666666666667
