stamp_sec,stamp_nsec,robot,x,y,elapsed_s
0,0,robot_0,2.444855,1.807597,0.0
0,0,robot_1,2.409955,1.182505,0.0
0,0,robot_2,2.993829,2.427172,0.0
0,200000000,robot_0,2.444726,1.807657,0.2
0,200000000,robot_1,2.408909,1.183062,0.2
0,200000000,robot_2,2.994565,2.425608,0.2
0,400000000,robot_0,2.444753,1.80767,0.4
0,400000000,robot_1,2.408909,1.183062,0.4
0,400000000,robot_2,2.994535,2.425657,0.4
0,600000000,robot_0,2.444005,1.808397,0.6
0,600000000,robot_1,2.408926,1.183022,0.6
0,600000000,robot_2,2.994548,2.425676,0.6
0,800000000,robot_0,2.444668,1.807655,0.8
0,800000000,robot_1,2.408973,1.183017,0.8
0,800000000,robot_2,2.994495,2.425734,0.8
1,0,robot_0,2.443832,1.808416,1.0
1,0,robot_1,2.408973,1.183009,1.0
1,0,robot_2,2.994604,2.425789,1.0
1,200000000,robot_0,2.443858,1.80845,1.2
1,200000000,robot_1,2.40897,1.183017,1.2
1,200000000,robot_2,2.994588,2.425803,1.2
1,400000000,robot_0,2.443992,1.808462,1.4
1,400000000,robot_1,2.408969,1.183022,1.4
1,400000000,robot_2,2.993874,2.425406,1.4
1,600000000,robot_0,2.444585,1.80781,1.6
1,600000000,robot_1,2.408956,1.183026,1.6
1,600000000,robot_2,2.991762,2.424851,1.6
1,800000000,robot_0,2.444361,1.807869,1.8
1,800000000,robot_1,2.40894,1.183019,1.8
1,800000000,robot_2,2.989251,2.420919,1.8
2,0,robot_0,2.44478,1.807713,2.0
2,0,robot_1,2.408951,1.183019,2.0
2,0,robot_2,2.988367,2.415162,2.0
2,200000000,robot_0,2.444771,1.807685,2.2
2,200000000,robot_1,2.408922,1.182992,2.2
2,200000000,robot_2,2.990383,2.406255,2.2
2,400000000,robot_0,2.444791,1.807679,2.4
2,400000000,robot_1,2.408943,1.183037,2.4
2,400000000,robot_2,2.993885,2.395133,2.4
2,600000000,robot_0,2.444521,1.807893,2.6
2,600000000,robot_1,2.408941,1.183037,2.6
2,600000000,robot_2,2.997524,2.388668,2.6
2,800000000,robot_0,2.443044,1.808645,2.8
2,800000000,robot_1,2.408908,1.183072,2.8
2,800000000,robot_2,2.996198,2.386173,2.8
3,0,robot_0,2.444807,1.808004,3.0
3,0,robot_1,2.408781,1.183224,3.0
3,0,robot_2,2.99917,2.386329,3.0
3,200000000,robot_0,2.44485,1.808007,3.2
3,200000000,robot_1,2.408774,1.183236,3.2
3,200000000,robot_2,3.0029,2.383502,3.2
3,400000000,robot_0,2.443722,1.808142,3.4
3,400000000,robot_1,2.408798,1.18323,3.4
3,400000000,robot_2,3.008174,2.377745,3.4
3,600000000,robot_0,2.443772,1.808162,3.6
3,600000000,robot_1,2.408798,1.18323,3.6
3,600000000,robot_2,3.013698,2.373447,3.6
3,800000000,robot_0,2.443755,1.808166,3.8
3,800000000,robot_1,2.408798,1.18323,3.8
4,0,robot_0,2.443769,1.808189,4.0
4,0,robot_1,2.408799,1.183238,4.0
4,0,robot_2,3.026555,2.371837,4.0
4,200000000,robot_0,2.444542,1.80792,4.2
4,200000000,robot_1,2.408792,1.183246,4.2
4,200000000,robot_2,3.036476,2.370295,4.2
4,400000000,robot_0,2.446663,1.809431,4.4
4,400000000,robot_1,2.408846,1.183192,4.4
