stamp_sec,stamp_nsec,robot,x,y,elapsed_s
0,0,robot_0,0.747258,2.687348,0.0
0,0,robot_1,1.863028,1.651631,0.0
0,0,robot_2,1.190083,1.131231,0.0
0,200000000,robot_0,0.747254,2.687327,0.2
0,200000000,robot_1,1.863153,1.651643,0.2
0,200000000,robot_2,1.189865,1.131226,0.2
0,400000000,robot_0,0.747043,2.687725,0.4
0,400000000,robot_1,1.863152,1.651642,0.4
0,400000000,robot_2,1.189865,1.131226,0.4
0,600000000,robot_0,0.746995,2.687781,0.6
0,600000000,robot_1,1.863133,1.651622,0.6
0,600000000,robot_2,1.190054,1.131301,0.6
0,800000000,robot_0,0.746968,2.687761,0.8
0,800000000,robot_1,1.863037,1.651584,0.8
0,800000000,robot_2,1.190046,1.131289,0.8
1,0,robot_0,0.747121,2.685916,1.0
1,0,robot_1,1.863039,1.651581,1.0
1,0,robot_2,1.188555,1.122346,1.0
1,200000000,robot_0,0.746931,2.687776,1.2
1,200000000,robot_1,1.86305,1.651575,1.2
1,200000000,robot_2,1.184414,1.075071,1.2
1,400000000,robot_0,0.746935,2.687788,1.4
1,400000000,robot_1,1.863081,1.651607,1.4
1,400000000,robot_2,1.181698,1.007179,1.4
1,600000000,robot_0,0.746953,2.687707,1.6
1,600000000,robot_1,1.863007,1.651725,1.6
1,600000000,robot_2,1.176982,0.95616,1.6
1,800000000,robot_0,0.746953,2.687707,1.8
1,800000000,robot_1,1.863038,1.651749,1.8
1,800000000,robot_2,1.183487,0.927479,1.8
2,0,robot_0,0.746958,2.687695,2.0
2,0,robot_1,1.86304,1.651756,2.0
2,0,robot_2,1.185505,0.873733,2.0
2,200000000,robot_0,0.746928,2.687715,2.2
2,200000000,robot_1,1.86303,1.651772,2.2
2,200000000,robot_2,1.192652,0.809341,2.2
2,400000000,robot_0,0.746863,2.687834,2.4
2,400000000,robot_1,1.863034,1.651775,2.4
2,400000000,robot_2,1.193021,0.756733,2.4
2,600000000,robot_0,0.746892,2.687938,2.6
2,600000000,robot_1,1.863034,1.651775,2.6
2,600000000,robot_2,1.202609,0.731736,2.6
2,800000000,robot_0,0.746891,2.687945,2.8
2,800000000,robot_1,1.867417,1.651604,2.8
2,800000000,robot_2,1.217117,0.679512,2.8
3,0,robot_0,0.7469,2.687967,3.0
3,0,robot_1,1.910373,1.648555,3.0
3,0,robot_2,1.228821,0.650594,3.0
3,200000000,robot_0,0.746901,2.687975,3.2
3,200000000,robot_1,1.974571,1.648898,3.2
