task,collision_control,prompt,event,runs,mean_pct,sd_pct,event_count,total_selected_events,pooled_pct
exploration,with_fixed_spec,2,rotate_clockwise,50,2.056224184750723,1.1199783370205292,482,23557,2.0461009466400646
exploration,with_fixed_spec,3,rotate_clockwise,50,2.391906051017468,1.1818919962468228,559,23519,2.3768017347676347
exploration,with_fixed_spec,4,rotate_clockwise,50,2.2233054240681693,1.0639559665167173,519,23393,2.218612405420425
exploration,with_fixed_spec,5,rotate_clockwise,50,2.542732234110546,1.5272846840479664,590,23231,2.539709870431751
exploration,with_fixed_spec,6,rotate_clockwise,50,2.5107229955715082,1.3148425076729287,585,23409,2.499038831218762
exploration,with_fixed_spec,1,rotate_counterclockwise,50,2.9191477873738036,1.3585735170660111,695,23823,2.917348780590186
exploration,with_fixed_spec,2,rotate_counterclockwise,50,2.63783320567397,1.4544095628663052,617,23557,2.6191790126077175
exploration,with_fixed_spec,3,rotate_counterclockwise,50,2.6078790016159,1.1075090534298777,612,23519,2.6021514520175177
exploration,with_fixed_spec,4,rotate_counterclockwise,50,2.5889354527613,1.297888894555324,600,23393,2.5648698328559827
exploration,with_fixed_spec,5,rotate_counterclockwise,50,2.9564024065660677,1.6554358939748957,685,23231,2.94864620550127
exploration,with_fixed_spec,6,rotate_counterclockwise,50,2.7282375656938633,1.3569324741965632,637,23409,2.7211756162159855
exploration,with_fixed_spec,1,u_turn,50,5.359931760964644,1.7960579838296236,1273,23823,5.343575536246484
exploration,with_fixed_spec,2,u_turn,50,4.801696696467275,2.172961107727521,1123,23557,4.767160504308698
exploration,with_fixed_spec,3,u_turn,50,4.878683257753827,1.766388953481936,1140,23519,4.847144861601259
exploration,with_fixed_spec,4,u_turn,50,4.729790270789604,1.5581170643979088,1097,23393,4.689437011071688
exploration,with_fixed_spec,5,u_turn,50,5.467616782589585,2.1012417304535402,1267,23231,5.453919331927167
exploration,with_fixed_spec,6,u_turn,50,4.870540694310486,1.7908311097699061,1134,23409,4.844290657439446
patrolling,baseline,0,approach_color,10,17.311402022099504,2.620806385959622,1878,11008,17.06031976744186
patrolling,without_fixed_spec,1,approach_color,50,5.527868942338127,0.7595963596873028,5747,104902,5.478446550113439
patrolling,without_fixed_spec,2,approach_color,50,5.00158644081485,0.8387018588771596,4898,97530,5.022044499128473
patrolling,without_fixed_spec,3,approach_color,50,5.8297946022665315,0.6188598415609364,5635,96843,5.818696240306475
patrolling,without_fixed_spec,4,approach_color,50,5.766434769279092,0.7020545844125367,5572,96701,5.7620913951251795
patrolling,without_fixed_spec,5,approach_color,50,9.539819297421582,1.828346932613225,9173,95902,9.564972576171508
patrolling,without_fixed_spec,6,approach_color,50,8.985050054154778,1.9539642366472012,8693,95989,9.05624602819073
patrolling,baseline,0,full_rotate,10,4.861879667551625,2.624279242559787,553,11008,5.023619186046512
patrolling,without_fixed_spec,1,full_rotate,50,0.0,0.0,0,104902,0.0
patrolling,without_fixed_spec,2,full_rotate,50,0.0,0.0,0,97530,0.0
patrolling,without_fixed_spec,3,full_rotate,50,0.0,0.0,0,96843,0.0
patrolling,without_fixed_spec,4,full_rotate,50,0.0,0.0,0,96701,0.0
patrolling,without_fixed_spec,5,full_rotate,50,0.0,0.0,0,95902,0.0
patrolling,without_fixed_spec,6,full_rotate,50,0.0,0.0,0,95989,0.0
patrolling,baseline,0,move_backward,10,0.46750280410502487,0.2575566885629195,50,11008,0.45421511627906974
patrolling,without_fixed_spec,1,move_backward,50,17.09840147655074,0.8045544789120408,17899,104902,17.062591752302147
patrolling,without_fixed_spec,2,move_backward,50,17.00716938806529,1.086755952197999,16583,97530,17.00297344406849
patrolling,without_fixed_spec,3,move_backward,50,16.5085705445705,0.7544026148975729,15981,96843,16.50196710139091
patrolling,without_fixed_spec,4,move_backward,50,16.822756696586218,0.894604969735023,16268,96701,16.82299045511422
patrolling,without_fixed_spec,5,move_backward,50,16.440106412540494,0.8556717860166928,15768,95902,16.441784321494858
patrolling,without_fixed_spec,6,move_backward,50,17.022082291672152,0.7556787691524607,16339,95989,17.021742074612717
patrolling,baseline,0,move_forward,10,45.11945042446655,3.1950243947459267,4941,11008,44.885537790697676
patrolling,without_fixed_spec,1,move_forward,50,16.809154994845482,0.8921930472430786,17661,104902,16.835713332443614
patrolling,without_fixed_spec,2,move_forward,50,16.601039360237824,0.8745751850272823,16197,97530,16.607197785296833
patrolling,without_fixed_spec,3,move_forward,50,16.597627019106323,0.6529537166011871,16084,96843,16.6083248143903
patrolling,without_fixed_spec,4,move_forward,50,16.76616502086241,0.8724547183585726,16220,96701,16.77335291258622
patrolling,without_fixed_spec,5,move_forward,50,16.590766315730093,0.7423039083577275,15914,95902,16.594023065212404
patrolling,without_fixed_spec,6,move_forward,50,16.73796582566242,0.799899420539608,16066,95989,16.737334486243217
patrolling,baseline,0,rotate_clockwise,10,2.521586569104932,1.4888497001039538,289,11008,2.625363372093023
patrolling,without_fixed_spec,1,rotate_clockwise,50,16.91378413341655,0.8668460819630803,17681,104902,16.854778745877105
patrolling,without_fixed_spec,2,rotate_clockwise,50,17.035820652586846,0.8371071698520697,16612,97530,17.03270788475341
patrolling,without_fixed_spec,3,rotate_clockwise,50,16.515434623513862,0.9913503993604083,16006,96843,16.527782080274257
patrolling,without_fixed_spec,4,rotate_clockwise,50,16.635249958771023,0.7459340297417659,16075,96701,16.62340616953289
patrolling,without_fixed_spec,5,rotate_clockwise,50,16.84146360555072,0.7720044552126456,16157,95902,16.847406727701195
patrolling,without_fixed_spec,6,rotate_clockwise,50,16.665637675358244,0.7105939784720875,15997,95989,16.665451249622354
patrolling,baseline,0,rotate_counterclockwise,10,2.3882599997392093,1.2539353604647299,271,11008,2.461845930232558
patrolling,without_fixed_spec,1,rotate_counterclockwise,50,17.06344226674916,0.8848332466296538,17959,104902,17.11978799260262
patrolling,without_fixed_spec,2,rotate_counterclockwise,50,17.125329459153548,0.7038415038547602,16692,97530,17.114733928022147
patrolling,without_fixed_spec,3,rotate_counterclockwise,50,16.776636164907497,0.9587183176584388,16251,96843,16.780768873331063
patrolling,without_fixed_spec,4,rotate_counterclockwise,50,16.302052945441922,0.9011408128245497,15771,96701,16.309035066855564
patrolling,without_fixed_spec,5,rotate_counterclockwise,50,16.675205999541163,0.8295428180980449,15996,95902,16.679527017163355
patrolling,without_fixed_spec,6,rotate_counterclockwise,50,16.66505170061279,0.6535049436407341,15990,95989,16.658158747356467
patrolling,baseline,0,search_color,10,27.329918512933155,2.291918825486566,3026,11008,27.4890988372093
patrolling,without_fixed_spec,1,search_color,50,9.699302259742097,0.7504207681089929,10182,104902,9.706201978989915
patrolling,without_fixed_spec,2,search_color,50,10.132764633522484,0.992914111552646,9893,97530,10.14354557572029
patrolling,without_fixed_spec,3,search_color,50,11.184371316593836,0.8778335300989788,10829,96843,11.182016253110705
patrolling,without_fixed_spec,4,search_color,50,11.016636772457487,0.8469769521152479,10651,96701,11.01436386386904
patrolling,without_fixed_spec,5,search_color,50,7.363815666467182,2.0313568723015663,7031,95902,7.33144251423328
patrolling,without_fixed_spec,6,search_color,50,7.237499401594377,1.6865559224725981,6891,95989,7.178947587744429
patrolling,baseline,0,u_turn,10,0.0,0.0,0,11008,0.0
patrolling,without_fixed_spec,1,u_turn,50,16.888045926357844,0.8414191391025935,17773,104902,16.94247964767116
patrolling,without_fixed_spec,2,u_turn,50,17.09629006561916,0.9668844299377329,16655,97530,17.076796883010356
patrolling,without_fixed_spec,3,u_turn,50,16.587565729041447,0.7396498505092032,16057,96843,16.580444637196287
patrolling,without_fixed_spec,4,u_turn,50,16.69070383660185,0.7891105459586453,16144,96701,16.694760136916887
patrolling,without_fixed_spec,5,u_turn,50,16.548822702748765,0.7849725151956363,15863,95902,16.540843778023397
patrolling,without_fixed_spec,6,u_turn,50,16.68671305094524,0.9214903952640712,16013,95989,16.68211982623009
patrolling,with_fixed_spec,1,approach_color,50,18.556032524486543,3.4536317295516383,12236,67880,18.025928108426637
patrolling,with_fixed_spec,2,approach_color,50,17.32202463018377,3.820523946279463,12319,74054,16.635158127852648
patrolling,with_fixed_spec,3,approach_color,50,19.133700874380285,3.610530905597893,14579,79000,18.454430379746835
patrolling,with_fixed_spec,4,approach_color,50,19.040133320109277,3.6169899616728935,15082,81801,18.437427415312772
patrolling,with_fixed_spec,5,approach_color,50,15.788053929228663,3.6412813886391078,14918,95920,15.55254378648874
patrolling,with_fixed_spec,6,approach_color,50,16.535885797333737,3.656546860832056,14364,87421,16.43083469646881
patrolling,with_fixed_spec,1,full_rotate,50,0.0,0.0,0,67880,0.0
patrolling,with_fixed_spec,2,full_rotate,50,0.0,0.0,0,74054,0.0
patrolling,with_fixed_spec,3,full_rotate,50,0.0,0.0,0,79000,0.0
patrolling,with_fixed_spec,4,full_rotate,50,0.0,0.0,0,81801,0.0
patrolling,with_fixed_spec,5,full_rotate,50,0.0,0.0,0,95920,0.0
patrolling,with_fixed_spec,6,full_rotate,50,0.0,0.0,0,87421,0.0
patrolling,with_fixed_spec,1,move_backward,50,0.4686079518189615,0.27938393355839214,304,67880,0.4478491455509723
patrolling,with_fixed_spec,2,move_backward,50,0.42607614316908227,0.22290393144590265,309,74054,0.4172630782942177
patrolling,with_fixed_spec,3,move_backward,50,0.3820552249705997,0.23201904048781352,297,79000,0.3759493670886076
patrolling,with_fixed_spec,4,move_backward,50,0.4095897013597798,0.20858919989637895,341,81801,0.4168653194948717
patrolling,with_fixed_spec,5,move_backward,50,0.42134201422894957,0.2548974766468259,394,95920,0.41075896580483734
patrolling,with_fixed_spec,6,move_backward,50,0.36560329723932694,0.18834579853915917,313,87421,0.358037542466913
patrolling,with_fixed_spec,1,move_forward,50,46.256657506836994,1.6617761008165461,31398,67880,46.255156157925754
patrolling,with_fixed_spec,2,move_forward,50,46.016322306579326,1.5619892287196058,34063,74054,45.99751532665352
patrolling,with_fixed_spec,3,move_forward,50,46.56635863529858,1.40355209009893,36813,79000,46.59873417721519
patrolling,with_fixed_spec,4,move_forward,50,46.5718276086157,1.5518122879837921,37989,81801,46.44075255803719
patrolling,with_fixed_spec,5,move_forward,50,59.321877288119055,7.167259139145518,57431,95920,59.87385321100918
patrolling,with_fixed_spec,6,move_forward,50,58.85943130743897,7.5002537878686,51882,87421,59.347296416192904
patrolling,with_fixed_spec,1,rotate_clockwise,50,1.9006892030418205,0.9310042178559506,1260,67880,1.8562168532704773
patrolling,with_fixed_spec,2,rotate_clockwise,50,1.718952545933782,0.8828644962883111,1287,74054,1.7379209765846544
patrolling,with_fixed_spec,3,rotate_clockwise,50,1.3417935209570853,0.4953162847871628,1049,79000,1.3278481012658228
patrolling,with_fixed_spec,4,rotate_clockwise,50,1.4208769225516087,0.7105055153115023,1197,81801,1.4633072945318517
patrolling,with_fixed_spec,5,rotate_clockwise,50,1.5512892193446597,0.6972334602468976,1463,95920,1.525229357798165
patrolling,with_fixed_spec,6,rotate_clockwise,50,1.459348745669113,0.7837181273257053,1252,87421,1.432150169867652
patrolling,with_fixed_spec,1,rotate_counterclockwise,50,1.903676499926983,0.7404901111639504,1322,67880,1.947554507955215
patrolling,with_fixed_spec,2,rotate_counterclockwise,50,1.9594970616892293,0.7218045584055486,1474,74054,1.9904394090798607
patrolling,with_fixed_spec,3,rotate_counterclockwise,50,1.7888734893969809,0.8220144983147222,1452,79000,1.8379746835443038
patrolling,with_fixed_spec,4,rotate_counterclockwise,50,1.9369545682342593,0.8609051607928746,1637,81801,2.001198029363944
patrolling,with_fixed_spec,5,rotate_counterclockwise,50,2.079023880922569,0.7823051421432741,1976,95920,2.060050041701418
patrolling,with_fixed_spec,6,rotate_counterclockwise,50,1.8734452881080854,0.8636391047995143,1619,87421,1.8519577675844476
patrolling,with_fixed_spec,1,search_color,50,27.610566746334868,2.771089101768477,19112,67880,28.15556865055981
patrolling,with_fixed_spec,2,search_color,50,29.18768056043401,3.2713656326492706,22060,74054,29.789072838739298
patrolling,with_fixed_spec,3,search_color,50,28.07163684361878,3.197890271735498,22641,79000,28.659493670886075
patrolling,with_fixed_spec,4,search_color,50,27.60931046259411,3.0375252087613305,22983,81801,28.09623354237723
patrolling,with_fixed_spec,5,search_color,50,17.50652382758155,5.266110603485722,16569,95920,17.273769808173476
patrolling,with_fixed_spec,6,search_color,50,17.8192446602162,5.342091734942645,15344,87421,17.55184681026298
patrolling,with_fixed_spec,1,u_turn,50,3.30376956755383,1.205210941873045,2248,67880,3.311726576311137
patrolling,with_fixed_spec,2,u_turn,50,3.3694467520108002,1.2202622869777504,2542,74054,3.4326302427957978
patrolling,with_fixed_spec,3,u_turn,50,2.7155814113776895,0.8451709169881633,2169,79000,2.7455696202531645
patrolling,with_fixed_spec,4,u_turn,50,3.0113074165352645,1.257656001190109,2572,81801,3.144215840882141
patrolling,with_fixed_spec,5,u_turn,50,3.3318898405745543,1.2110568718284154,3169,95920,3.303794829024187
patrolling,with_fixed_spec,6,u_turn,50,3.087040903994569,1.3738308483973363,2647,87421,3.0278765971562898
delivery,baseline,0,approach_color,10,0.0,0.0,0,10613,0.0
delivery,without_fixed_spec,1,approach_color,50,2.8241252284142617,1.955028172875347,5254,174974,3.0027318344439746
delivery,without_fixed_spec,2,approach_color,40,1.9971872604207803,2.395343561190888,2769,138394,2.000809283639464
delivery,without_fixed_spec,3,approach_color,50,3.7880931639764137,2.388028422713832,6531,171376,3.8109186817290635
delivery,without_fixed_spec,4,approach_color,50,1.6455787480665447,2.1779741999608424,2932,177352,1.6532094366006587
delivery,without_fixed_spec,5,approach_color,50,4.741464057770874,1.2846560944530667,8561,180458,4.744040164470403
delivery,without_fixed_spec,6,approach_color,40,2.925238216614107,1.162014744978771,4235,144273,2.935407179444525
delivery,baseline,0,approach_object,10,7.959235954388087,2.5667695410210625,853,10613,8.037312729671157
delivery,without_fixed_spec,1,approach_object,50,2.192211193549855,1.7161360537896229,3991,174974,2.2809103066741345
delivery,without_fixed_spec,2,approach_object,40,4.082904020446848,3.065035261796933,5654,138394,4.085437229937714
delivery,without_fixed_spec,3,approach_object,50,3.8447108289338296,2.8315045606926907,6553,171376,3.8237559518252264
delivery,without_fixed_spec,4,approach_object,50,1.6608927901421373,2.0463921807159857,2971,177352,1.675199603049303
delivery,without_fixed_spec,5,approach_object,50,2.683463446341163,2.006891543486543,4866,180458,2.696472309346219
delivery,without_fixed_spec,6,approach_object,40,2.339196446906072,2.2481984848185497,3365,144273,2.332383744706217
delivery,baseline,0,approach_zone,10,11.724229096535058,4.156347113176077,1071,10613,10.091397342881372
delivery,without_fixed_spec,1,approach_zone,50,0.0,0.0,0,174974,0.0
delivery,without_fixed_spec,2,approach_zone,40,0.0,0.0,0,138394,0.0
delivery,without_fixed_spec,3,approach_zone,50,0.0,0.0,0,171376,0.0
delivery,without_fixed_spec,4,approach_zone,50,0.0,0.0,0,177352,0.0
delivery,without_fixed_spec,5,approach_zone,50,0.0,0.0,0,180458,0.0
delivery,without_fixed_spec,6,approach_zone,40,0.0,0.0,0,144273,0.0
delivery,baseline,0,claim_blue,10,0.10721440221125866,0.03176553630296815,10,10613,0.0942240648261566
delivery,without_fixed_spec,1,claim_blue,50,0.0,0.0,0,174974,0.0
delivery,without_fixed_spec,2,claim_blue,40,0.0,0.0,0,138394,0.0
delivery,without_fixed_spec,3,claim_blue,50,0.0,0.0,0,171376,0.0
delivery,without_fixed_spec,4,claim_blue,50,0.0,0.0,0,177352,0.0
delivery,without_fixed_spec,5,claim_blue,50,0.0,0.0,0,180458,0.0
delivery,without_fixed_spec,6,claim_blue,40,0.0,0.0,0,144273,0.0
delivery,baseline,0,claim_green,10,0.10721440221125866,0.03176553630296815,10,10613,0.0942240648261566
delivery,without_fixed_spec,1,claim_green,50,0.0,0.0,0,174974,0.0
delivery,without_fixed_spec,2,claim_green,40,0.0,0.0,0,138394,0.0
delivery,without_fixed_spec,3,claim_green,50,0.0,0.0,0,171376,0.0
delivery,without_fixed_spec,4,claim_green,50,0.0,0.0,0,177352,0.0
delivery,without_fixed_spec,5,claim_green,50,0.0,0.0,0,180458,0.0
delivery,without_fixed_spec,6,claim_green,40,0.0,0.0,0,144273,0.0
delivery,baseline,0,claim_red,10,0.10721440221125866,0.03176553630296815,10,10613,0.0942240648261566
delivery,without_fixed_spec,1,claim_red,50,0.0,0.0,0,174974,0.0
delivery,without_fixed_spec,2,claim_red,40,0.0,0.0,0,138394,0.0
delivery,without_fixed_spec,3,claim_red,50,0.0,0.0,0,171376,0.0
delivery,without_fixed_spec,4,claim_red,50,0.0,0.0,0,177352,0.0
delivery,without_fixed_spec,5,claim_red,50,0.0,0.0,0,180458,0.0
delivery,without_fixed_spec,6,claim_red,40,0.0,0.0,0,144273,0.0
delivery,baseline,0,drop_object,10,0.30587521120962957,0.1240551697256525,27,10613,0.2544049750306228
delivery,without_fixed_spec,1,drop_object,50,0.04322311883080314,0.03788322799774102,82,174974,0.046864105524249314
delivery,without_fixed_spec,2,drop_object,40,0.012150557479440466,0.021769441880573222,17,138394,0.012283769527580675
delivery,without_fixed_spec,3,drop_object,50,0.01506821138471421,0.021190867052371543,26,171376,0.015171319204556064
delivery,without_fixed_spec,4,drop_object,50,0.011829582547754383,0.01805494788998021,21,177352,0.011840858856962426
delivery,without_fixed_spec,5,drop_object,50,0.03891854262983431,0.027845697730272994,70,180458,0.03879018940695342
delivery,without_fixed_spec,6,drop_object,40,0.022757217079338088,0.01959439564441186,33,144273,0.022873302696970327
delivery,baseline,0,drop_zone_blue,10,0.0,0.0,0,10613,0.0
delivery,without_fixed_spec,1,drop_zone_blue,50,0.028375091198525493,0.018948567521246247,52,174974,0.029718701064158103
delivery,without_fixed_spec,2,drop_zone_blue,40,0.02301977021844628,0.02042855283126972,32,138394,0.023122389698975388
delivery,without_fixed_spec,3,drop_zone_blue,50,0.015155333081966576,0.018613743485547108,26,171376,0.015171319204556064
delivery,without_fixed_spec,4,drop_zone_blue,50,0.03633273677336596,0.024113286801733278,65,177352,0.0366502774144075
delivery,without_fixed_spec,5,drop_zone_blue,50,0.011667258069993846,0.01852749468044632,21,180458,0.011637056822086026
delivery,without_fixed_spec,6,drop_zone_blue,40,0.03198077354274691,0.011804978513175267,46,144273,0.03188399769880712
delivery,baseline,0,drop_zone_red,10,0.0,0.0,0,10613,0.0
delivery,without_fixed_spec,1,drop_zone_red,50,0.0298599278350384,0.019415598201773618,57,174974,0.0325762684741733
delivery,without_fixed_spec,2,drop_zone_red,40,0.021711848693437938,0.01954883108612209,30,138394,0.021677240342789426
delivery,without_fixed_spec,3,drop_zone_red,50,0.010536001965343841,0.01535502748132919,18,171376,0.010503220987769582
delivery,without_fixed_spec,4,drop_zone_red,50,0.0390814553282833,0.023142329927498484,70,177352,0.039469529523208084
delivery,without_fixed_spec,5,drop_zone_red,50,0.022235773962296434,0.014749926716113913,40,180458,0.022165822518259097
delivery,without_fixed_spec,6,drop_zone_red,40,0.03375398450132965,0.012069812453655368,49,144273,0.033963388853077155
delivery,baseline,0,move_backward,10,0.19973858424412838,0.1742250881239006,23,10613,0.2167153491001602
delivery,without_fixed_spec,1,move_backward,50,16.69167569654552,0.681145123831138,29147,174974,16.65790345994262
delivery,without_fixed_spec,2,move_backward,40,16.521804665384177,0.6041702781898658,22854,138394,16.513721693136986
delivery,without_fixed_spec,3,move_backward,50,16.85498402312409,0.6179742804899451,28885,171376,16.85475212398469
delivery,without_fixed_spec,4,move_backward,50,17.19636634194334,1.3412852260595065,30451,177352,17.169809193017276
delivery,without_fixed_spec,5,move_backward,50,16.483074290595436,0.5858557795967713,29742,180458,16.48139733345155
delivery,without_fixed_spec,6,move_backward,40,17.4669238696687,0.8498855320664556,25197,144273,17.46480630471398
delivery,baseline,0,move_forward,10,45.945377962046095,2.16393144883499,4902,10613,46.18863657778196
delivery,without_fixed_spec,1,move_forward,50,16.437710887258675,0.6332898718797568,28704,174974,16.404722987415273
delivery,without_fixed_spec,2,move_forward,40,16.725064012679454,0.7258111488731114,23162,138394,16.736274693989625
delivery,without_fixed_spec,3,move_forward,50,16.777451358837077,0.6383338334136383,28746,171376,16.773643917468025
delivery,without_fixed_spec,4,move_forward,50,17.50319549087938,1.622470549354464,30978,177352,17.466958365284857
delivery,without_fixed_spec,5,move_forward,50,16.866287056533036,0.7035362237284263,30445,180458,16.870961664209954
delivery,without_fixed_spec,6,move_forward,40,17.273313284002885,1.0229589746374814,24921,144273,17.273502318521135
delivery,baseline,0,pick_up_object,10,0.31115504225503615,0.11387786494092608,28,10613,0.2638273815132385
delivery,without_fixed_spec,1,pick_up_object,50,0.09306259704223756,0.03581974577216598,168,174974,0.09601426497651079
delivery,without_fixed_spec,2,pick_up_object,40,0.07443838858269211,0.027222199936452092,103,138394,0.07442519184357703
delivery,without_fixed_spec,3,pick_up_object,50,0.08149570373917188,0.023983251883862414,140,171376,0.08169171879376343
delivery,without_fixed_spec,4,pick_up_object,50,0.062446740945964016,0.0327647407935333,112,177352,0.06315124723713293
delivery,without_fixed_spec,5,pick_up_object,50,0.10052220601016312,0.02829910446688695,181,180458,0.1003003468951224
delivery,without_fixed_spec,6,pick_up_object,40,0.06012903700822487,0.015567771859278087,87,144273,0.060302343473830865
delivery,baseline,0,rotate_clockwise,10,1.328849927757007,0.5170065781550877,142,10613,1.3379817205314237
delivery,without_fixed_spec,1,rotate_clockwise,50,16.737238115567045,0.6585219098561732,29357,174974,16.77792129116326
delivery,without_fixed_spec,2,rotate_clockwise,40,16.724045975917154,0.6946337689350253,23146,138394,16.724713499140137
