robot,completed_colors,total_colors,progress_pct,complete,completion_s,red_reached_s,green_reached_s,blue_reached_s
robot_0,3,3,100.000,true,77.054,34.168,50.353,77.054
robot_1,3,3,100.000,true,211.442,7.841,155.342,
robot_2,3,3,100.000,true,148.143,4.243,83.096,148.143
