robot,detected_in_arena_samples,full_recording_in_arena_detection_pct,observed_span_detection_pct,first_in_arena_detection_s,last_in_arena_detection_s,longest_internal_inter_detection_interval_s,coverage_pct
robot_0,894,61.570247933884296,92.07003089598352,0.0,194.0,2.0,83.33333333333333
robot_1,1321,90.97796143250689,99.848828420257,0.0,264.4,0.40000000000000036,75.0
robot_2,1418,97.65840220385675,97.65840220385675,0.0,290.2,3.0,100.0
