stamp_sec,stamp_nsec,robot,x,y,elapsed_s
0,0,robot_0,2.712944,2.875895,0.0
0,0,robot_1,0.748479,0.18961,0.0
0,0,robot_2,1.692582,2.439102,0.0
0,200000000,robot_0,2.713293,2.876388,0.2
0,200000000,robot_1,0.748479,0.18961,0.2
0,200000000,robot_2,1.632797,2.428639,0.2
0,400000000,robot_0,2.713167,2.858826,0.4
0,400000000,robot_1,0.748479,0.18961,0.4
0,400000000,robot_2,1.593348,2.4123,0.4
0,600000000,robot_0,2.717893,2.834156,0.6
0,600000000,robot_1,0.748489,0.189625,0.6
0,600000000,robot_2,1.541629,2.394156,0.6
0,800000000,robot_0,2.723177,2.78218,0.8
0,800000000,robot_1,0.748432,0.189599,0.8
0,800000000,robot_2,1.477317,2.366579,0.8
1,0,robot_0,2.732925,2.722259,1.0
1,0,robot_1,0.7485,0.189777,1.0
1,0,robot_2,1.423388,2.344463,1.0
1,200000000,robot_0,2.735762,2.696796,1.2
1,200000000,robot_1,0.748494,0.189776,1.2
1,200000000,robot_2,1.399769,2.327656,1.2
1,400000000,robot_0,2.749243,2.657863,1.4
1,400000000,robot_1,0.748472,0.189768,1.4
1,400000000,robot_2,1.362841,2.301502,1.4
1,600000000,robot_0,2.767021,2.601021,1.6
1,600000000,robot_1,0.748491,0.189801,1.6
1,600000000,robot_2,1.341687,2.275117,1.6
1,800000000,robot_0,2.789506,2.530859,1.8
1,800000000,robot_1,0.748535,0.189761,1.8
1,800000000,robot_2,1.297855,2.228925,1.8
2,0,robot_0,2.803253,2.500808,2.0
2,0,robot_1,0.748527,0.189744,2.0
2,0,robot_2,1.248571,2.181092,2.0
2,200000000,robot_0,2.825195,2.46115,2.2
2,200000000,robot_1,0.748515,0.189706,2.2
2,200000000,robot_2,1.210675,2.13863,2.2
2,400000000,robot_0,2.851969,2.404794,2.4
2,400000000,robot_1,0.748532,0.189678,2.4
2,400000000,robot_2,1.197317,2.110924,2.4
2,600000000,robot_0,2.879637,2.341061,2.6
2,600000000,robot_1,0.748524,0.189677,2.6
2,600000000,robot_2,1.195308,2.08866,2.6
2,800000000,robot_0,2.898112,2.301671,2.8
2,800000000,robot_1,0.748526,0.189684,2.8
2,800000000,robot_2,1.18186,2.047643,2.8
3,0,robot_0,2.90973,2.269891,3.0
3,0,robot_1,0.748563,0.189778,3.0
3,0,robot_2,1.170073,2.005857,3.0
3,200000000,robot_0,2.912456,2.235559,3.2
3,200000000,robot_1,0.752112,0.191718,3.2
3,200000000,robot_2,1.168697,1.965289,3.2
3,400000000,robot_0,2.919589,2.189712,3.4
3,400000000,robot_1,0.760135,0.190684,3.4
3,400000000,robot_2,1.157674,1.9115,3.4
3,600000000,robot_0,2.932547,2.115274,3.6
3,600000000,robot_1,0.771396,0.191279,3.6
3,600000000,robot_2,1.16478,1.877863,3.6
3,800000000,robot_0,2.948707,2.043945,3.8
3,800000000,robot_1,0.779778,0.197347,3.8
3,800000000,robot_2,1.172113,1.866296,3.8
4,0,robot_0,2.954997,1.990196,4.0
4,0,robot_1,0.786822,0.201796,4.0
4,0,robot_2,1.182931,1.867604,4.0
4,200000000,robot_0,2.960115,1.938687,4.2
4,200000000,robot_1,0.792877,0.206271,4.2
4,200000000,robot_2,1.194513,1.867391,4.2
4,400000000,robot_0,2.967654,1.875914,4.4
4,400000000,robot_1,0.792956,0.207584,4.4
4,400000000,robot_2,1.212849,1.864592,4.4
4,600000000,robot_0,2.967245,1.830362,4.6
4,600000000,robot_1,0.793044,0.210294,4.6
4,600000000,robot_2,1.243455,1.837224,4.6
4,800000000,robot_0,2.970251,1.765338,4.8
4,800000000,robot_1,0.796632,0.214216,4.8
4,800000000,robot_2,1.296805,1.783922,4.8
5,0,robot_0,2.970107,1.700452,5.0
5,0,robot_1,0.800249,0.220311,5.0
5,0,robot_2,1.349428,1.734805,5.0
5,200000000,robot_0,2.970438,1.626604,5.2
5,200000000,robot_1,0.803902,0.229114,5.2
5,200000000,robot_2,1.399205,1.686466,5.2
5,400000000,robot_0,2.971347,1.553603,5.4
5,400000000,robot_1,0.807095,0.245308,5.4
5,400000000,robot_2,1.440276,1.645759,5.4
5,600000000,robot_0,2.967376,1.483688,5.6
5,600000000,robot_1,0.808021,0.25522,5.6
5,600000000,robot_2,1.47397,1.611643,5.6
5,800000000,robot_0,2.967454,1.458061,5.8
5,800000000,robot_1,0.804255,0.262993,5.8
5,800000000,robot_2,1.50142,1.581977,5.8
6,0,robot_0,2.974249,1.443484,6.0
6,0,robot_1,0.799324,0.274995,6.0
6,0,robot_2,1.546441,1.540624,6.0
6,200000000,robot_0,2.990822,1.411479,6.2
6,200000000,robot_1,0.793313,0.285429,6.2
6,200000000,robot_2,1.599446,1.488507,6.2
6,400000000,robot_0,3.008778,1.360257,6.4
6,400000000,robot_1,0.783969,0.292913,6.4
6,400000000,robot_2,1.63706,1.450391,6.4
6,600000000,robot_0,3.02559,1.302503,6.6
6,600000000,robot_1,0.778555,0.297255,6.6
6,600000000,robot_2,1.682112,1.403419,6.6
6,800000000,robot_0,3.042818,1.277295,6.8
6,800000000,robot_1,0.769553,0.300671,6.8
6,800000000,robot_2,1.727735,1.354499,6.8
7,0,robot_0,3.066209,1.237718,7.0
7,0,robot_1,0.754161,0.305768,7.0
7,0,robot_2,1.774995,1.301818,7.0
7,200000000,robot_0,3.095949,1.183038,7.2
7,200000000,robot_1,0.747027,0.304576,7.2
7,200000000,robot_2,1.82437,1.249339,7.2
