stamp_sec,stamp_nsec,robot,x,y,elapsed_s
0,0,robot_0,0.417887,1.429098,0.0
0,0,robot_1,1.169401,0.320557,0.0
0,0,robot_2,3.767706,1.822793,0.0
0,200000000,robot_0,0.418047,1.428992,0.2
0,200000000,robot_1,1.169621,0.320448,0.2
0,200000000,robot_2,3.76753,1.822799,0.2
0,400000000,robot_0,0.418071,1.429013,0.4
0,400000000,robot_1,1.168015,0.321577,0.4
0,400000000,robot_2,3.767308,1.82285,0.4
0,600000000,robot_0,0.417985,1.42906,0.6
0,600000000,robot_1,1.168709,0.320761,0.6
0,600000000,robot_2,3.7693,1.857237,0.6
0,800000000,robot_0,0.419743,1.42959,0.8
0,800000000,robot_1,1.168727,0.320757,0.8
0,800000000,robot_2,3.774392,1.925956,0.8
1,0,robot_0,0.419815,1.429534,1.0
1,0,robot_1,1.168692,0.320761,1.0
1,0,robot_2,3.774238,1.987202,1.0
1,200000000,robot_0,0.419791,1.429515,1.2
1,200000000,robot_1,1.168618,0.320737,1.2
1,200000000,robot_2,3.778474,2.072591,1.2
1,400000000,robot_0,0.419763,1.429489,1.4
1,400000000,robot_1,1.168093,0.32141,1.4
1,400000000,robot_2,3.779573,2.143601,1.4
1,600000000,robot_0,0.419773,1.429505,1.6
1,600000000,robot_1,1.168108,0.321374,1.6
1,600000000,robot_2,3.784979,2.216707,1.6
1,800000000,robot_0,0.419776,1.429488,1.8
1,800000000,robot_1,1.168101,0.321374,1.8
1,800000000,robot_2,3.786052,2.288416,1.8
2,0,robot_0,0.419759,1.428881,2.0
2,0,robot_1,1.168095,0.321382,2.0
2,0,robot_2,3.787244,2.360037,2.0
2,200000000,robot_0,0.419667,1.430505,2.2
2,200000000,robot_1,1.168137,0.321456,2.2
2,200000000,robot_2,3.789864,2.433369,2.2
2,400000000,robot_0,0.419707,1.428677,2.4
2,400000000,robot_1,1.168075,0.321636,2.4
2,400000000,robot_2,3.79023,2.506972,2.4
2,600000000,robot_0,0.419809,1.429475,2.6
2,600000000,robot_1,1.168091,0.321578,2.6
2,600000000,robot_2,3.793732,2.577947,2.6
2,800000000,robot_0,0.419756,1.429508,2.8
2,800000000,robot_1,1.168091,0.321578,2.8
2,800000000,robot_2,3.794268,2.645628,2.8
3,0,robot_0,0.419773,1.429573,3.0
3,0,robot_1,1.168117,0.321578,3.0
3,0,robot_2,3.798774,2.716804,3.0
3,200000000,robot_0,0.419612,1.429551,3.2
3,200000000,robot_1,1.168839,0.320936,3.2
3,200000000,robot_2,3.797983,2.767971,3.2
3,400000000,robot_0,0.419613,1.429587,3.4
3,400000000,robot_1,1.168831,0.320926,3.4
3,400000000,robot_2,3.797557,2.778337,3.4
3,600000000,robot_0,0.419609,1.429617,3.6
3,600000000,robot_1,1.168954,0.320879,3.6
3,600000000,robot_2,3.798139,2.782677,3.6
3,800000000,robot_0,0.419732,1.429705,3.8
3,800000000,robot_1,1.168752,0.320736,3.8
3,800000000,robot_2,3.7978,2.783444,3.8
4,0,robot_0,0.440116,1.431004,4.0
4,0,robot_1,1.168874,0.320718,4.0
4,0,robot_2,3.783039,2.785143,4.0
4,200000000,robot_0,0.495033,1.434089,4.2
4,200000000,robot_1,1.168874,0.320718,4.2
4,200000000,robot_2,3.777175,2.783724,4.2
4,400000000,robot_0,0.564323,1.437682,4.4
4,400000000,robot_1,1.168896,0.320741,4.4
4,400000000,robot_2,3.780385,2.780174,4.4
