stamp_sec,stamp_nsec,robot,x,y,elapsed_s
0,0,robot_0,0.29648,1.281135,0.0
0,0,robot_1,1.444387,0.403831,0.0
0,0,robot_2,3.356065,1.602963,0.0
0,200000000,robot_0,0.296577,1.281018,0.2
0,200000000,robot_1,1.444501,0.403874,0.2
0,200000000,robot_2,3.356111,1.602941,0.2
0,400000000,robot_0,0.296513,1.280975,0.4
0,400000000,robot_1,1.44446,0.403858,0.4
0,400000000,robot_2,3.356099,1.602961,0.4
0,600000000,robot_0,0.296497,1.280944,0.6
0,600000000,robot_1,1.443787,0.403568,0.6
0,600000000,robot_2,3.356055,1.60318,0.6
0,800000000,robot_0,0.296457,1.280872,0.8
0,800000000,robot_1,1.443831,0.403504,0.8
0,800000000,robot_2,3.356159,1.603003,0.8
1,0,robot_0,0.296454,1.280866,1.0
1,0,robot_1,1.443859,0.403375,1.0
1,0,robot_2,3.35613,1.602894,1.0
1,200000000,robot_0,0.296454,1.280865,1.2
1,200000000,robot_1,1.443845,0.403506,1.2
1,200000000,robot_2,3.356113,1.602924,1.2
1,400000000,robot_0,0.296319,1.281072,1.4
1,400000000,robot_1,1.443806,0.403582,1.4
1,400000000,robot_2,3.356143,1.602886,1.4
1,600000000,robot_0,0.29636,1.281066,1.6
1,600000000,robot_1,1.443873,0.403581,1.6
1,600000000,robot_2,3.356143,1.602886,1.6
1,800000000,robot_0,0.29642,1.281101,1.8
1,800000000,robot_1,1.44388,0.403601,1.8
1,800000000,robot_2,3.356118,1.603261,1.8
2,0,robot_0,0.296399,1.28111,2.0
2,0,robot_1,1.443837,0.403568,2.0
2,0,robot_2,3.356114,1.602754,2.0
2,200000000,robot_0,0.296365,1.281123,2.2
2,200000000,robot_1,1.443869,0.403508,2.2
2,200000000,robot_2,3.354993,1.601107,2.2
2,400000000,robot_0,0.296347,1.281193,2.4
2,400000000,robot_1,1.443859,0.403522,2.4
2,400000000,robot_2,3.393219,1.599234,2.4
2,600000000,robot_0,0.296365,1.28118,2.6
2,600000000,robot_1,1.456788,0.403898,2.6
2,600000000,robot_2,3.459435,1.596911,2.6
2,800000000,robot_0,0.296341,1.281211,2.8
2,800000000,robot_1,1.511031,0.40217,2.8
2,800000000,robot_2,3.529843,1.59536,2.8
3,0,robot_0,0.296344,1.281218,3.0
3,0,robot_1,1.580005,0.402362,3.0
3,0,robot_2,3.596676,1.592836,3.0
3,200000000,robot_0,0.296347,1.281195,3.2
3,200000000,robot_1,1.651514,0.402258,3.2
3,200000000,robot_2,3.663968,1.587209,3.2
3,400000000,robot_0,0.296347,1.281191,3.4
3,400000000,robot_1,1.722481,0.405677,3.4
3,400000000,robot_2,3.733376,1.580469,3.4
3,600000000,robot_0,0.296276,1.281142,3.6
3,600000000,robot_1,1.79474,0.403595,3.6
3,600000000,robot_2,3.804837,1.583823,3.6
3,800000000,robot_0,0.296328,1.281143,3.8
3,800000000,robot_1,1.865217,0.403305,3.8
3,800000000,robot_2,3.867666,1.581656,3.8
4,0,robot_0,0.296312,1.281126,4.0
4,0,robot_1,1.937151,0.404571,4.0
4,0,robot_2,3.885197,1.577607,4.0
4,200000000,robot_0,0.296332,1.281153,4.2
4,200000000,robot_1,2.005447,0.40447,4.2
4,200000000,robot_2,3.888619,1.574944,4.2
4,400000000,robot_0,0.296334,1.281164,4.4
4,400000000,robot_1,2.078176,0.407143,4.4
4,400000000,robot_2,3.889516,1.584494,4.4
4,600000000,robot_0,0.296411,1.281125,4.6
4,600000000,robot_1,2.149267,0.407282,4.6
4,600000000,robot_2,3.889745,1.595585,4.6
4,800000000,robot_0,0.296532,1.312693,4.8
4,800000000,robot_1,2.220412,0.408791,4.8
4,800000000,robot_2,3.885198,1.601188,4.8
5,0,robot_0,0.296961,1.375028,5.0
5,0,robot_1,2.292229,0.407523,5.0
5,0,robot_2,3.881125,1.612344,5.0
5,200000000,robot_0,0.298533,1.448052,5.2
5,200000000,robot_1,2.362425,0.409993,5.2
5,200000000,robot_2,3.87703,1.614988,5.2
5,400000000,robot_0,0.298924,1.519964,5.4
5,400000000,robot_1,2.434088,0.408738,5.4
5,400000000,robot_2,3.869524,1.62107,5.4
5,600000000,robot_0,0.30165,1.596039,5.6
5,600000000,robot_1,2.504479,0.40926,5.6
5,600000000,robot_2,3.866469,1.618965,5.6
5,800000000,robot_0,0.30159,1.667246,5.8
5,800000000,robot_1,2.575632,0.413127,5.8
5,800000000,robot_2,3.856286,1.620701,5.8
6,0,robot_0,0.302566,1.739871,6.0
6,0,robot_1,2.647283,0.413645,6.0
6,0,robot_2,3.844479,1.621411,6.0
6,200000000,robot_0,0.301197,1.814455,6.2
6,200000000,robot_1,2.717617,0.41438,6.2
6,200000000,robot_2,3.834594,1.622713,6.2
6,400000000,robot_0,0.301753,1.88739,6.4
6,400000000,robot_1,2.788203,0.41545,6.4
6,400000000,robot_2,3.826336,1.619574,6.4
6,600000000,robot_0,0.306799,1.96178,6.6
6,600000000,robot_1,2.857947,0.418417,6.6
6,600000000,robot_2,3.817777,1.610911,6.6
6,800000000,robot_0,0.305023,2.033701,6.8
6,800000000,robot_1,2.926932,0.419765,6.8
6,800000000,robot_2,3.809881,1.600598,6.8
7,0,robot_0,0.306858,2.104994,7.0
7,0,robot_1,2.998563,0.421125,7.0
7,0,robot_2,3.814027,1.592574,7.0
7,200000000,robot_0,0.310038,2.180573,7.2
7,200000000,robot_1,3.069387,0.424481,7.2
7,200000000,robot_2,3.822649,1.58206,7.2
7,400000000,robot_0,0.3103,2.25289,7.4
7,400000000,robot_1,3.137838,0.427222,7.4
7,600000000,robot_0,0.313434,2.322413,7.6
7,600000000,robot_1,3.208123,0.426656,7.6
7,600000000,robot_2,3.820675,1.55542,7.6
7,800000000,robot_0,0.313289,2.398256,7.8
7,800000000,robot_1,3.277776,0.430177,7.8
7,800000000,robot_2,3.813419,1.552139,7.8
8,0,robot_0,0.314979,2.468395,8.0
8,0,robot_1,3.345779,0.431913,8.0
8,0,robot_2,3.774713,1.526504,8.0
8,200000000,robot_0,0.313248,2.539921,8.2
8,200000000,robot_1,3.414913,0.432424,8.2
8,400000000,robot_0,0.319771,2.613371,8.4
8,400000000,robot_1,3.48425,0.436894,8.4
8,400000000,robot_2,3.654841,1.468237,8.4
8,600000000,robot_0,0.318867,2.684898,8.6
8,600000000,robot_1,3.555202,0.438937,8.6
8,800000000,robot_0,0.318895,2.755067,8.8
8,800000000,robot_1,3.625474,0.439975,8.8
9,0,robot_0,0.317846,2.788233,9.0
9,0,robot_1,3.694279,0.44322,9.0
9,0,robot_2,3.470843,1.360357,9.0
9,200000000,robot_0,0.309905,2.797541,9.2
9,200000000,robot_1,3.763979,0.445555,9.2
9,200000000,robot_2,3.407313,1.323,9.2
9,400000000,robot_0,0.298201,2.799536,9.4
9,400000000,robot_1,3.813885,0.45106,9.4
9,600000000,robot_0,0.28846,2.797557,9.6
9,600000000,robot_1,3.835423,0.462355,9.6
9,800000000,robot_0,0.275029,2.796834,9.8
9,800000000,robot_1,3.841468,0.471482,9.8
10,0,robot_0,0.264515,2.788661,10.0
10,0,robot_1,3.84038,0.481134,10.0
10,0,robot_2,3.155188,1.179568,10.0
10,200000000,robot_0,0.254087,2.78102,10.2
10,200000000,robot_1,3.837914,0.489069,10.2
10,400000000,robot_0,0.245149,2.765975,10.4
10,400000000,robot_1,3.831906,0.49801,10.4
10,400000000,robot_2,3.031548,1.107678,10.4
10,600000000,robot_0,0.237147,2.754113,10.6
10,600000000,robot_1,3.825549,0.505259,10.6
10,800000000,robot_0,0.234455,2.743607,10.8
10,800000000,robot_1,3.818205,0.509934,10.8
10,800000000,robot_2,2.908636,1.034581,10.8
11,0,robot_0,0.235062,2.729061,11.0
11,0,robot_1,3.805651,0.515236,11.0
11,0,robot_2,2.845692,1.00133,11.0
11,200000000,robot_0,0.233519,2.718411,11.2
11,200000000,robot_1,3.793798,0.518089,11.2
11,200000000,robot_2,2.78456,0.963483,11.2
11,400000000,robot_0,0.234924,2.708221,11.4
11,400000000,robot_1,3.784767,0.518278,11.4
11,400000000,robot_2,2.719086,0.926073,11.4
11,600000000,robot_0,0.239021,2.697962,11.6
11,600000000,robot_1,3.775116,0.51638,11.6
11,600000000,robot_2,2.656351,0.889598,11.6
11,800000000,robot_0,0.247485,2.692089,11.8
11,800000000,robot_1,3.766035,0.511173,11.8
11,800000000,robot_2,2.592703,0.854238,11.8
12,0,robot_0,0.256308,2.677146,12.0
12,0,robot_1,3.761811,0.502879,12.0
12,0,robot_2,2.53118,0.81739,12.0
12,200000000,robot_0,0.260891,2.676035,12.2
12,200000000,robot_1,3.754835,0.495239,12.2
12,200000000,robot_2,2.468947,0.784172,12.2
12,400000000,robot_0,0.259891,2.67469,12.4
12,400000000,robot_1,3.752647,0.483271,12.4
12,400000000,robot_2,2.405124,0.748291,12.4
12,600000000,robot_0,0.267405,2.673523,12.6
12,600000000,robot_1,3.747927,0.472773,12.6
12,600000000,robot_2,2.342947,0.711982,12.6
12,800000000,robot_0,0.280721,2.669182,12.8
12,800000000,robot_1,3.750487,0.463717,12.8
12,800000000,robot_2,2.279487,0.674012,12.8
13,0,robot_0,0.28915,2.666379,13.0
13,0,robot_1,3.750972,0.456966,13.0
13,0,robot_2,2.215342,0.639483,13.0
13,200000000,robot_0,0.297808,2.667171,13.2
13,200000000,robot_1,3.753225,0.450741,13.2
13,200000000,robot_2,2.150964,0.604433,13.2
13,400000000,robot_0,0.31179,2.672197,13.4
13,400000000,robot_1,3.753525,0.450415,13.4
13,400000000,robot_2,2.092457,0.567241,13.4
13,600000000,robot_0,0.319754,2.678817,13.6
13,600000000,robot_1,3.747346,0.450429,13.6
13,600000000,robot_2,2.029735,0.532374,13.6
13,800000000,robot_0,0.331893,2.684835,13.8
13,800000000,robot_1,3.752751,0.450123,13.8
13,800000000,robot_2,1.974702,0.500945,13.8
14,0,robot_0,0.340094,2.698505,14.0
14,0,robot_1,3.755673,0.445954,14.0
