robot,completed_colors,total_colors,progress_pct,complete,red_reached_s,green_reached_s,blue_reached_s
robot_0,2,3,66.667,false,183.790,277.056,
robot_1,1,3,33.333,false,234.218,,
robot_2,2,3,66.667,false,72.998,184.597,
robot_3,2,3,66.667,false,15.697,44.498,
robot_4,0,3,0.000,false,,,
