prompt,runs,successes,success_rate_pct,duration_all_mean_s,duration_all_median_s,duration_success_mean_s,duration_success_median_s,duration_min_s,duration_max_s,progress_mean_pct,collisions_total,selected_events_total
1,3,3,100.0,150.13933333333333,166.313,150.13933333333333,166.313,114.916,169.189,100.0,0,2543
2,3,3,100.0,172.87366666666665,180.094,172.87366666666665,180.094,114.594,223.933,100.0,0,2791
3,3,3,100.0,83.73066666666666,83.995,83.73066666666666,83.995,79.583,87.614,100.0,0,1768
4,3,3,100.0,106.38666666666667,109.429,106.38666666666667,109.429,99.47,110.261,100.0,2,2103
5,3,3,100.0,126.31299999999999,103.996,126.31299999999999,103.996,96.189,178.754,100.0,0,2208
