prompt,prompt_text,runs,successes,success_rate_pct,duration_all_mean_s,duration_all_sd_s,duration_success_mean_s,duration_success_sd_s,coverage_mean_pct,coverage_sd_pct,coverage_success_mean_pct,coverage_success_sd_pct,collisions_total,collisions_mean,collisions_sd
1,"Patrol the red, green, and blue zones in that order, while avoiding obstacles.",15,15,100.0,217.20593333333332,131.3488809735186,217.20593333333332,131.3488809735186,50.2,8.673330771201261,50.2,8.673330771201261,2,0.13333333333333333,0.339934634239519
2,"Each robot should visit red, green, and blue zones in that order. The robots should also avoid collisions.",15,14,93.33333333333333,295.6096,160.20817749948554,273.8612857142857,142.8466149078537,54.8,6.74487459730226,54.0,6.25642526870234,1,0.06666666666666667,0.24944382578492943
3,"First go to the red, then to the green, and lastly to the blue zones.",15,15,100.0,278.12033333333335,133.24887395079764,278.12033333333335,133.24887395079764,54.733333333333334,6.835853193924581,54.733333333333334,6.835853193924581,7,0.4666666666666667,0.8844332774281066
4,"Visit red, green, and blue locations.",15,14,93.33333333333333,234.52253333333334,121.95987688955557,208.41135714285713,75.56290375442848,54.06666666666667,5.778888782071823,53.42857142857143,5.447335989982177,9,0.6,0.8793937305515279
5,"Go to the red, green, and blue regions.",15,13,86.66666666666667,250.384,152.64846809581812,196.582,71.94786538769691,50.2,8.344259503794609,51.69230769230769,5.593741219291644,5,0.3333333333333333,0.5962847939999439
