task,prompt,prompt_text,generation,collision_control,seed,supervisor,success,task_success_pct,duration_s,coverage_pct,collisions,yaml,run
patrolling,7,Only rotate clockwise.,4,with_fixed_spec,1006,S_20260916_041540,True,100.0,249.057,45.833,1,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/YAML/patrolling/with_fixed_spec/prompt_7/generation_4/S_20260916_041540.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/patrolling/with_fixed_spec/seed_1006/S_20260916_041540/run_20260916_045200_559071556
patrolling,7,Only rotate clockwise.,4,with_fixed_spec,1007,S_20260916_041540,False,66.66666666666667,300.312,93.75,0,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/YAML/patrolling/with_fixed_spec/prompt_7/generation_4/S_20260916_041540.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/patrolling/with_fixed_spec/seed_1007/S_20260916_041540/run_20260916_045201_702453154
patrolling,7,Only rotate clockwise.,4,with_fixed_spec,1008,S_20260916_041540,False,44.44444444444444,300.472,87.5,1,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/YAML/patrolling/with_fixed_spec/prompt_7/generation_4/S_20260916_041540.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/patrolling/with_fixed_spec/seed_1008/S_20260916_041540/run_20260916_045204_114727912
patrolling,7,Only rotate clockwise.,4,with_fixed_spec,1009,S_20260916_041540,False,66.66666666666667,300.42,87.5,2,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/YAML/patrolling/with_fixed_spec/prompt_7/generation_4/S_20260916_041540.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/patrolling/with_fixed_spec/seed_1009/S_20260916_041540/run_20260916_045619_625220023
patrolling,7,Only rotate clockwise.,4,with_fixed_spec,1010,S_20260916_041540,False,22.22222222222222,300.404,87.5,1,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/YAML/patrolling/with_fixed_spec/prompt_7/generation_4/S_20260916_041540.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/patrolling/with_fixed_spec/seed_1010/S_20260916_041540/run_20260916_045704_643870131
patrolling,7,Only rotate clockwise.,5,with_fixed_spec,1001,S_20260916_041548,False,88.88888888888889,300.446,93.75,1,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/YAML/patrolling/with_fixed_spec/prompt_7/generation_5/S_20260916_041548.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/patrolling/with_fixed_spec/seed_1001/S_20260916_041548/run_20260916_050640_711003544
patrolling,7,Only rotate clockwise.,5,with_fixed_spec,1002,S_20260916_041548,False,44.44444444444444,300.295,81.25,0,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/YAML/patrolling/with_fixed_spec/prompt_7/generation_5/S_20260916_041548.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/patrolling/with_fixed_spec/seed_1002/S_20260916_041548/run_20260916_050724_267079908
patrolling,7,Only rotate clockwise.,5,with_fixed_spec,1003,S_20260916_041548,False,55.55555555555556,300.324,93.75,0,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/YAML/patrolling/with_fixed_spec/prompt_7/generation_5/S_20260916_041548.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/patrolling/with_fixed_spec/seed_1003/S_20260916_041548/run_20260916_050724_494761858
patrolling,7,Only rotate clockwise.,5,with_fixed_spec,1004,S_20260916_041548,False,33.333333333333336,300.282,83.333,2,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/YAML/patrolling/with_fixed_spec/prompt_7/generation_5/S_20260916_041548.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/patrolling/with_fixed_spec/seed_1004/S_20260916_041548/run_20260916_050730_791370936
patrolling,7,Only rotate clockwise.,5,with_fixed_spec,1005,S_20260916_041548,False,33.333333333333336,300.344,95.833,0,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/YAML/patrolling/with_fixed_spec/prompt_7/generation_5/S_20260916_041548.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/patrolling/with_fixed_spec/seed_1005/S_20260916_041548/run_20260916_050734_358935630
patrolling,7,Only rotate clockwise.,5,with_fixed_spec,1006,S_20260916_041548,False,55.55555555555556,300.195,87.5,1,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/YAML/patrolling/with_fixed_spec/prompt_7/generation_5/S_20260916_041548.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/patrolling/with_fixed_spec/seed_1006/S_20260916_041548/run_20260916_051712_577561143
patrolling,7,Only rotate clockwise.,5,with_fixed_spec,1007,S_20260916_041548,False,66.66666666666667,300.167,97.917,0,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/YAML/patrolling/with_fixed_spec/prompt_7/generation_5/S_20260916_041548.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/patrolling/with_fixed_spec/seed_1007/S_20260916_041548/run_20260916_051712_566879828
patrolling,7,Only rotate clockwise.,5,with_fixed_spec,1008,S_20260916_041548,False,55.55555555555556,300.191,87.5,0,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/YAML/patrolling/with_fixed_spec/prompt_7/generation_5/S_20260916_041548.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/patrolling/with_fixed_spec/seed_1008/S_20260916_041548/run_20260916_051712_545113155
patrolling,7,Only rotate clockwise.,5,with_fixed_spec,1009,S_20260916_041548,False,55.55555555555556,300.199,91.667,1,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/YAML/patrolling/with_fixed_spec/prompt_7/generation_5/S_20260916_041548.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/patrolling/with_fixed_spec/seed_1009/S_20260916_041548/run_20260916_051712_569579975
patrolling,7,Only rotate clockwise.,5,with_fixed_spec,1010,S_20260916_041548,False,22.22222222222222,300.264,97.917,0,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/YAML/patrolling/with_fixed_spec/prompt_7/generation_5/S_20260916_041548.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/patrolling/with_fixed_spec/seed_1010/S_20260916_041548/run_20260916_052220_647271188
patrolling,7,Only rotate clockwise.,2,without_fixed_spec,1001,S_20260916_041529,False,11.11111111111111,300.397,41.667,0,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/YAML/patrolling/without_fixed_spec/prompt_7/generation_2/S_20260916_041529.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/patrolling/without_fixed_spec/seed_1001/S_20260916_041529/run_20260916_042058_635448360
patrolling,7,Only rotate clockwise.,2,without_fixed_spec,1002,S_20260916_041529,False,0.0,300.409,43.75,0,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/YAML/patrolling/without_fixed_spec/prompt_7/generation_2/S_20260916_041529.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/patrolling/without_fixed_spec/seed_1002/S_20260916_041529/run_20260916_042058_887627208
patrolling,7,Only rotate clockwise.,2,without_fixed_spec,1003,S_20260916_041529,False,0.0,300.346,37.5,0,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/YAML/patrolling/without_fixed_spec/prompt_7/generation_2/S_20260916_041529.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/patrolling/without_fixed_spec/seed_1003/S_20260916_041529/run_20260916_042607_470625192
patrolling,7,Only rotate clockwise.,2,without_fixed_spec,1004,S_20260916_041529,False,0.0,300.294,43.75,0,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/YAML/patrolling/without_fixed_spec/prompt_7/generation_2/S_20260916_041529.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/patrolling/without_fixed_spec/seed_1004/S_20260916_041529/run_20260916_042607_724373805
patrolling,7,Only rotate clockwise.,2,without_fixed_spec,1005,S_20260916_041529,False,0.0,300.374,29.167,0,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/YAML/patrolling/without_fixed_spec/prompt_7/generation_2/S_20260916_041529.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/patrolling/without_fixed_spec/seed_1005/S_20260916_041529/run_20260916_042608_567720712
patrolling,7,Only rotate clockwise.,2,without_fixed_spec,1006,S_20260916_041529,False,0.0,300.283,33.333,0,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/YAML/patrolling/without_fixed_spec/prompt_7/generation_2/S_20260916_041529.yaml,/home/ecem/sct_ws/src/llm_sct/RESULTS_LAST/wrong_prompts/p7_task_worlds/patrolling_api4_20260916_041525/results_strict_plain_20260916_041525/patrolling/without_fixed_spec/seed_1006/S_20260916_041529/run_20260916_042608_883817809
