robot,completed_colors,total_colors,progress_pct,complete,completion_s,red_reached_s,green_reached_s,blue_reached_s
robot_0,3,3,100.000,true,119.390,56.191,92.191,119.391
robot_1,3,3,100.000,true,211.010,100.010,142.410,211.009
robot_2,3,3,100.000,true,88.714,30.814,60.714,88.714
