stamp_sec,stamp_nsec,robot,x,y,elapsed_s
0,0,robot_0,0.984368,1.555997,0.0
0,0,robot_1,2.266586,0.748556,0.0
0,0,robot_2,2.211056,2.311484,0.0
0,200000000,robot_0,0.984442,1.555384,0.2
0,200000000,robot_1,2.266812,0.749087,0.2
0,200000000,robot_2,2.210906,2.311568,0.2
0,400000000,robot_0,0.984416,1.555353,0.4
0,400000000,robot_1,2.266547,0.750388,0.4
0,400000000,robot_2,2.210318,2.313005,0.4
0,600000000,robot_0,0.984512,1.555334,0.6
0,600000000,robot_1,2.267093,0.750944,0.6
0,600000000,robot_2,2.211202,2.311678,0.6
0,800000000,robot_0,0.98452,1.555336,0.8
0,800000000,robot_1,2.267056,0.750912,0.8
0,800000000,robot_2,2.211146,2.311553,0.8
1,0,robot_0,0.984529,1.555331,1.0
1,0,robot_1,2.267059,0.750914,1.0
1,0,robot_2,2.19288,2.313118,1.0
1,200000000,robot_0,0.984514,1.555327,1.2
1,200000000,robot_1,2.267097,0.750951,1.2
1,200000000,robot_2,2.125397,2.31719,1.2
1,400000000,robot_0,0.984522,1.555332,1.4
1,400000000,robot_1,2.267085,0.75097,1.4
1,400000000,robot_2,2.064416,2.322241,1.4
1,600000000,robot_0,0.98453,1.555351,1.6
1,600000000,robot_1,2.267078,0.750982,1.6
1,600000000,robot_2,1.995037,2.328841,1.6
1,800000000,robot_0,0.98452,1.555356,1.8
1,800000000,robot_1,2.267074,0.750871,1.8
1,800000000,robot_2,1.909968,2.336528,1.8
2,0,robot_0,0.983813,1.553425,2.0
2,0,robot_1,2.267089,0.750865,2.0
2,0,robot_2,1.839789,2.342116,2.0
2,200000000,robot_0,0.982299,1.514688,2.2
2,200000000,robot_1,2.267145,0.750941,2.2
2,200000000,robot_2,1.768329,2.352403,2.2
2,400000000,robot_0,0.97952,1.448888,2.4
2,400000000,robot_1,2.267165,0.751016,2.4
2,400000000,robot_2,1.696598,2.355476,2.4
2,600000000,robot_0,0.977957,1.376669,2.6
2,600000000,robot_1,2.267133,0.751,2.6
2,600000000,robot_2,1.622993,2.36125,2.6
2,800000000,robot_0,0.974623,1.3145,2.8
2,800000000,robot_1,2.267087,0.750808,2.8
2,800000000,robot_2,1.564834,2.367399,2.8
3,0,robot_0,0.973692,1.241742,3.0
3,0,robot_1,2.267143,0.75083,3.0
3,0,robot_2,1.493495,2.373532,3.0
3,200000000,robot_0,0.971098,1.15603,3.2
3,200000000,robot_1,2.267138,0.750877,3.2
3,200000000,robot_2,1.413453,2.380453,3.2
3,400000000,robot_0,0.968,1.081496,3.4
3,400000000,robot_1,2.267139,0.75087,3.4
3,400000000,robot_2,1.344493,2.387213,3.4
3,600000000,robot_0,0.965725,1.011072,3.6
3,600000000,robot_1,2.267145,0.750892,3.6
3,600000000,robot_2,1.272093,2.393104,3.6
3,800000000,robot_0,0.962231,0.933243,3.8
3,800000000,robot_1,2.289419,0.74905,3.8
3,800000000,robot_2,1.201798,2.399834,3.8
4,0,robot_0,0.959343,0.876224,4.0
4,0,robot_1,2.340138,0.746564,4.0
4,0,robot_2,1.143796,2.403663,4.0
4,200000000,robot_0,0.956496,0.803771,4.2
4,200000000,robot_1,2.405911,0.737501,4.2
4,200000000,robot_2,1.071829,2.411417,4.2
4,400000000,robot_0,0.95504,0.716677,4.4
4,400000000,robot_1,2.490799,0.729063,4.4
4,400000000,robot_2,0.989594,2.415778,4.4
4,600000000,robot_0,0.952258,0.643484,4.6
4,600000000,robot_1,2.563568,0.722615,4.6
4,600000000,robot_2,0.921049,2.425057,4.6
4,800000000,robot_0,0.951059,0.572037,4.8
4,800000000,robot_1,2.634896,0.717563,4.8
4,800000000,robot_2,0.849602,2.429753,4.8
5,0,robot_0,0.94989,0.499262,5.0
5,0,robot_1,2.705553,0.710314,5.0
5,0,robot_2,0.777534,2.435588,5.0
5,200000000,robot_0,0.946118,0.4367,5.2
5,200000000,robot_1,2.76329,0.706333,5.2
5,200000000,robot_2,0.717893,2.439565,5.2
5,400000000,robot_0,0.945934,0.362897,5.4
5,400000000,robot_1,2.832422,0.701142,5.4
5,400000000,robot_2,0.647116,2.445516,5.4
5,600000000,robot_0,0.942381,0.28474,5.6
5,600000000,robot_1,2.913147,0.691611,5.6
5,600000000,robot_2,0.566114,2.451153,5.6
5,800000000,robot_0,0.941795,0.254844,5.8
5,800000000,robot_1,2.984538,0.687407,5.8
5,800000000,robot_2,0.495623,2.456114,5.8
6,0,robot_0,0.944071,0.24651,6.0
6,0,robot_1,3.053666,0.680937,6.0
6,0,robot_2,0.42743,2.464419,6.0
6,200000000,robot_0,0.955694,0.247554,6.2
6,200000000,robot_1,3.112803,0.67739,6.2
6,200000000,robot_2,0.37092,2.468503,6.2
6,400000000,robot_0,0.966908,0.251018,6.4
6,400000000,robot_1,3.182904,0.671166,6.4
6,400000000,robot_2,0.299221,2.473827,6.4
6,600000000,robot_0,0.97612,0.253332,6.6
6,600000000,robot_1,3.266989,0.665309,6.6
6,600000000,robot_2,0.243255,2.476563,6.6
6,800000000,robot_0,0.987941,0.258892,6.8
6,800000000,robot_1,3.333716,0.660992,6.8
6,800000000,robot_2,0.229737,2.470644,6.8
7,0,robot_0,0.994694,0.263691,7.0
7,0,robot_1,3.402553,0.655606,7.0
7,0,robot_2,0.224929,2.467325,7.0
7,200000000,robot_0,0.996957,0.266444,7.2
7,200000000,robot_1,3.472724,0.649332,7.2
7,200000000,robot_2,0.226444,2.455583,7.2
7,400000000,robot_0,0.998632,0.267686,7.4
7,400000000,robot_1,3.53105,0.64596,7.4
7,400000000,robot_2,0.232839,2.44849,7.4
7,600000000,robot_0,1.000074,0.277525,7.6
7,600000000,robot_1,3.61178,0.640404,7.6
7,600000000,robot_2,0.237484,2.438181,7.6
7,800000000,robot_0,1.00235,0.289539,7.8
7,800000000,robot_1,3.679074,0.637369,7.8
7,800000000,robot_2,0.24426,2.431711,7.8
8,0,robot_0,1.001483,0.299051,8.0
8,0,robot_1,3.748609,0.632612,8.0
8,0,robot_2,0.251287,2.427259,8.0
8,200000000,robot_0,1.000103,0.308144,8.2
8,200000000,robot_1,3.815225,0.626817,8.2
8,200000000,robot_2,0.260551,2.421901,8.2
8,400000000,robot_0,0.999895,0.313629,8.4
8,400000000,robot_1,3.869084,0.622868,8.4
8,400000000,robot_2,0.263324,2.425083,8.4
8,600000000,robot_0,0.998014,0.323327,8.6
8,600000000,robot_1,3.897709,0.621163,8.6
8,600000000,robot_2,0.280495,2.424146,8.6
8,800000000,robot_0,0.993834,0.330881,8.8
8,800000000,robot_1,3.897774,0.619542,8.8
8,800000000,robot_2,0.288079,2.427075,8.8
9,0,robot_0,0.993105,0.334976,9.0
9,0,robot_1,3.894275,0.625404,9.0
9,0,robot_2,0.297491,2.43074,9.0
9,200000000,robot_0,0.994123,0.337097,9.2
9,200000000,robot_1,3.894989,0.630779,9.2
9,200000000,robot_2,0.305459,2.434715,9.2
9,400000000,robot_0,1.009998,0.37628,9.4
9,400000000,robot_1,3.892582,0.636371,9.4
9,400000000,robot_2,0.313195,2.446542,9.4
9,600000000,robot_0,1.035862,0.429935,9.6
9,600000000,robot_1,3.890932,0.647363,9.6
9,600000000,robot_2,0.320359,2.450912,9.6
9,800000000,robot_1,3.888058,0.65328,9.8
9,800000000,robot_2,0.321959,2.464595,9.8
10,0,robot_0,1.090744,0.559841,10.0
10,0,robot_1,3.883207,0.661472,10.0
10,0,robot_2,0.322597,2.475873,10.0
10,200000000,robot_0,1.11402,0.614453,10.2
10,200000000,robot_1,3.878849,0.667551,10.2
10,200000000,robot_2,0.320768,2.484067,10.2
10,400000000,robot_0,1.147058,0.69343,10.4
10,400000000,robot_1,3.867778,0.673574,10.4
10,400000000,robot_2,0.325623,2.490203,10.4
10,600000000,robot_0,1.171058,0.748807,10.6
10,600000000,robot_1,3.860545,0.679348,10.6
10,800000000,robot_0,1.201135,0.824523,10.8
10,800000000,robot_1,3.851189,0.685198,10.8
10,800000000,robot_2,0.432853,2.526135,10.8
11,0,robot_0,1.228733,0.895841,11.0
11,0,robot_1,3.842883,0.682802,11.0
11,0,robot_2,0.498614,2.552282,11.0
11,200000000,robot_0,1.259527,0.962869,11.2
11,200000000,robot_1,3.834551,0.680726,11.2
11,200000000,robot_2,0.566827,2.580131,11.2
11,400000000,robot_0,1.285721,1.026755,11.4
