robot,completed_colors,total_colors,progress_pct,complete,completion_s,red_reached_s,green_reached_s,blue_reached_s
robot_0,3,3,100.000,true,138.636,81.235,110.498,138.636
robot_1,2,3,66.667,false,,115.756,169.213,
robot_2,3,3,100.000,true,156.443,29.143,95.002,156.443
