stamp_sec,stamp_nsec,robot,x,y,elapsed_s
0,0,robot_0,0.754647,2.70535,0.0
0,0,robot_1,2.275665,1.642267,0.0
0,0,robot_2,1.374286,0.96446,0.0
0,200000000,robot_0,0.75466,2.705458,0.2
0,200000000,robot_1,2.275819,1.642191,0.2
0,200000000,robot_2,1.373879,0.96381,0.2
0,400000000,robot_0,0.754543,2.705322,0.4
0,400000000,robot_1,2.275823,1.642113,0.4
0,400000000,robot_2,1.372085,0.941461,0.4
0,600000000,robot_0,0.754659,2.705351,0.6
0,600000000,robot_1,2.274865,1.642451,0.6
0,600000000,robot_2,1.377514,0.922105,0.6
0,800000000,robot_0,0.754591,2.705266,0.8
0,800000000,robot_1,2.275168,1.642235,0.8
0,800000000,robot_2,1.384461,0.873897,0.8
1,0,robot_0,0.754709,2.705363,1.0
1,0,robot_1,2.274979,1.642374,1.0
1,0,robot_2,1.38994,0.81494,1.0
1,200000000,robot_0,0.754709,2.705363,1.2
1,200000000,robot_1,2.275305,1.641458,1.2
1,200000000,robot_2,1.395124,0.762264,1.2
1,400000000,robot_0,0.754735,2.705461,1.4
1,400000000,robot_1,2.275001,1.642328,1.4
1,400000000,robot_2,1.402497,0.735791,1.4
1,600000000,robot_0,0.754734,2.705477,1.6
1,600000000,robot_1,2.275144,1.642259,1.6
1,600000000,robot_2,1.417626,0.684346,1.6
1,800000000,robot_0,0.755142,2.707047,1.8
1,800000000,robot_1,2.275139,1.642293,1.8
1,800000000,robot_2,1.433723,0.622334,1.8
2,0,robot_0,0.754988,2.706484,2.0
2,0,robot_1,2.27568,1.641092,2.0
2,0,robot_2,1.447093,0.571248,2.0
2,200000000,robot_0,0.755088,2.706763,2.2
2,200000000,robot_1,2.275847,1.641008,2.2
2,200000000,robot_2,1.459149,0.548513,2.2
2,400000000,robot_0,0.756176,2.705336,2.4
2,400000000,robot_1,2.275594,1.641151,2.4
2,400000000,robot_2,1.477838,0.505051,2.4
2,600000000,robot_0,0.756181,2.705355,2.6
2,600000000,robot_1,2.275717,1.641167,2.6
2,600000000,robot_2,1.497851,0.46917,2.6
2,800000000,robot_0,0.757288,2.705758,2.8
2,800000000,robot_1,2.275722,1.641136,2.8
2,800000000,robot_2,1.511233,0.461187,2.8
3,0,robot_0,0.754258,2.677413,3.0
3,0,robot_1,2.273763,1.641185,3.0
3,0,robot_2,1.522605,0.465162,3.0
3,200000000,robot_0,0.74933,2.629133,3.2
3,200000000,robot_1,2.27196,1.635337,3.2
3,200000000,robot_2,1.528765,0.469583,3.2
3,400000000,robot_0,0.751601,2.591431,3.4
3,400000000,robot_1,2.265437,1.627071,3.4
3,400000000,robot_2,1.538349,0.476065,3.4
3,600000000,robot_0,0.762981,2.576864,3.6
3,600000000,robot_1,2.219245,1.606102,3.6
3,600000000,robot_2,1.544775,0.48704,3.6
3,800000000,robot_0,0.782885,2.53873,3.8
