stamp_sec,stamp_nsec,robot,cell_index,cell_min_x,cell_min_y,cell_center_x,cell_center_y
1789523916,163406881,robot_0,38,1.000,2.000,1.500,2.500
1789523916,163432204,robot_0,39,1.000,3.000,1.500,3.500
1789523916,163474510,robot_2,42,2.000,-2.000,2.500,-1.500
1789523916,163492972,robot_2,43,2.000,-1.000,2.500,-0.500
1789523916,163530724,robot_1,47,2.000,3.000,2.500,3.500
1789523922,496964105,robot_0,37,1.000,1.000,1.500,1.500
1789523923,238397508,robot_0,45,2.000,1.000,2.500,1.500
1789523923,238434041,robot_0,46,2.000,2.000,2.500,2.500
1789523924,552617160,robot_0,36,1.000,0.000,1.500,0.500
1789523924,552649823,robot_0,44,2.000,0.000,2.500,0.500
1789523926,449882445,robot_2,34,1.000,-2.000,1.500,-1.500
1789523926,449913409,robot_2,35,1.000,-1.000,1.500,-0.500
1789523931,2525000,robot_2,27,0.000,-1.000,0.500,-0.500
1789523932,491914057,robot_2,28,0.000,0.000,0.500,0.500
1789523932,734098348,robot_0,29,0.000,1.000,0.500,1.500
1789523932,937742966,robot_0,30,0.000,2.000,0.500,2.500
1789523933,363522457,robot_2,19,-1.000,-1.000,-0.500,-0.500
1789523933,363552111,robot_2,20,-1.000,0.000,-0.500,0.500
1789523935,123601847,robot_0,31,0.000,3.000,0.500,3.500
1789523935,554367610,robot_2,12,-2.000,0.000,-1.500,0.500
1789523936,442293723,robot_0,23,-1.000,3.000,-0.500,3.500
1789523937,553510191,robot_2,13,-2.000,1.000,-1.500,1.500
1789523937,765836684,robot_2,4,-3.000,0.000,-2.500,0.500
1789523938,8999238,robot_2,5,-3.000,1.000,-2.500,1.500
1789523948,50509315,robot_0,22,-1.000,2.000,-0.500,2.500
1789523950,52249243,robot_0,14,-2.000,2.000,-1.500,2.500
1789523952,183527174,robot_0,6,-3.000,2.000,-2.500,2.500
1789523958,19492124,robot_0,15,-2.000,3.000,-1.500,3.500
1789523958,266362041,robot_2,11,-2.000,-1.000,-1.500,-0.500
1789523960,285325512,robot_2,3,-3.000,-1.000,-2.500,-0.500
