prompt,runs,successes,success_rate_pct,task_success_mean_pct,task_success_sd_pct,duration_all_mean_s,duration_all_sd_s,duration_success_mean_s,duration_success_sd_s,coverage_mean_pct,coverage_sd_pct,coverage_success_mean_pct,coverage_success_sd_pct,collisions_total,collisions_mean,collisions_sd,delivered_boxes_mean,delivered_boxes_sd,red_boxes_mean,blue_boxes_mean,red_box_percentage_mean
baseline,10,3,30.0,73.33333333333333,23.804761428476166,557.234,91.41350431528156,456.77333333333337,115.91838374860517,92.0833,4.912515202012102,89.58333333333333,6.804274261243607,7,0.7,1.004987562112089,4.4,1.42828568570857,2.8,2.7,51.5
