prompt,generation,seed,supervisor,event,percentage
1,1,1001,S_20260830_144119,move_forward,49.051094890510946
1,1,1001,S_20260830_144119,rotate_counterclockwise,2.67639902676399
1,1,1001,S_20260830_144119,full_rotate,5.4987834549878345
1,1,1001,S_20260830_144119,search_object,20.097323600973237
1,1,1001,S_20260830_144119,claim_red,0.04866180048661801
1,1,1001,S_20260830_144119,approach_object,12.262773722627736
1,1,1001,S_20260830_144119,move_backward,0.8272506082725061
1,1,1001,S_20260830_144119,rotate_clockwise,3.065693430656934
1,1,1001,S_20260830_144119,pick_up_object,0.145985401459854
1,1,1001,S_20260830_144119,search_zone,1.4111922141119222
1,1,1001,S_20260830_144119,approach_zone,4.671532846715328
1,1,1001,S_20260830_144119,drop_object,0.145985401459854
1,1,1001,S_20260830_144119,claim_blue,0.04866180048661801
1,1,1001,S_20260830_144119,claim_green,0.04866180048661801
1,1,1002,S_20260830_144119,search_object,8.52575488454707
1,1,1002,S_20260830_144119,move_forward,49.02309058614565
1,1,1002,S_20260830_144119,rotate_counterclockwise,2.4866785079928952
1,1,1002,S_20260830_144119,full_rotate,2.664298401420959
1,1,1002,S_20260830_144119,claim_green,0.17761989342806395
1,1,1002,S_20260830_144119,approach_object,12.078152753108348
1,1,1002,S_20260830_144119,rotate_clockwise,0.5328596802841918
1,1,1002,S_20260830_144119,pick_up_object,0.5328596802841918
1,1,1002,S_20260830_144119,search_zone,6.571936056838366
1,1,1002,S_20260830_144119,approach_zone,16.518650088809945
1,1,1002,S_20260830_144119,drop_object,0.5328596802841918
1,1,1002,S_20260830_144119,claim_blue,0.17761989342806395
1,1,1002,S_20260830_144119,claim_red,0.17761989342806395
1,1,1003,S_20260830_144119,search_object,28.22872165626027
1,1,1003,S_20260830_144119,move_forward,46.171541242195204
1,1,1003,S_20260830_144119,claim_green,0.03286230693394676
1,1,1003,S_20260830_144119,approach_object,12.38908971409793
1,1,1003,S_20260830_144119,pick_up_object,0.03286230693394676
1,1,1003,S_20260830_144119,search_zone,0.6243838317449885
1,1,1003,S_20260830_144119,approach_zone,1.1173184357541899
1,1,1003,S_20260830_144119,drop_object,0.03286230693394676
1,1,1003,S_20260830_144119,claim_blue,0.03286230693394676
1,1,1003,S_20260830_144119,full_rotate,5.027932960893855
1,1,1003,S_20260830_144119,move_backward,0.7558330594807755
1,1,1003,S_20260830_144119,rotate_clockwise,3.187643772592836
1,1,1003,S_20260830_144119,rotate_counterclockwise,2.3332237923102204
1,1,1003,S_20260830_144119,claim_red,0.03286230693394676
1,1,1004,S_20260830_144119,search_object,1.9230769230769231
1,1,1004,S_20260830_144119,move_forward,49.1025641025641
1,1,1004,S_20260830_144119,claim_green,0.1282051282051282
1,1,1004,S_20260830_144119,approach_object,16.794871794871796
1,1,1004,S_20260830_144119,pick_up_object,0.38461538461538464
1,1,1004,S_20260830_144119,search_zone,15.128205128205128
1,1,1004,S_20260830_144119,approach_zone,14.615384615384615
1,1,1004,S_20260830_144119,rotate_clockwise,0.1282051282051282
1,1,1004,S_20260830_144119,full_rotate,0.6410256410256411
1,1,1004,S_20260830_144119,drop_object,0.38461538461538464
1,1,1004,S_20260830_144119,claim_red,0.1282051282051282
1,1,1004,S_20260830_144119,rotate_counterclockwise,0.5128205128205128
1,1,1004,S_20260830_144119,claim_blue,0.1282051282051282
1,1,1005,S_20260830_144119,search_object,18.295543393275995
1,1,1005,S_20260830_144119,claim_green,0.07818608287724785
1,1,1005,S_20260830_144119,approach_object,14.855355746677091
1,1,1005,S_20260830_144119,move_forward,48.084440969507426
1,1,1005,S_20260830_144119,rotate_clockwise,0.9382329945269742
1,1,1005,S_20260830_144119,move_backward,0.6254886630179828
1,1,1005,S_20260830_144119,rotate_counterclockwise,1.09460516028147
1,1,1005,S_20260830_144119,full_rotate,2.2673964034401877
1,1,1005,S_20260830_144119,pick_up_object,0.23455824863174354
1,1,1005,S_20260830_144119,search_zone,5.238467552775606
1,1,1005,S_20260830_144119,approach_zone,7.8967943706020325
1,1,1005,S_20260830_144119,drop_object,0.23455824863174354
1,1,1005,S_20260830_144119,claim_red,0.07818608287724785
1,1,1005,S_20260830_144119,claim_blue,0.07818608287724785
1,2,1001,S_20260830_144242,search_object,6.512301013024602
