robot,completed_colors,total_colors,progress_pct,complete,completion_s,red_reached_s,green_reached_s,blue_reached_s
robot_0,3,3,100.000,true,187.809,121.120,153.626,187.809
robot_1,2,3,66.667,false,,22.745,84.949,
robot_2,3,3,100.000,true,110.428,42.095,84.428,110.428
