robot,completed_colors,total_colors,progress_pct,complete,completion_s,red_reached_s,green_reached_s,blue_reached_s
robot_0,3,3,100.000,true,60.650,7.953,31.779,
robot_1,3,3,100.000,true,38.916,4.926,28.729,38.916
robot_2,3,3,100.000,true,30.909,16.034,21.110,30.909
