robot,completed_colors,total_colors,progress_pct,complete,completion_s,red_reached_s,green_reached_s,blue_reached_s
robot_0,3,3,100.000,true,298.615,55.114,117.114,
robot_1,3,3,100.000,true,121.003,5.032,27.031,121.003
robot_2,3,3,100.000,true,135.691,31.425,56.691,135.691
