time_s,coverage_pct
0.937,0.000
1.441,0.000
1.943,0.000
2.437,0.000
2.946,0.000
3.437,18.750
3.943,18.750
4.447,18.750
4.941,18.750
5.449,18.750
5.937,18.750
6.444,18.750
6.948,18.750
7.438,18.750
7.942,18.750
8.437,18.750
8.940,18.750
9.441,18.750
9.938,18.750
10.440,18.750
10.945,18.750
11.445,18.750
11.939,18.750
12.437,18.750
12.953,18.750
13.439,18.750
13.945,18.750
14.448,18.750
14.959,18.750
15.461,18.750
15.953,18.750
16.449,18.750
16.939,18.750
17.446,18.750
17.959,18.750
18.445,18.750
18.953,18.750
19.449,18.750
19.956,18.750
20.445,20.833
20.959,20.833
21.444,20.833
21.946,20.833
22.456,20.833
22.943,20.833
23.449,20.833
23.950,20.833
24.440,20.833
24.952,20.833
25.443,20.833
25.942,20.833
26.447,20.833
26.941,20.833
27.444,20.833
27.947,20.833
28.452,20.833
28.948,20.833
29.443,20.833
29.941,20.833
30.444,20.833
30.941,20.833
31.439,20.833
31.943,20.833
32.437,20.833
32.960,20.833
33.440,20.833
33.954,20.833
34.456,20.833
34.958,20.833
35.450,20.833
35.947,20.833
36.441,20.833
36.956,20.833
37.449,20.833
37.939,20.833
38.442,20.833
38.947,20.833
39.454,20.833
39.943,20.833
40.437,20.833
40.938,20.833
41.439,20.833
41.942,20.833
42.444,20.833
42.945,20.833
43.441,20.833
43.944,20.833
44.438,20.833
44.957,22.917
45.445,22.917
45.939,22.917
46.441,22.917
46.948,22.917
47.441,22.917
47.937,22.917
48.457,22.917
48.953,22.917
49.439,22.917
49.951,22.917
50.444,22.917
50.952,22.917
51.447,22.917
51.954,22.917
52.456,22.917
52.947,22.917
53.440,22.917
53.948,22.917
54.446,22.917
54.954,22.917
55.456,22.917
55.942,22.917
56.451,22.917
56.938,22.917
57.461,22.917
57.943,22.917
58.464,22.917
58.949,22.917
59.447,22.917
59.948,22.917
60.444,22.917
60.938,22.917
61.447,22.917
61.938,22.917
62.444,22.917
62.952,22.917
63.452,22.917
63.944,22.917
64.441,22.917
64.950,22.917
65.451,22.917
65.939,22.917
66.452,22.917
66.941,22.917
67.455,22.917
67.942,22.917
68.455,22.917
68.950,22.917
69.438,22.917
69.937,22.917
70.451,22.917
70.950,22.917
71.452,22.917
71.950,22.917
72.440,22.917
72.941,22.917
73.446,22.917
73.950,22.917
74.444,22.917
74.938,22.917
75.449,22.917
75.939,22.917
76.447,22.917
76.943,22.917
77.444,22.917
77.945,22.917
78.443,22.917
78.942,22.917
79.462,22.917
79.950,22.917
80.455,22.917
80.940,22.917
81.450,22.917
81.939,22.917
82.458,22.917
82.948,22.917
83.438,22.917
83.944,22.917
84.438,22.917
84.944,22.917
85.450,27.083
85.947,27.083
86.443,27.083
86.938,27.083
87.442,27.083
87.957,27.083
88.441,27.083
88.942,29.167
89.438,29.167
89.962,29.167
90.437,29.167
90.947,29.167
91.439,29.167
91.943,29.167
92.451,29.167
92.943,29.167
93.451,29.167
93.937,29.167
94.447,29.167
94.946,29.167
95.442,29.167
95.938,29.167
96.441,29.167
96.939,29.167
97.447,29.167
97.940,29.167
98.438,29.167
98.956,29.167
99.438,29.167
99.949,29.167
100.446,29.167
100.955,29.167
101.451,29.167
101.946,29.167
102.449,29.167
102.955,29.167
103.440,29.167
103.949,29.167
104.445,29.167
104.952,29.167
105.437,29.167
105.947,29.167
106.437,29.167
106.946,29.167
107.437,29.167
107.939,29.167
108.446,29.167
108.969,29.167
109.449,29.167
109.950,29.167
110.460,29.167
110.938,29.167
111.441,29.167
111.945,29.167
112.440,29.167
112.954,29.167
113.438,29.167
113.943,29.167
114.446,29.167
114.957,29.167
115.438,29.167
115.953,29.167
116.449,29.167
116.942,29.167
117.445,29.167
117.947,29.167
118.441,29.167
118.950,29.167
119.450,29.167
119.946,29.167
120.441,29.167
120.954,29.167
121.446,29.167
121.956,29.167
122.455,29.167
122.949,29.167
123.444,29.167
123.948,29.167
124.447,29.167
124.946,29.167
125.448,29.167
125.948,29.167
126.471,29.167
126.949,29.167
127.445,29.167
127.956,29.167
128.455,29.167
128.942,29.167
129.443,29.167
129.942,29.167
130.442,29.167
130.952,29.167
131.445,29.167
131.950,29.167
132.443,29.167
132.951,29.167
133.449,29.167
133.942,29.167
134.439,29.167
134.943,29.167
135.448,29.167
135.940,29.167
136.454,29.167
136.955,29.167
137.439,29.167
137.942,29.167
138.442,29.167
138.950,29.167
139.439,29.167
139.943,29.167
140.451,29.167
140.941,29.167
141.452,29.167
141.968,29.167
142.439,29.167
142.938,29.167
143.446,29.167
143.942,29.167
144.442,29.167
144.964,29.167
145.443,29.167
145.946,29.167
146.451,29.167
146.944,29.167
147.459,29.167
147.942,29.167
148.456,29.167
148.961,29.167
149.441,29.167
149.942,29.167
150.445,29.167
150.945,29.167
151.440,29.167
151.946,29.167
152.448,29.167
152.964,29.167
153.445,29.167
153.953,29.167
154.451,29.167
154.960,29.167
155.455,29.167
155.939,29.167
156.444,29.167
156.937,29.167
157.454,29.167
157.941,29.167
158.455,29.167
158.944,29.167
159.450,29.167
159.953,29.167
160.455,29.167
160.947,29.167
161.450,29.167
161.940,29.167
162.448,29.167
162.940,29.167
163.440,29.167
163.937,29.167
164.456,29.167
164.966,29.167
165.442,29.167
165.949,29.167
166.462,29.167
166.947,29.167
167.448,29.167
167.949,29.167
168.446,29.167
168.945,29.167
169.455,31.250
169.950,31.250
170.450,31.250
170.937,31.250
171.459,31.250
171.944,31.250
172.444,31.250
172.941,31.250
173.445,31.250
173.950,31.250
174.447,31.250
174.949,31.250
175.450,33.333
175.957,33.333
176.456,33.333
176.937,33.333
177.455,33.333
177.958,33.333
178.449,33.333
178.955,33.333
179.452,33.333
179.938,33.333
180.439,33.333
