stamp_sec,stamp_nsec,elapsed_s,robot,x,y
1789267184,624042712,3.139,robot_2,1.566,-1.617
1789267184,624292570,3.139,robot_0,0.525,1.065
1789267184,624363640,3.139,robot_1,0.196,-3.090
1789267188,842823440,7.358,robot_2,1.566,-1.617
1789267188,842891974,7.358,robot_0,0.525,1.065
1789267188,852074774,7.367,robot_1,0.196,-3.090
1789267198,220712064,16.736,robot_2,1.566,-1.617
1789267198,220769942,16.736,robot_0,0.526,1.065
1789267198,220798272,16.736,robot_1,0.196,-3.090
1789267198,436847236,16.952,robot_2,1.566,-1.617
1789267198,436911473,16.952,robot_0,0.526,1.065
1789267198,436948021,16.952,robot_1,0.196,-3.090
1789267198,645215273,17.160,robot_2,1.566,-1.617
1789267198,645288983,17.160,robot_0,0.525,1.065
1789267198,645318186,17.160,robot_1,0.196,-3.090
1789267198,882885680,17.398,robot_2,1.566,-1.617
1789267198,887573978,17.402,robot_0,0.525,1.065
1789267198,887651935,17.402,robot_1,0.196,-3.090
1789267199,98143101,17.613,robot_2,1.566,-1.617
1789267199,98206556,17.613,robot_0,0.525,1.065
1789267199,98242188,17.613,robot_1,0.196,-3.090
1789267199,312036837,17.827,robot_2,1.566,-1.617
1789267199,312103252,17.827,robot_0,0.527,1.064
1789267199,312138210,17.827,robot_1,0.196,-3.090
1789267199,533209290,18.048,robot_2,1.566,-1.617
1789267199,533263587,18.048,robot_0,0.535,1.060
1789267199,533292629,18.048,robot_1,0.196,-3.090
1789267199,740174291,18.255,robot_2,1.567,-1.617
1789267199,740235041,18.255,robot_0,0.546,1.054
1789267199,740260639,18.255,robot_1,0.196,-3.090
1789267199,979373688,18.494,robot_2,1.576,-1.618
1789267199,979435475,18.494,robot_0,0.555,1.050
1789267199,979464115,18.494,robot_1,0.196,-3.090
1789267200,189455591,18.704,robot_2,1.583,-1.619
1789267200,193093936,18.708,robot_0,0.556,1.049
1789267200,193182383,18.708,robot_1,0.197,-3.090
1789267200,406851411,18.922,robot_2,1.582,-1.619
1789267200,406917638,18.944,robot_0,0.559,1.048
1789267200,429085770,18.944,robot_1,0.197,-3.090
1789267200,645653395,19.160,robot_2,1.575,-1.618
1789267200,645718151,19.161,robot_0,0.570,1.041
1789267200,645753944,19.161,robot_1,0.197,-3.090
1789267200,928795747,19.452,robot_2,1.575,-1.618
1789267200,937014405,19.452,robot_0,0.579,1.034
1789267200,937075854,19.452,robot_1,0.197,-3.089
1789267201,130623040,19.645,robot_2,1.573,-1.618
1789267201,130685268,19.645,robot_0,0.588,1.028
1789267201,130717867,19.646,robot_1,0.197,-3.089
1789267201,130756176,19.646,robot_2_carried_generic_box,1.575,-1.618
1789267201,340836376,19.856,robot_2,1.568,-1.617
1789267201,340905067,19.856,robot_0,0.594,1.025
