prompt,runs,successes,success_rate_pct,duration_all_mean_s,duration_all_median_s,duration_success_mean_s,duration_success_median_s,duration_min_s,duration_max_s,progress_mean_pct,collisions_total,selected_events_total
1,3,3,100.0,209.81400000000002,143.196,209.81400000000002,143.196,86.836,399.41,100.0,0,3603
2,3,3,100.0,109.42166666666667,114.944,109.42166666666667,114.944,98.329,114.992,100.0,0,2242
3,3,3,100.0,144.13333333333333,119.495,144.13333333333333,119.495,93.107,219.798,100.0,0,2823
4,3,3,100.0,121.07866666666668,140.673,121.07866666666668,140.673,67.471,155.092,100.0,0,2607
5,3,2,66.66666666666667,296.0183333333333,149.182,143.9845,143.9845,138.787,600.086,88.889,0,4848
