robot,detected_in_arena_samples,full_recording_in_arena_detection_pct,observed_span_detection_pct,first_in_arena_detection_s,last_in_arena_detection_s,longest_internal_inter_detection_interval_s,coverage_pct
robot_0,303,49.26829268292683,100.0,0.0,60.4,0.20000000000000284,66.66666666666667
robot_1,612,99.51219512195122,99.51219512195122,0.0,122.8,0.4000000000000057,83.33333333333333
robot_2,386,62.764227642276424,95.78163771712158,0.0,80.4,1.0,100.0
